#,Date-Time (PST),Ch: 1 - Temperature   (°C),Host Connected,Button Down,Button Up,End of File
1,05/13/2022 09:53:06,24.88,,,,
2,05/13/2022 09:58:06,25.05,,,,
3,05/13/2022 09:59:23,,Logged,,,
4,05/13/2022 10:03:06,25.39,,,,
5,05/13/2022 10:08:06,25.65,,,,
6,05/13/2022 10:13:06,25.57,,,,
7,05/13/2022 10:18:06,25.14,,,,
8,05/13/2022 10:23:06,25.05,,,,
9,05/13/2022 10:28:06,25.95,,,,
10,05/13/2022 10:33:06,26.17,,,,
11,05/13/2022 10:38:06,26.34,,,,
12,05/13/2022 10:43:06,26.30,,,,
13,05/13/2022 10:48:06,26.47,,,,
14,05/13/2022 10:53:06,27.41,,,,
15,05/13/2022 10:58:06,27.20,,,,
16,05/13/2022 11:03:06,27.63,,,,
17,05/13/2022 11:08:06,28.01,,,,
18,05/13/2022 11:13:06,27.71,,,,
19,05/13/2022 11:18:06,28.01,,,,
20,05/13/2022 11:23:06,27.71,,,,
21,05/13/2022 11:28:06,27.71,,,,
22,05/13/2022 11:33:06,27.58,,,,
23,05/13/2022 11:38:06,28.01,,,,
24,05/13/2022 11:43:06,28.14,,,,
25,05/13/2022 11:48:06,27.97,,,,
26,05/13/2022 11:53:06,28.05,,,,
27,05/13/2022 11:58:06,28.74,,,,
28,05/13/2022 12:03:06,29.08,,,,
29,05/13/2022 12:08:06,28.87,,,,
30,05/13/2022 12:13:06,29.38,,,,
31,05/13/2022 12:18:06,29.47,,,,
32,05/13/2022 12:23:06,29.43,,,,
33,05/13/2022 12:28:06,29.34,,,,
34,05/13/2022 12:33:06,29.38,,,,
35,05/13/2022 12:38:06,30.33,,,,
36,05/13/2022 12:43:06,30.28,,,,
37,05/13/2022 12:48:06,30.50,,,,
38,05/13/2022 12:53:06,30.37,,,,
39,05/13/2022 12:58:06,30.67,,,,
40,05/13/2022 13:03:06,30.59,,,,
41,05/13/2022 13:08:06,30.89,,,,
42,05/13/2022 13:13:06,30.93,,,,
43,05/13/2022 13:18:06,30.63,,,,
44,05/13/2022 13:23:06,30.63,,,,
45,05/13/2022 13:28:06,31.19,,,,
46,05/13/2022 13:33:06,31.74,,,,
47,05/13/2022 13:38:06,31.92,,,,
48,05/13/2022 13:43:06,31.92,,,,
49,05/13/2022 13:48:06,31.66,,,,
50,05/13/2022 13:53:06,31.92,,,,
51,05/13/2022 13:58:06,31.14,,,,
52,05/13/2022 14:03:06,31.01,,,,
53,05/13/2022 14:08:06,30.97,,,,
54,05/13/2022 14:13:06,30.46,,,,
55,05/13/2022 14:18:06,30.76,,,,
56,05/13/2022 14:23:06,30.76,,,,
57,05/13/2022 14:28:06,30.84,,,,
58,05/13/2022 14:33:06,30.41,,,,
59,05/13/2022 14:38:06,30.80,,,,
