#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Button Down,Button Up,Host Connected,Stopped,End of File
1,05/27/2023 13:45:57,32.09,,,,,
2,05/27/2023 13:50:57,29.98,,,,,
3,05/27/2023 13:55:57,28.65,,,,,
4,05/27/2023 14:00:57,27.71,,,,,
5,05/27/2023 14:05:57,27.24,,,,,
6,05/27/2023 14:10:57,26.68,,,,,
7,05/27/2023 14:15:57,26.38,,,,,
8,05/27/2023 14:20:57,26.38,,,,,
9,05/27/2023 14:25:57,26.12,,,,,
10,05/27/2023 14:30:57,26.08,,,,,
11,05/27/2023 14:35:57,26.04,,,,,
12,05/27/2023 14:40:57,26.04,,,,,
13,05/27/2023 14:45:57,25.91,,,,,
14,05/27/2023 14:50:57,25.95,,,,,
15,05/27/2023 14:55:57,25.99,,,,,
16,05/27/2023 15:00:57,26.17,,,,,
17,05/27/2023 15:05:57,26.21,,,,,
18,05/27/2023 15:10:57,26.21,,,,,
19,05/27/2023 15:15:57,26.12,,,,,
20,05/27/2023 15:20:57,26.08,,,,,
21,05/27/2023 15:25:57,26.08,,,,,
22,05/27/2023 15:30:57,26.25,,,,,
23,05/27/2023 15:35:57,26.30,,,,,
24,05/27/2023 15:40:57,26.34,,,,,
25,05/27/2023 15:45:57,26.38,,,,,
26,05/27/2023 15:50:57,26.64,,,,,
27,05/27/2023 15:55:57,26.81,,,,,
28,05/27/2023 16:00:57,26.85,,,,,
29,05/27/2023 16:05:57,27.07,,,,,
30,05/27/2023 16:10:57,27.32,,,,,
31,05/27/2023 16:15:57,27.45,,,,,
32,05/27/2023 16:20:57,27.63,,,,,
33,05/27/2023 16:25:57,27.97,,,,,
34,05/27/2023 16:30:57,28.48,,,,,
35,05/27/2023 16:35:57,28.70,,,,,
36,05/27/2023 16:40:57,28.95,,,,,
37,05/27/2023 16:45:57,28.91,,,,,
38,05/27/2023 16:50:57,28.87,,,,,
39,05/27/2023 16:55:57,28.95,,,,,
40,05/27/2023 17:00:57,29.00,,,,,
41,05/27/2023 17:05:57,28.87,,,,,
42,05/27/2023 17:10:57,28.91,,,,,
43,05/27/2023 17:15:57,29.04,,,,,
44,05/27/2023 17:20:57,29.21,,,,,
45,05/27/2023 17:25:57,29.08,,,,,
46,05/27/2023 17:30:57,28.83,,,,,
47,05/27/2023 17:35:57,28.53,,,,,
48,05/27/2023 17:40:57,28.23,,,,,
49,05/27/2023 17:45:57,28.01,,,,,
50,05/27/2023 17:50:57,27.71,,,,,
51,05/27/2023 17:55:57,27.63,,,,,
52,05/27/2023 18:00:57,27.45,,,,,
53,05/27/2023 18:05:57,27.50,,,,,
54,05/27/2023 18:10:57,27.32,,,,,
55,05/27/2023 18:15:57,27.20,,,,,
56,05/27/2023 18:20:57,27.02,,,,,
57,05/27/2023 18:25:57,26.85,,,,,
58,05/27/2023 18:30:57,26.68,,,,,
59,05/27/2023 18:35:57,26.42,,,,,
60,05/27/2023 18:40:57,26.21,,,,,
61,05/27/2023 18:45:57,26.12,,,,,
62,05/27/2023 18:50:57,25.99,,,,,
63,05/27/2023 18:55:57,25.95,,,,,
64,05/27/2023 19:00:57,25.74,,,,,
65,05/27/2023 19:05:57,25.61,,,,,
66,05/27/2023 19:10:57,25.48,,,,,
67,05/27/2023 19:15:57,25.22,,,,,
68,05/27/2023 19:20:57,24.97,,,,,
69,05/27/2023 19:25:57,24.88,,,,,
70,05/27/2023 19:30:57,24.71,,,,,
71,05/27/2023 19:35:57,24.49,,,,,
72,05/27/2023 19:40:57,24.28,,,,,
73,05/27/2023 19:45:57,24.11,,,,,
74,05/27/2023 19:50:57,23.89,,,,,
75,05/27/2023 19:55:57,23.59,,,,,
76,05/27/2023 20:00:57,23.38,,,,,
77,05/27/2023 20:05:57,23.12,,,,,
78,05/27/2023 20:10:57,22.91,,,,,
79,05/27/2023 20:15:57,22.61,,,,,
80,05/27/2023 20:20:57,22.31,,,,,
81,05/27/2023 20:25:57,22.05,,,,,
82,05/27/2023 20:30:57,21.75,,,,,
83,05/27/2023 20:35:57,21.49,,,,,
84,05/27/2023 20:40:57,21.19,,,,,
85,05/27/2023 20:45:57,20.89,,,,,
86,05/27/2023 20:50:57,20.63,,,,,
87,05/27/2023 20:55:57,20.37,,,,,
88,05/27/2023 21:00:57,20.12,,,,,
89,05/27/2023 21:05:57,19.95,,,,,
90,05/27/2023 21:10:57,19.69,,,,,
91,05/27/2023 21:15:57,19.47,,,,,
92,05/27/2023 21:20:57,19.26,,,,,
93,05/27/2023 21:25:57,19.09,,,,,
94,05/27/2023 21:30:57,18.87,,,,,
95,05/27/2023 21:35:57,18.70,,,,,
96,05/27/2023 21:40:57,18.53,,,,,
97,05/27/2023 21:45:57,18.27,,,,,
98,05/27/2023 21:50:57,18.14,,,,,
99,05/27/2023 21:55:57,17.97,,,,,
100,05/27/2023 22:00:57,17.84,,,,,
101,05/27/2023 22:05:57,17.67,,,,,
102,05/27/2023 22:10:57,17.54,,,,,
103,05/27/2023 22:15:57,17.41,,,,,
104,05/27/2023 22:20:57,17.29,,,,,
105,05/27/2023 22:25:57,17.16,,,,,
106,05/27/2023 22:30:57,16.99,,,,,
107,05/27/2023 22:35:57,16.90,,,,,
108,05/27/2023 22:40:57,16.81,,,,,
109,05/27/2023 22:45:57,16.69,,,,,
110,05/27/2023 22:50:57,16.60,,,,,
111,05/27/2023 22:55:57,16.51,,,,,
112,05/27/2023 23:00:57,16.43,,,,,
113,05/27/2023 23:05:57,16.34,,,,,
114,05/27/2023 23:10:57,16.30,,,,,
115,05/27/2023 23:15:57,16.21,,,,,
116,05/27/2023 23:20:57,16.13,,,,,
117,05/27/2023 23:25:57,16.08,,,,,
118,05/27/2023 23:30:57,16.00,,,,,
119,05/27/2023 23:35:57,15.96,,,,,
120,05/27/2023 23:40:57,15.87,,,,,
121,05/27/2023 23:45:57,15.78,,,,,
122,05/27/2023 23:50:57,15.70,,,,,
123,05/27/2023 23:55:57,15.66,,,,,
124,05/28/2023 00:00:57,15.61,,,,,
125,05/28/2023 00:05:57,15.57,,,,,
126,05/28/2023 00:10:57,15.53,,,,,
127,05/28/2023 00:15:57,15.44,,,,,
128,05/28/2023 00:20:57,15.40,,,,,
129,05/28/2023 00:25:57,15.36,,,,,
130,05/28/2023 00:30:57,15.31,,,,,
131,05/28/2023 00:35:57,15.27,,,,,
132,05/28/2023 00:40:57,15.23,,,,,
133,05/28/2023 00:45:57,15.18,,,,,
134,05/28/2023 00:50:57,15.18,,,,,
135,05/28/2023 00:55:57,15.14,,,,,
136,05/28/2023 01:00:57,15.10,,,,,
137,05/28/2023 01:05:57,15.10,,,,,
138,05/28/2023 01:10:57,15.06,,,,,
139,05/28/2023 01:15:57,15.06,,,,,
140,05/28/2023 01:20:57,14.97,,,,,
141,05/28/2023 01:25:57,14.97,,,,,
142,05/28/2023 01:30:57,14.93,,,,,
143,05/28/2023 01:35:57,14.93,,,,,
144,05/28/2023 01:40:57,14.88,,,,,
145,05/28/2023 01:45:57,14.88,,,,,
146,05/28/2023 01:50:57,14.88,,,,,
147,05/28/2023 01:55:57,14.84,,,,,
148,05/28/2023 02:00:57,14.80,,,,,
149,05/28/2023 02:05:57,14.80,,,,,
150,05/28/2023 02:10:57,14.75,,,,,
151,05/28/2023 02:15:57,14.80,,,,,
152,05/28/2023 02:20:57,14.75,,,,,
153,05/28/2023 02:25:57,14.80,,,,,
154,05/28/2023 02:30:57,14.84,,,,,
155,05/28/2023 02:35:57,14.84,,,,,
156,05/28/2023 02:40:57,14.84,,,,,
157,05/28/2023 02:45:57,14.88,,,,,
158,05/28/2023 02:50:57,14.93,,,,,
159,05/28/2023 02:55:57,14.93,,,,,
160,05/28/2023 03:00:57,14.93,,,,,
161,05/28/2023 03:05:57,15.01,,,,,
162,05/28/2023 03:10:57,14.97,,,,,
163,05/28/2023 03:15:57,14.97,,,,,
164,05/28/2023 03:20:57,15.01,,,,,
165,05/28/2023 03:25:57,14.97,,,,,
166,05/28/2023 03:30:57,15.01,,,,,
167,05/28/2023 03:35:57,15.01,,,,,
168,05/28/2023 03:40:57,15.01,,,,,
169,05/28/2023 03:45:57,15.06,,,,,
170,05/28/2023 03:50:57,14.97,,,,,
171,05/28/2023 03:55:57,14.97,,,,,
172,05/28/2023 04:00:57,14.97,,,,,
173,05/28/2023 04:05:57,15.01,,,,,
174,05/28/2023 04:10:57,15.01,,,,,
175,05/28/2023 04:15:57,15.06,,,,,
176,05/28/2023 04:20:57,15.14,,,,,
177,05/28/2023 04:25:57,15.14,,,,,
178,05/28/2023 04:30:57,15.18,,,,,
179,05/28/2023 04:35:57,15.18,,,,,
180,05/28/2023 04:40:57,15.23,,,,,
181,05/28/2023 04:45:57,15.23,,,,,
