#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Host Connected,Button Down,Button Up,Stopped,End of File
1,04/25/2023 07:56:10,20.03,,,,,
2,04/25/2023 08:01:10,23.21,,,,,
3,04/25/2023 08:06:10,21.53,,,,,
4,04/25/2023 08:11:10,21.10,,,,,
5,04/25/2023 08:16:10,21.19,,,,,
6,04/25/2023 08:21:10,21.02,,,,,
7,04/25/2023 08:26:10,20.76,,,,,
8,04/25/2023 08:31:10,20.63,,,,,
9,04/25/2023 08:36:10,20.63,,,,,
10,04/25/2023 08:41:10,21.15,,,,,
11,04/25/2023 08:46:10,21.23,,,,,
12,04/25/2023 08:51:10,21.23,,,,,
13,04/25/2023 08:56:10,21.10,,,,,
14,04/25/2023 09:01:10,21.70,,,,,
15,04/25/2023 09:06:10,22.61,,,,,
16,04/25/2023 09:11:10,22.26,,,,,
17,04/25/2023 09:16:10,22.13,,,,,
18,04/25/2023 09:21:10,22.48,,,,,
19,04/25/2023 09:26:10,22.65,,,,,
20,04/25/2023 09:31:10,23.46,,,,,
21,04/25/2023 09:36:10,23.64,,,,,
22,04/25/2023 09:41:10,23.55,,,,,
23,04/25/2023 09:46:10,23.51,,,,,
24,04/25/2023 09:51:10,23.51,,,,,
25,04/25/2023 09:56:10,23.89,,,,,
26,04/25/2023 10:01:10,24.28,,,,,
27,04/25/2023 10:06:10,24.19,,,,,
28,04/25/2023 10:11:10,24.15,,,,,
29,04/25/2023 10:16:10,24.58,,,,,
30,04/25/2023 10:21:10,24.24,,,,,
31,04/25/2023 10:26:10,24.45,,,,,
32,04/25/2023 10:31:10,24.88,,,,,
33,04/25/2023 10:36:10,25.18,,,,,
34,04/25/2023 10:41:10,25.14,,,,,
35,04/25/2023 10:46:10,25.48,,,,,
36,04/25/2023 10:51:10,25.87,,,,,
37,04/25/2023 10:56:10,25.87,,,,,
38,04/25/2023 11:01:10,25.91,,,,,
39,04/25/2023 11:06:10,26.12,,,,,
40,04/25/2023 11:11:10,26.17,,,,,
41,04/25/2023 11:16:10,26.72,,,,,
42,04/25/2023 11:21:10,26.68,,,,,
43,04/25/2023 11:26:10,26.81,,,,,
44,04/25/2023 11:31:10,27.20,,,,,
45,04/25/2023 11:36:10,27.67,,,,,
46,04/25/2023 11:41:10,27.32,,,,,
47,04/25/2023 11:46:10,27.97,,,,,
48,04/25/2023 11:51:10,27.84,,,,,
49,04/25/2023 11:56:10,27.45,,,,,
50,04/25/2023 12:01:10,28.14,,,,,
51,04/25/2023 12:06:10,27.93,,,,,
52,04/25/2023 12:11:10,28.40,,,,,
53,04/25/2023 12:16:10,28.27,,,,,
54,04/25/2023 12:21:10,27.88,,,,,
55,04/25/2023 12:26:10,27.97,,,,,
56,04/25/2023 12:31:10,28.31,,,,,
57,04/25/2023 12:36:10,28.53,,,,,
58,04/25/2023 12:41:10,28.95,,,,,
59,04/25/2023 12:46:10,29.04,,,,,
60,04/25/2023 12:51:10,28.65,,,,,
61,04/25/2023 12:56:10,28.70,,,,,
62,04/25/2023 13:01:10,29.00,,,,,
63,04/25/2023 13:06:10,29.04,,,,,
64,04/25/2023 13:11:10,29.43,,,,,
65,04/25/2023 13:16:10,29.47,,,,,
66,04/25/2023 13:21:10,29.47,,,,,
67,04/25/2023 13:26:10,30.07,,,,,
68,04/25/2023 13:31:10,30.33,,,,,
69,04/25/2023 13:36:10,30.03,,,,,
70,04/25/2023 13:41:10,30.16,,,,,
71,04/25/2023 13:46:10,30.50,,,,,
72,04/25/2023 13:51:10,30.84,,,,,
73,04/25/2023 13:56:10,30.76,,,,,
74,04/25/2023 14:01:10,31.01,,,,,
75,04/25/2023 14:06:10,30.93,,,,,
76,04/25/2023 14:11:10,31.14,,,,,
77,04/25/2023 14:16:10,31.61,,,,,
78,04/25/2023 14:21:10,31.40,,,,,
79,04/25/2023 14:26:10,31.57,,,,,
80,04/25/2023 14:31:10,31.44,,,,,
81,04/25/2023 14:36:10,31.87,,,,,
82,04/25/2023 14:41:10,31.61,,,,,
83,04/25/2023 14:46:10,31.61,,,,,
84,04/25/2023 14:51:10,31.61,,,,,
85,04/25/2023 14:56:10,31.70,,,,,
86,04/25/2023 15:01:10,32.04,,,,,
87,04/25/2023 15:06:10,31.96,,,,,
88,04/25/2023 15:11:10,32.17,,,,,
89,04/25/2023 15:16:10,31.92,,,,,
90,04/25/2023 15:21:10,32.04,,,,,
91,04/25/2023 15:26:10,32.22,,,,,
92,04/25/2023 15:31:10,32.56,,,,,
93,04/25/2023 15:36:10,32.56,,,,,
94,04/25/2023 15:41:10,32.64,,,,,
95,04/25/2023 15:46:10,32.56,,,,,
96,04/25/2023 15:51:10,32.73,,,,,
97,04/25/2023 15:56:10,32.64,,,,,
98,04/25/2023 16:01:10,32.73,,,,,
99,04/25/2023 16:06:10,32.52,,,,,
100,04/25/2023 16:11:10,32.56,,,,,
101,04/25/2023 16:16:10,32.69,,,,,
102,04/25/2023 16:21:10,32.30,,,,,
103,04/25/2023 16:26:10,32.43,,,,,
104,04/25/2023 16:31:10,32.60,,,,,
105,04/25/2023 16:36:10,32.90,,,,,
106,04/25/2023 16:41:10,32.94,,,,,
107,04/25/2023 16:46:10,33.03,,,,,
108,04/25/2023 16:51:10,32.94,,,,,
109,04/25/2023 16:56:10,33.07,,,,,
110,04/25/2023 17:01:10,32.77,,,,,
111,04/25/2023 17:06:10,32.47,,,,,
112,04/25/2023 17:11:10,32.39,,,,,
113,04/25/2023 17:16:10,32.34,,,,,
114,04/25/2023 17:21:10,32.17,,,,,
115,04/25/2023 17:26:10,32.17,,,,,
116,04/25/2023 17:31:10,32.17,,,,,
117,04/25/2023 17:36:10,32.13,,,,,
118,04/25/2023 17:41:10,32.00,,,,,
119,04/25/2023 17:46:10,31.74,,,,,
120,04/25/2023 17:51:10,31.57,,,,,
121,04/25/2023 17:56:10,31.36,,,,,
122,04/25/2023 18:01:10,31.19,,,,,
123,04/25/2023 18:06:10,31.01,,,,,
124,04/25/2023 18:11:10,30.80,,,,,
125,04/25/2023 18:16:10,30.71,,,,,
126,04/25/2023 18:21:10,30.41,,,,,
127,04/25/2023 18:26:10,30.20,,,,,
128,04/25/2023 18:31:10,30.16,,,,,
129,04/25/2023 18:36:10,30.03,,,,,
130,04/25/2023 18:41:10,29.81,,,,,
131,04/25/2023 18:46:10,29.64,,,,,
132,04/25/2023 18:51:10,29.26,,,,,
133,04/25/2023 18:56:10,28.83,,,,,
134,04/25/2023 19:01:10,28.44,,,,,
135,04/25/2023 19:06:10,28.10,,,,,
136,04/25/2023 19:11:10,27.93,,,,,
137,04/25/2023 19:16:10,27.58,,,,,
138,04/25/2023 19:21:10,27.07,,,,,
139,04/25/2023 19:26:10,26.30,,,,,
140,04/25/2023 19:31:10,25.52,,,,,
141,04/25/2023 19:36:10,24.97,,,,,
142,04/25/2023 19:41:10,24.41,,,,,
143,04/25/2023 19:46:10,23.94,,,,,
144,04/25/2023 19:51:10,23.21,,,,,
145,04/25/2023 19:56:10,22.65,,,,,
146,04/25/2023 20:01:10,22.09,,,,,
147,04/25/2023 20:06:10,21.45,,,,,
148,04/25/2023 20:11:10,21.23,,,,,
149,04/25/2023 20:16:10,20.76,,,,,
150,04/25/2023 20:21:10,20.42,,,,,
151,04/25/2023 20:26:10,20.20,,,,,
152,04/25/2023 20:31:10,19.86,,,,,
153,04/25/2023 20:36:10,19.60,,,,,
154,04/25/2023 20:41:10,19.26,,,,,
155,04/25/2023 20:46:10,18.87,,,,,
156,04/25/2023 20:51:10,18.66,,,,,
157,04/25/2023 20:56:10,18.57,,,,,
158,04/25/2023 21:01:10,18.44,,,,,
159,04/25/2023 21:06:10,18.32,,,,,
160,04/25/2023 21:11:10,18.10,,,,,
161,04/25/2023 21:16:10,17.89,,,,,
162,04/25/2023 21:21:10,16.99,,,,,
163,04/25/2023 21:26:10,16.77,,,,,
164,04/25/2023 21:31:10,16.99,,,,,
165,04/25/2023 21:36:10,16.73,,,,,
166,04/25/2023 21:41:10,16.64,,,,,
167,04/25/2023 21:46:10,16.60,,,,,
168,04/25/2023 21:51:10,16.56,,,,,
169,04/25/2023 21:56:10,16.21,,,,,
170,04/25/2023 22:01:10,16.13,,,,,
171,04/25/2023 22:06:10,16.13,,,,,
172,04/25/2023 22:11:10,16.13,,,,,
173,04/25/2023 22:16:10,15.96,,,,,
174,04/25/2023 22:21:10,15.66,,,,,
175,04/25/2023 22:26:10,15.53,,,,,
176,04/25/2023 22:31:10,15.40,,,,,
177,04/25/2023 22:36:10,15.23,,,,,
178,04/25/2023 22:41:10,15.06,,,,,
179,04/25/2023 22:46:10,14.93,,,,,
180,04/25/2023 22:51:10,14.93,,,,,
181,04/25/2023 22:56:10,14.84,,,,,
182,04/25/2023 23:01:10,14.67,,,,,
183,04/25/2023 23:06:10,14.54,,,,,
184,04/25/2023 23:11:10,14.37,,,,,
185,04/25/2023 23:16:10,14.28,,,,,
186,04/25/2023 23:21:10,14.28,,,,,
187,04/25/2023 23:26:10,14.33,,,,,
188,04/25/2023 23:31:10,14.28,,,,,
189,04/25/2023 23:36:10,14.07,,,,,
190,04/25/2023 23:41:10,13.81,,,,,
191,04/25/2023 23:46:10,13.60,,,,,
192,04/25/2023 23:51:10,13.38,,,,,
193,04/25/2023 23:56:10,13.34,,,,,
194,04/26/2023 00:01:10,13.47,,,,,
195,04/26/2023 00:06:10,13.68,,,,,
196,04/26/2023 00:11:10,13.68,,,,,
197,04/26/2023 00:16:10,13.47,,,,,
198,04/26/2023 00:21:10,13.25,,,,,
199,04/26/2023 00:26:10,13.17,,,,,
200,04/26/2023 00:31:10,13.08,,,,,
201,04/26/2023 00:36:10,12.82,,,,,
202,04/26/2023 00:41:10,12.65,,,,,
203,04/26/2023 00:46:10,12.48,,,,,
204,04/26/2023 00:51:10,12.52,,,,,
205,04/26/2023 00:56:10,12.40,,,,,
206,04/26/2023 01:01:10,12.27,,,,,
207,04/26/2023 01:06:10,12.14,,,,,
208,04/26/2023 01:11:10,11.97,,,,,
209,04/26/2023 01:16:10,11.92,,,,,
210,04/26/2023 01:21:10,11.97,,,,,
211,04/26/2023 01:26:10,11.71,,,,,
212,04/26/2023 01:31:10,11.62,,,,,
213,04/26/2023 01:36:10,11.54,,,,,
214,04/26/2023 01:41:10,11.49,,,,,
215,04/26/2023 01:46:10,11.45,,,,,
216,04/26/2023 01:51:10,11.45,,,,,
217,04/26/2023 01:56:10,11.45,,,,,
218,04/26/2023 02:01:10,11.41,,,,,
219,04/26/2023 02:06:10,11.37,,,,,
220,04/26/2023 02:11:10,11.24,,,,,
221,04/26/2023 02:16:10,11.02,,,,,
222,04/26/2023 02:21:10,10.89,,,,,
223,04/26/2023 02:26:10,10.77,,,,,
224,04/26/2023 02:31:10,10.72,,,,,
225,04/26/2023 02:36:10,10.68,,,,,
226,04/26/2023 02:41:10,10.64,,,,,
227,04/26/2023 02:46:10,10.46,,,,,
228,04/26/2023 02:51:10,10.34,,,,,
229,04/26/2023 02:56:10,10.38,,,,,
230,04/26/2023 03:01:10,10.51,,,,,
231,04/26/2023 03:06:10,10.46,,,,,
232,04/26/2023 03:11:10,10.38,,,,,
233,04/26/2023 03:16:10,10.25,,,,,
234,04/26/2023 03:21:10,10.12,,,,,
235,04/26/2023 03:26:10,10.16,,,,,
236,04/26/2023 03:31:10,10.08,,,,,
237,04/26/2023 03:36:10,10.08,,,,,
238,04/26/2023 03:41:10,10.12,,,,,
239,04/26/2023 03:46:10,10.21,,,,,
240,04/26/2023 03:51:10,10.16,,,,,
241,04/26/2023 03:56:10,10.51,,,,,
242,04/26/2023 04:01:10,10.89,,,,,
243,04/26/2023 04:06:10,11.19,,,,,
244,04/26/2023 04:11:10,11.41,,,,,
245,04/26/2023 04:16:10,11.84,,,,,
246,04/26/2023 04:21:10,12.05,,,,,
247,04/26/2023 04:26:10,12.14,,,,,
248,04/26/2023 04:31:10,12.05,,,,,
249,04/26/2023 04:36:10,12.05,,,,,
250,04/26/2023 04:41:10,11.84,,,,,
251,04/26/2023 04:46:10,11.71,,,,,
252,04/26/2023 04:51:10,11.58,,,,,
253,04/26/2023 04:56:10,11.41,,,,,
254,04/26/2023 05:01:10,11.32,,,,,
255,04/26/2023 05:06:10,11.11,,,,,
256,04/26/2023 05:11:10,10.98,,,,,
257,04/26/2023 05:16:10,10.85,,,,,
258,04/26/2023 05:21:10,10.81,,,,,
259,04/26/2023 05:26:10,10.77,,,,,
260,04/26/2023 05:31:10,10.64,,,,,
261,04/26/2023 05:36:10,10.59,,,,,
262,04/26/2023 05:41:10,10.55,,,,,
263,04/26/2023 05:46:10,10.51,,,,,
264,04/26/2023 05:51:10,10.38,,,,,
265,04/26/2023 05:56:10,10.38,,,,,
266,04/26/2023 06:01:10,10.25,,,,,
267,04/26/2023 06:06:10,10.16,,,,,
268,04/26/2023 06:11:10,10.12,,,,,
269,04/26/2023 06:16:10,10.16,,,,,
270,04/26/2023 06:21:10,10.16,,,,,
271,04/26/2023 06:26:10,10.21,,,,,
272,04/26/2023 06:31:10,10.25,,,,,
273,04/26/2023 06:36:10,10.38,,,,,
274,04/26/2023 06:41:10,10.77,,,,,
275,04/26/2023 06:46:10,11.15,,,,,
276,04/26/2023 06:51:10,11.41,,,,,
277,04/26/2023 06:56:10,12.05,,,,,
278,04/26/2023 07:01:10,13.38,,,,,
279,04/26/2023 07:06:10,14.45,,,,,
280,04/26/2023 07:11:10,15.27,,,,,
281,04/26/2023 07:16:10,16.21,,,,,
282,04/26/2023 07:21:10,15.87,,,,,
283,04/26/2023 07:26:10,15.83,,,,,
284,04/26/2023 07:31:10,15.78,,,,,
285,04/26/2023 07:36:10,16.60,,,,,
286,04/26/2023 07:41:10,17.07,,,,,
287,04/26/2023 07:46:10,17.03,,,,,
288,04/26/2023 07:51:10,18.57,,,,,
289,04/26/2023 07:56:10,20.12,,,,,
290,04/26/2023 08:01:10,20.85,,,,,
291,04/26/2023 08:06:10,20.72,,,,,
292,04/26/2023 08:11:10,20.55,,,,,
293,04/26/2023 08:16:10,21.66,,,,,
294,04/26/2023 08:21:10,21.70,,,,,
295,04/26/2023 08:26:10,21.45,,,,,
296,04/26/2023 08:31:10,21.79,,,,,
297,04/26/2023 08:36:10,22.22,,,,,
298,04/26/2023 08:41:10,22.86,,,,,
299,04/26/2023 08:46:10,23.08,,,,,
300,04/26/2023 08:51:10,22.99,,,,,
301,04/26/2023 08:56:10,23.25,,,,,
302,04/26/2023 09:01:10,23.59,,,,,
303,04/26/2023 09:06:10,23.98,,,,,
304,04/26/2023 09:11:10,23.98,,,,,
305,04/26/2023 09:16:10,24.19,,,,,
306,04/26/2023 09:21:10,25.74,,,,,
307,04/26/2023 09:26:10,26.21,,,,,
308,04/26/2023 09:31:10,27.54,,,,,
309,04/26/2023 09:36:10,27.58,,,,,
310,04/26/2023 09:41:10,27.54,,,,,
311,04/26/2023 09:46:10,27.32,,,,,
312,04/26/2023 09:51:10,27.41,,,,,
313,04/26/2023 09:56:10,27.02,,,,,
314,04/26/2023 10:01:10,27.07,,,,,
315,04/26/2023 10:06:10,26.72,,,,,
316,04/26/2023 10:11:10,27.28,,,,,
317,04/26/2023 10:16:10,27.41,,,,,
318,04/26/2023 10:21:10,27.75,,,,,
319,04/26/2023 10:26:10,27.54,,,,,
320,04/26/2023 10:31:10,27.88,,,,,
321,04/26/2023 10:36:10,28.23,,,,,
322,04/26/2023 10:41:10,28.10,,,,,
323,04/26/2023 10:46:10,28.83,,,,,
324,04/26/2023 10:51:10,29.60,,,,,
325,04/26/2023 10:56:10,29.90,,,,,
326,04/26/2023 11:01:10,29.60,,,,,
327,04/26/2023 11:06:10,30.07,,,,,
328,04/26/2023 11:11:10,29.64,,,,,
329,04/26/2023 11:16:10,29.21,,,,,
330,04/26/2023 11:21:10,29.38,,,,,
331,04/26/2023 11:26:10,29.34,,,,,
332,04/26/2023 11:31:10,29.60,,,,,
333,04/26/2023 11:36:10,29.77,,,,,
334,04/26/2023 11:41:10,29.60,,,,,
335,04/26/2023 11:46:10,29.68,,,,,
336,04/26/2023 11:51:10,29.98,,,,,
337,04/26/2023 11:56:10,30.33,,,,,
338,04/26/2023 12:01:10,30.84,,,,,
339,04/26/2023 12:06:10,31.23,,,,,
340,04/26/2023 12:11:10,31.10,,,,,
341,04/26/2023 12:16:10,30.63,,,,,
342,04/26/2023 12:21:10,30.71,,,,,
343,04/26/2023 12:26:10,31.49,,,,,
344,04/26/2023 12:31:10,31.36,,,,,
345,04/26/2023 12:36:10,32.00,,,,,
346,04/26/2023 12:41:10,31.44,,,,,
347,04/26/2023 12:46:10,31.70,,,,,
348,04/26/2023 12:51:10,31.96,,,,,
349,04/26/2023 12:56:10,31.96,,,,,
350,04/26/2023 13:01:10,32.64,,,,,
351,04/26/2023 13:06:10,32.34,,,,,
352,04/26/2023 13:11:10,32.73,,,,,
353,04/26/2023 13:16:10,32.43,,,,,
354,04/26/2023 13:21:10,33.03,,,,,
355,04/26/2023 13:26:10,33.12,,,,,
356,04/26/2023 13:31:10,33.33,,,,,
357,04/26/2023 13:36:10,33.55,,,,,
358,04/26/2023 13:41:10,33.97,,,,,
359,04/26/2023 13:46:10,33.97,,,,,
360,04/26/2023 13:51:10,33.55,,,,,
361,04/26/2023 13:56:10,34.15,,,,,
362,04/26/2023 14:01:10,34.02,,,,,
363,04/26/2023 14:06:10,34.36,,,,,
364,04/26/2023 14:11:10,34.66,,,,,
365,04/26/2023 14:16:10,34.83,,,,,
366,04/26/2023 14:21:10,34.62,,,,,
367,04/26/2023 14:26:10,34.92,,,,,
368,04/26/2023 14:31:10,34.83,,,,,
369,04/26/2023 14:36:10,34.66,,,,,
370,04/26/2023 14:41:10,34.53,,,,,
371,04/26/2023 14:46:10,34.40,,,,,
372,04/26/2023 14:51:10,34.75,,,,,
373,04/26/2023 14:56:10,34.75,,,,,
374,04/26/2023 15:01:10,34.79,,,,,
375,04/26/2023 15:06:10,35.00,,,,,
376,04/26/2023 15:11:10,34.83,,,,,
377,04/26/2023 15:16:10,35.09,,,,,
378,04/26/2023 15:21:10,35.65,,,,,
379,04/26/2023 15:26:10,35.35,,,,,
380,04/26/2023 15:31:10,35.60,,,,,
381,04/26/2023 15:36:10,35.65,,,,,
382,04/26/2023 15:41:10,35.82,,,,,
383,04/26/2023 15:46:10,35.30,,,,,
384,04/26/2023 15:51:10,35.65,,,,,
385,04/26/2023 15:56:10,35.56,,,,,
386,04/26/2023 16:01:10,35.56,,,,,
387,04/26/2023 16:06:10,35.82,,,,,
388,04/26/2023 16:11:10,35.95,,,,,
389,04/26/2023 16:16:10,35.52,,,,,
390,04/26/2023 16:21:10,35.43,,,,,
391,04/26/2023 16:26:10,35.22,,,,,
392,04/26/2023 16:31:10,35.39,,,,,
393,04/26/2023 16:36:10,35.69,,,,,
394,04/26/2023 16:41:10,35.60,,,,,
395,04/26/2023 16:46:10,35.09,,,,,
396,04/26/2023 16:51:10,35.48,,,,,
397,04/26/2023 16:56:10,35.48,,,,,
398,04/26/2023 17:01:10,35.26,,,,,
399,04/26/2023 17:06:10,35.26,,,,,
400,04/26/2023 17:11:10,34.83,,,,,
401,04/26/2023 17:16:10,35.05,,,,,
402,04/26/2023 17:21:10,34.96,,,,,
403,04/26/2023 17:26:10,35.05,,,,,
404,04/26/2023 17:31:10,34.88,,,,,
405,04/26/2023 17:36:10,34.62,,,,,
406,04/26/2023 17:41:10,34.53,,,,,
407,04/26/2023 17:46:10,34.53,,,,,
408,04/26/2023 17:51:10,34.49,,,,,
409,04/26/2023 17:56:10,34.27,,,,,
410,04/26/2023 18:01:10,33.85,,,,,
411,04/26/2023 18:06:10,33.80,,,,,
412,04/26/2023 18:11:10,33.63,,,,,
413,04/26/2023 18:16:10,33.50,,,,,
414,04/26/2023 18:21:10,33.59,,,,,
415,04/26/2023 18:26:10,33.67,,,,,
416,04/26/2023 18:31:10,33.72,,,,,
417,04/26/2023 18:36:10,33.59,,,,,
418,04/26/2023 18:41:10,33.42,,,,,
419,04/26/2023 18:46:10,33.25,,,,,
420,04/26/2023 18:51:10,32.52,,,,,
421,04/26/2023 18:56:10,31.96,,,,,
422,04/26/2023 19:01:10,31.31,,,,,
423,04/26/2023 19:06:10,30.67,,,,,
424,04/26/2023 19:11:10,30.20,,,,,
425,04/26/2023 19:16:10,30.07,,,,,
426,04/26/2023 19:21:10,29.68,,,,,
427,04/26/2023 19:26:10,29.21,,,,,
428,04/26/2023 19:31:10,28.53,,,,,
429,04/26/2023 19:36:10,27.58,,,,,
430,04/26/2023 19:41:10,26.47,,,,,
431,04/26/2023 19:46:10,25.65,,,,,
432,04/26/2023 19:51:10,24.79,,,,,
433,04/26/2023 19:56:10,24.06,,,,,
434,04/26/2023 20:01:10,23.76,,,,,
435,04/26/2023 20:06:10,23.29,,,,,
436,04/26/2023 20:11:10,23.03,,,,,
437,04/26/2023 20:16:10,22.56,,,,,
438,04/26/2023 20:21:10,22.48,,,,,
439,04/26/2023 20:26:10,22.31,,,,,
440,04/26/2023 20:31:10,22.26,,,,,
441,04/26/2023 20:36:10,21.79,,,,,
442,04/26/2023 20:41:10,21.66,,,,,
443,04/26/2023 20:46:10,21.40,,,,,
444,04/26/2023 20:51:10,21.06,,,,,
445,04/26/2023 20:56:10,20.85,,,,,
446,04/26/2023 21:01:10,20.46,,,,,
447,04/26/2023 21:06:10,19.90,,,,,
448,04/26/2023 21:11:10,19.73,,,,,
449,04/26/2023 21:16:10,19.69,,,,,
450,04/26/2023 21:21:10,19.52,,,,,
451,04/26/2023 21:26:10,19.35,,,,,
452,04/26/2023 21:31:10,18.96,,,,,
453,04/26/2023 21:36:10,18.83,,,,,
454,04/26/2023 21:41:10,18.74,,,,,
455,04/26/2023 21:46:10,18.53,,,,,
456,04/26/2023 21:51:10,18.44,,,,,
457,04/26/2023 21:56:10,18.44,,,,,
458,04/26/2023 22:01:10,18.23,,,,,
459,04/26/2023 22:06:10,18.10,,,,,
460,04/26/2023 22:11:10,18.02,,,,,
461,04/26/2023 22:16:10,17.89,,,,,
462,04/26/2023 22:21:10,17.72,,,,,
463,04/26/2023 22:26:10,17.59,,,,,
464,04/26/2023 22:31:10,17.46,,,,,
465,04/26/2023 22:36:10,17.37,,,,,
466,04/26/2023 22:41:10,17.20,,,,,
467,04/26/2023 22:46:10,17.07,,,,,
468,04/26/2023 22:51:10,16.86,,,,,
469,04/26/2023 22:56:10,16.64,,,,,
470,04/26/2023 23:01:10,16.51,,,,,
471,04/26/2023 23:06:10,16.39,,,,,
472,04/26/2023 23:11:10,16.30,,,,,
473,04/26/2023 23:16:10,16.21,,,,,
474,04/26/2023 23:21:10,16.08,,,,,
475,04/26/2023 23:26:10,15.96,,,,,
476,04/26/2023 23:31:10,15.87,,,,,
477,04/26/2023 23:36:10,15.74,,,,,
478,04/26/2023 23:41:10,15.70,,,,,
479,04/26/2023 23:46:10,15.61,,,,,
480,04/26/2023 23:51:10,15.53,,,,,
481,04/26/2023 23:56:10,15.44,,,,,
482,04/27/2023 00:01:10,15.31,,,,,
483,04/27/2023 00:06:10,15.23,,,,,
484,04/27/2023 00:11:10,15.14,,,,,
485,04/27/2023 00:16:10,15.01,,,,,
486,04/27/2023 00:21:10,14.88,,,,,
487,04/27/2023 00:26:10,14.80,,,,,
488,04/27/2023 00:31:10,14.54,,,,,
489,04/27/2023 00:36:10,14.54,,,,,
490,04/27/2023 00:41:10,14.45,,,,,
491,04/27/2023 00:46:10,14.41,,,,,
492,04/27/2023 00:51:10,14.20,,,,,
493,04/27/2023 00:56:10,13.85,,,,,
494,04/27/2023 01:01:10,13.77,,,,,
495,04/27/2023 01:06:10,13.73,,,,,
496,04/27/2023 01:11:10,13.64,,,,,
497,04/27/2023 01:16:10,13.60,,,,,
498,04/27/2023 01:21:10,13.64,,,,,
499,04/27/2023 01:26:10,13.60,,,,,
500,04/27/2023 01:31:10,13.51,,,,,
501,04/27/2023 01:36:10,13.51,,,,,
502,04/27/2023 01:41:10,13.43,,,,,
503,04/27/2023 01:46:10,13.34,,,,,
504,04/27/2023 01:51:10,13.21,,,,,
505,04/27/2023 01:56:10,13.51,,,,,
506,04/27/2023 02:01:10,13.73,,,,,
507,04/27/2023 02:06:10,13.77,,,,,
508,04/27/2023 02:11:10,13.68,,,,,
509,04/27/2023 02:16:10,13.68,,,,,
510,04/27/2023 02:21:10,13.64,,,,,
511,04/27/2023 02:26:10,13.47,,,,,
512,04/27/2023 02:31:10,13.30,,,,,
513,04/27/2023 02:36:10,13.04,,,,,
514,04/27/2023 02:41:10,12.74,,,,,
515,04/27/2023 02:46:10,12.61,,,,,
516,04/27/2023 02:51:10,12.61,,,,,
517,04/27/2023 02:56:10,12.57,,,,,
518,04/27/2023 03:01:10,12.65,,,,,
519,04/27/2023 03:06:10,12.61,,,,,
520,04/27/2023 03:11:10,12.61,,,,,
521,04/27/2023 03:16:10,12.61,,,,,
522,04/27/2023 03:21:10,12.57,,,,,
523,04/27/2023 03:26:10,12.31,,,,,
524,04/27/2023 03:31:10,12.22,,,,,
525,04/27/2023 03:36:10,12.27,,,,,
526,04/27/2023 03:41:10,12.18,,,,,
527,04/27/2023 03:46:10,12.18,,,,,
528,04/27/2023 03:51:10,12.18,,,,,
529,04/27/2023 03:56:10,12.18,,,,,
530,04/27/2023 04:01:10,12.10,,,,,
531,04/27/2023 04:06:10,12.05,,,,,
532,04/27/2023 04:11:10,12.05,,,,,
533,04/27/2023 04:16:10,11.92,,,,,
534,04/27/2023 04:21:10,11.92,,,,,
535,04/27/2023 04:26:10,11.79,,,,,
536,04/27/2023 04:31:10,11.71,,,,,
537,04/27/2023 04:36:10,11.62,,,,,
538,04/27/2023 04:41:10,11.49,,,,,
539,04/27/2023 04:46:10,11.49,,,,,
540,04/27/2023 04:51:10,11.49,,,,,
541,04/27/2023 04:56:10,11.58,,,,,
542,04/27/2023 05:01:10,11.67,,,,,
543,04/27/2023 05:06:10,11.79,,,,,
544,04/27/2023 05:11:10,11.84,,,,,
545,04/27/2023 05:16:10,11.92,,,,,
546,04/27/2023 05:21:10,12.01,,,,,
547,04/27/2023 05:26:10,11.88,,,,,
548,04/27/2023 05:31:10,11.84,,,,,
549,04/27/2023 05:36:10,11.79,,,,,
550,04/27/2023 05:41:10,11.71,,,,,
551,04/27/2023 05:46:10,11.71,,,,,
552,04/27/2023 05:51:10,11.67,,,,,
553,04/27/2023 05:56:10,11.62,,,,,
554,04/27/2023 06:01:10,11.49,,,,,
555,04/27/2023 06:06:10,11.62,,,,,
556,04/27/2023 06:11:10,11.67,,,,,
557,04/27/2023 06:16:10,11.58,,,,,
558,04/27/2023 06:21:10,11.62,,,,,
559,04/27/2023 06:26:10,11.75,,,,,
560,04/27/2023 06:31:10,11.75,,,,,
561,04/27/2023 06:36:10,11.84,,,,,
562,04/27/2023 06:41:10,12.14,,,,,
563,04/27/2023 06:46:10,12.35,,,,,
564,04/27/2023 06:51:10,12.70,,,,,
565,04/27/2023 06:56:10,13.21,,,,,
566,04/27/2023 07:01:10,14.54,,,,,
567,04/27/2023 07:06:10,15.74,,,,,
568,04/27/2023 07:11:10,16.77,,,,,
569,04/27/2023 07:16:10,16.69,,,,,
570,04/27/2023 07:21:10,16.43,,,,,
571,04/27/2023 07:26:10,16.56,,,,,
572,04/27/2023 07:31:10,16.69,,,,,
573,04/27/2023 07:36:10,16.99,,,,,
574,04/27/2023 07:41:10,17.46,,,,,
575,04/27/2023 07:46:10,18.87,,,,,
576,04/27/2023 07:51:10,18.92,,,,,
577,04/27/2023 07:56:10,19.52,,,,,
578,04/27/2023 08:01:10,20.20,,,,,
579,04/27/2023 08:06:10,20.29,,,,,
580,04/27/2023 08:11:10,20.50,,,,,
581,04/27/2023 08:16:10,20.68,,,,,
