#,Date-Time (PDT),Ch:1 - Temperature   (°C),Host Connected,Button Down,Button Up,End of File
1,05/18/2022 09:47:24,31.31,,,,
2,05/18/2022 09:52:24,28.87,,,,
3,05/18/2022 09:57:24,27.84,,,,
4,05/18/2022 10:02:24,27.58,,,,
5,05/18/2022 10:07:24,27.37,,,,
6,05/18/2022 10:12:24,27.37,,,,
7,05/18/2022 10:17:24,27.50,,,,
8,05/18/2022 10:22:24,27.80,,,,
9,05/18/2022 10:27:24,27.84,,,,
10,05/18/2022 10:32:24,27.93,,,,
11,05/18/2022 10:37:24,28.10,,,,
12,05/18/2022 10:42:24,28.23,,,,
13,05/18/2022 10:47:24,28.35,,,,
14,05/18/2022 10:52:24,28.57,,,,
15,05/18/2022 10:57:24,28.70,,,,
16,05/18/2022 11:02:24,28.95,,,,
17,05/18/2022 11:07:24,29.08,,,,
18,05/18/2022 11:12:24,29.17,,,,
19,05/18/2022 11:17:24,29.00,,,,
20,05/18/2022 11:22:24,29.04,,,,
21,05/18/2022 11:27:24,29.21,,,,
22,05/18/2022 11:32:24,29.38,,,,
23,05/18/2022 11:37:24,29.60,,,,
24,05/18/2022 11:42:24,29.77,,,,
25,05/18/2022 11:47:24,30.07,,,,
26,05/18/2022 11:52:24,30.24,,,,
27,05/18/2022 11:57:24,30.59,,,,
28,05/18/2022 12:02:24,30.80,,,,
29,05/18/2022 12:07:24,31.10,,,,
30,05/18/2022 12:12:24,31.36,,,,
31,05/18/2022 12:17:24,31.53,,,,
32,05/18/2022 12:22:24,31.66,,,,
33,05/18/2022 12:27:24,32.00,,,,
34,05/18/2022 12:32:24,32.17,,,,
35,05/18/2022 12:37:24,32.22,,,,
36,05/18/2022 12:42:24,32.39,,,,
37,05/18/2022 12:47:24,32.69,,,,
38,05/18/2022 12:52:24,33.07,,,,
39,05/18/2022 12:57:24,33.20,,,,
40,05/18/2022 13:02:24,33.29,,,,
41,05/18/2022 13:07:24,33.50,,,,
42,05/18/2022 13:12:24,33.93,,,,
43,05/18/2022 13:17:24,34.06,,,,
44,05/18/2022 13:22:24,34.23,,,,
45,05/18/2022 13:27:24,34.23,,,,
46,05/18/2022 13:32:24,34.32,,,,
47,05/18/2022 13:37:24,34.62,,,,
48,05/18/2022 13:42:24,34.62,,,,
49,05/18/2022 13:47:24,34.75,,,,
50,05/18/2022 13:52:24,34.79,,,,
51,05/18/2022 13:57:24,34.88,,,,
52,05/18/2022 14:02:24,34.83,,,,
53,05/18/2022 14:07:24,34.88,,,,
54,05/18/2022 14:12:24,35.13,,,,
55,05/18/2022 14:17:24,35.30,,,,
56,05/18/2022 14:22:24,35.30,,,,
57,05/18/2022 14:27:24,35.35,,,,
58,05/18/2022 14:32:24,35.52,,,,
59,05/18/2022 14:37:24,35.60,,,,
60,05/18/2022 14:42:24,35.86,,,,
61,05/18/2022 14:47:24,36.03,,,,
62,05/18/2022 14:52:24,36.12,,,,
63,05/18/2022 14:57:24,35.99,,,,
64,05/18/2022 15:02:24,36.08,,,,
65,05/18/2022 15:07:24,36.21,,,,
66,05/18/2022 15:12:24,36.29,,,,
67,05/18/2022 15:17:24,36.12,,,,
68,05/18/2022 15:22:24,36.25,,,,
69,05/18/2022 15:27:24,36.29,,,,
70,05/18/2022 15:32:24,36.46,,,,
71,05/18/2022 15:37:24,36.21,,,,
72,05/18/2022 15:42:24,36.42,,,,
73,05/18/2022 15:47:24,36.51,,,,
74,05/18/2022 15:52:24,36.55,,,,
75,05/18/2022 15:57:24,36.85,,,,
76,05/18/2022 16:02:24,36.89,,,,
77,05/18/2022 16:07:24,36.76,,,,
78,05/18/2022 16:12:24,36.93,,,,
79,05/18/2022 16:17:24,36.89,,,,
80,05/18/2022 16:22:24,36.98,,,,
81,05/18/2022 16:27:24,36.98,,,,
82,05/18/2022 16:32:24,37.06,,,,
83,05/18/2022 16:37:24,37.23,,,,
84,05/18/2022 16:42:24,37.45,,,,
85,05/18/2022 16:47:24,37.36,,,,
86,05/18/2022 16:52:24,37.23,,,,
87,05/18/2022 16:57:24,37.19,,,,
88,05/18/2022 17:02:24,37.06,,,,
89,05/18/2022 17:07:24,36.98,,,,
90,05/18/2022 17:12:24,36.93,,,,
91,05/18/2022 17:17:24,36.98,,,,
92,05/18/2022 17:22:24,37.06,,,,
93,05/18/2022 17:27:24,36.89,,,,
94,05/18/2022 17:32:24,36.89,,,,
95,05/18/2022 17:37:24,36.93,,,,
96,05/18/2022 17:42:24,36.72,,,,
97,05/18/2022 17:47:24,36.55,,,,
98,05/18/2022 17:52:24,36.33,,,,
99,05/18/2022 17:57:24,36.29,,,,
100,05/18/2022 18:02:24,36.33,,,,
101,05/18/2022 18:07:24,36.29,,,,
102,05/18/2022 18:12:24,36.21,,,,
103,05/18/2022 18:17:24,36.12,,,,
104,05/18/2022 18:22:24,36.08,,,,
105,05/18/2022 18:27:24,35.95,,,,
106,05/18/2022 18:32:24,35.78,,,,
107,05/18/2022 18:37:24,35.60,,,,
108,05/18/2022 18:42:24,35.26,,,,
109,05/18/2022 18:47:24,35.09,,,,
110,05/18/2022 18:52:24,34.92,,,,
111,05/18/2022 18:57:24,34.70,,,,
112,05/18/2022 19:02:24,34.49,,,,
113,05/18/2022 19:07:24,34.23,,,,
114,05/18/2022 19:12:24,33.89,,,,
115,05/18/2022 19:17:24,33.59,,,,
116,05/18/2022 19:22:24,33.29,,,,
117,05/18/2022 19:27:24,32.99,,,,
118,05/18/2022 19:32:24,32.77,,,,
119,05/18/2022 19:37:24,32.56,,,,
120,05/18/2022 19:42:24,32.34,,,,
121,05/18/2022 19:47:24,32.09,,,,
122,05/18/2022 19:52:24,31.87,,,,
123,05/18/2022 19:57:24,31.66,,,,
124,05/18/2022 20:02:24,31.44,,,,
125,05/18/2022 20:07:24,31.31,,,,
126,05/18/2022 20:12:24,31.06,,,,
127,05/18/2022 20:17:24,30.84,,,,
128,05/18/2022 20:22:24,30.54,,,,
129,05/18/2022 20:27:24,30.24,,,,
130,05/18/2022 20:32:24,29.98,,,,
131,05/18/2022 20:37:24,29.86,,,,
132,05/18/2022 20:42:24,29.68,,,,
133,05/18/2022 20:47:24,29.56,,,,
134,05/18/2022 20:52:24,29.38,,,,
135,05/18/2022 20:57:24,29.17,,,,
136,05/18/2022 21:02:24,28.91,,,,
137,05/18/2022 21:07:24,28.57,,,,
138,05/18/2022 21:12:24,28.18,,,,
139,05/18/2022 21:17:24,27.84,,,,
140,05/18/2022 21:22:24,27.71,,,,
141,05/18/2022 21:27:24,27.67,,,,
142,05/18/2022 21:32:24,27.50,,,,
143,05/18/2022 21:37:24,27.50,,,,
144,05/18/2022 21:42:24,27.41,,,,
145,05/18/2022 21:47:24,27.32,,,,
146,05/18/2022 21:52:24,27.24,,,,
147,05/18/2022 21:57:24,27.15,,,,
148,05/18/2022 22:02:24,27.28,,,,
149,05/18/2022 22:07:24,27.45,,,,
150,05/18/2022 22:12:24,27.58,,,,
151,05/18/2022 22:17:24,27.45,,,,
152,05/18/2022 22:22:24,27.28,,,,
153,05/18/2022 22:27:24,27.02,,,,
154,05/18/2022 22:32:24,26.77,,,,
155,05/18/2022 22:37:24,26.47,,,,
156,05/18/2022 22:42:24,26.21,,,,
157,05/18/2022 22:47:24,25.82,,,,
158,05/18/2022 22:52:24,25.52,,,,
159,05/18/2022 22:57:24,25.27,,,,
160,05/18/2022 23:02:24,25.05,,,,
161,05/18/2022 23:07:24,24.84,,,,
162,05/18/2022 23:12:24,24.62,,,,
163,05/18/2022 23:17:24,24.41,,,,
164,05/18/2022 23:22:24,23.98,,,,
165,05/18/2022 23:27:24,23.85,,,,
166,05/18/2022 23:32:24,23.68,,,,
167,05/18/2022 23:37:24,23.51,,,,
168,05/18/2022 23:42:24,23.42,,,,
169,05/18/2022 23:47:24,23.59,,,,
170,05/18/2022 23:52:24,23.72,,,,
171,05/18/2022 23:57:24,23.81,,,,
172,05/19/2022 00:02:24,23.76,,,,
173,05/19/2022 00:07:24,23.81,,,,
174,05/19/2022 00:12:24,23.81,,,,
175,05/19/2022 00:17:24,23.81,,,,
176,05/19/2022 00:22:24,23.76,,,,
177,05/19/2022 00:27:24,23.72,,,,
178,05/19/2022 00:32:24,23.72,,,,
179,05/19/2022 00:37:24,23.85,,,,
180,05/19/2022 00:42:24,24.02,,,,
181,05/19/2022 00:47:24,24.15,,,,
182,05/19/2022 00:52:24,24.28,,,,
183,05/19/2022 00:57:24,24.19,,,,
184,05/19/2022 01:02:24,24.15,,,,
185,05/19/2022 01:07:24,24.36,,,,
186,05/19/2022 01:12:24,24.54,,,,
187,05/19/2022 01:17:24,24.71,,,,
188,05/19/2022 01:22:24,24.71,,,,
189,05/19/2022 01:27:24,24.75,,,,
190,05/19/2022 01:32:24,24.71,,,,
191,05/19/2022 01:37:24,24.71,,,,
192,05/19/2022 01:42:24,24.71,,,,
193,05/19/2022 01:47:24,24.71,,,,
194,05/19/2022 01:52:24,24.88,,,,
195,05/19/2022 01:57:24,25.05,,,,
196,05/19/2022 02:02:24,24.97,,,,
197,05/19/2022 02:07:24,24.92,,,,
198,05/19/2022 02:12:24,24.79,,,,
199,05/19/2022 02:17:24,24.66,,,,
200,05/19/2022 02:22:24,24.58,,,,
201,05/19/2022 02:27:24,24.45,,,,
