#,Date-Time (PST),Ch: 1 - Temperature   (°C),Button Down,Button Up,Host Connected,Stopped,End of File
56,06/21/2022 12:39:36,40.37,,,,,
57,06/21/2022 12:44:36,40.45,,,,,
58,06/21/2022 12:49:36,40.75,,,,,
59,06/21/2022 12:54:36,40.97,,,,,
60,06/21/2022 12:59:36,40.84,,,,,
61,06/21/2022 13:04:36,40.50,,,,,
62,06/21/2022 13:09:36,40.97,,,,,
63,06/21/2022 13:14:36,41.10,,,,,
64,06/21/2022 13:19:36,41.27,,,,,
65,06/21/2022 13:24:36,41.40,,,,,
66,06/21/2022 13:29:36,41.31,,,,,
67,06/21/2022 13:34:36,41.31,,,,,
68,06/21/2022 13:39:36,41.35,,,,,
69,06/21/2022 13:44:36,41.40,,,,,
70,06/21/2022 13:49:36,42.00,,,,,
71,06/21/2022 13:54:36,42.13,,,,,
72,06/21/2022 13:59:36,42.30,,,,,
73,06/21/2022 14:04:36,42.25,,,,,
74,06/21/2022 14:09:36,42.43,,,,,
75,06/21/2022 14:14:36,42.38,,,,,
76,06/21/2022 14:19:36,42.64,,,,,
77,06/21/2022 14:24:36,42.85,,,,,
78,06/21/2022 14:29:36,43.37,,,,,
79,06/21/2022 14:34:36,42.98,,,,,
80,06/21/2022 14:39:36,43.33,,,,,
81,06/21/2022 14:44:36,42.94,,,,,
82,06/21/2022 14:49:36,43.58,,,,,
83,06/21/2022 14:54:36,43.71,,,,,
84,06/21/2022 14:59:36,43.93,,,,,
85,06/21/2022 15:04:36,43.80,,,,,
86,06/21/2022 15:09:36,44.14,,,,,
87,06/21/2022 15:14:36,44.40,,,,,
88,06/21/2022 15:19:36,44.36,,,,,
89,06/21/2022 15:24:36,44.53,,,,,
90,06/21/2022 15:29:36,44.53,,,,,
91,06/21/2022 15:34:36,44.57,,,,,
92,06/21/2022 15:39:36,44.57,,,,,
93,06/21/2022 15:44:36,44.70,,,,,
94,06/21/2022 15:49:36,44.40,,,,,
95,06/21/2022 15:54:36,44.23,,,,,
96,06/21/2022 15:59:36,44.87,,,,,
97,06/21/2022 16:04:36,45.00,,,,,
98,06/21/2022 16:09:36,45.04,,,,,
99,06/21/2022 16:14:36,44.36,,,,,
100,06/21/2022 16:19:36,44.44,,,,,
101,06/21/2022 16:24:36,44.36,,,,,
102,06/21/2022 16:29:36,44.79,,,,,
103,06/21/2022 16:34:36,44.87,,,,,
104,06/21/2022 16:39:36,44.57,,,,,
105,06/21/2022 16:44:36,44.66,,,,,
106,06/21/2022 16:49:36,44.57,,,,,
107,06/21/2022 16:54:36,44.61,,,,,
108,06/21/2022 16:59:36,44.57,,,,,
109,06/21/2022 17:04:36,44.53,,,,,
110,06/21/2022 17:09:36,44.48,,,,,
111,06/21/2022 17:14:36,44.27,,,,,
112,06/21/2022 17:19:36,44.06,,,,,
113,06/21/2022 17:24:36,44.01,,,,,
114,06/21/2022 17:29:36,43.63,,,,,
115,06/21/2022 17:34:36,43.71,,,,,
116,06/21/2022 17:39:36,43.71,,,,,
117,06/21/2022 17:44:36,43.58,,,,,
118,06/21/2022 17:49:36,43.88,,,,,
119,06/21/2022 17:54:36,43.41,,,,,
120,06/21/2022 17:59:36,43.67,,,,,
121,06/21/2022 18:04:36,43.20,,,,,
122,06/21/2022 18:09:36,42.60,,,,,
123,06/21/2022 18:14:36,42.30,,,,,
124,06/21/2022 18:19:36,42.21,,,,,
125,06/21/2022 18:24:36,42.04,,,,,
126,06/21/2022 18:29:36,41.70,,,,,
127,06/21/2022 18:34:36,41.22,,,,,
128,06/21/2022 18:39:36,40.80,,,,,
129,06/21/2022 18:44:36,40.19,,,,,
130,06/21/2022 18:49:36,39.85,,,,,
131,06/21/2022 18:54:36,39.55,,,,,
132,06/21/2022 18:59:36,39.17,,,,,
133,06/21/2022 19:04:36,38.65,,,,,
134,06/21/2022 19:09:36,38.31,,,,,
135,06/21/2022 19:14:36,37.96,,,,,
136,06/21/2022 19:19:36,37.45,,,,,
137,06/21/2022 19:24:36,36.93,,,,,
138,06/21/2022 19:29:36,36.38,,,,,
139,06/21/2022 19:34:36,35.95,,,,,
140,06/21/2022 19:39:36,35.48,,,,,
141,06/21/2022 19:44:36,35.13,,,,,
142,06/21/2022 19:49:36,34.70,,,,,
143,06/21/2022 19:54:36,34.10,,,,,
144,06/21/2022 19:59:36,33.63,,,,,
145,06/21/2022 20:04:36,33.25,,,,,
146,06/21/2022 20:09:36,32.86,,,,,
147,06/21/2022 20:14:36,32.34,,,,,
148,06/21/2022 20:19:36,31.87,,,,,
149,06/21/2022 20:24:36,31.31,,,,,
150,06/21/2022 20:29:36,30.89,,,,,
151,06/21/2022 20:34:36,30.50,,,,,
152,06/21/2022 20:39:36,30.11,,,,,
153,06/21/2022 20:44:36,29.68,,,,,
154,06/21/2022 20:49:36,29.43,,,,,
155,06/21/2022 20:54:36,29.13,,,,,
156,06/21/2022 20:59:36,28.70,,,,,
157,06/21/2022 21:04:36,28.44,,,,,
158,06/21/2022 21:09:36,28.14,,,,,
159,06/21/2022 21:14:36,27.84,,,,,
160,06/21/2022 21:19:36,27.54,,,,,
161,06/21/2022 21:24:36,27.28,,,,,
162,06/21/2022 21:29:36,27.02,,,,,
163,06/21/2022 21:34:36,26.64,,,,,
164,06/21/2022 21:39:36,26.47,,,,,
165,06/21/2022 21:44:36,26.30,,,,,
166,06/21/2022 21:49:36,26.08,,,,,
167,06/21/2022 21:54:36,25.78,,,,,
168,06/21/2022 21:59:36,25.44,,,,,
169,06/21/2022 22:04:36,25.35,,,,,
170,06/21/2022 22:09:36,25.05,,,,,
171,06/21/2022 22:14:36,24.79,,,,,
172,06/21/2022 22:19:36,24.54,,,,,
173,06/21/2022 22:24:36,24.49,,,,,
174,06/21/2022 22:29:36,24.02,,,,,
175,06/21/2022 22:34:36,23.81,,,,,
176,06/21/2022 22:39:36,23.55,,,,,
177,06/21/2022 22:44:36,23.29,,,,,
178,06/21/2022 22:49:36,23.03,,,,,
179,06/21/2022 22:54:36,22.78,,,,,
180,06/21/2022 22:59:36,22.61,,,,,
181,06/21/2022 23:04:36,22.48,,,,,
182,06/21/2022 23:09:36,22.43,,,,,
183,06/21/2022 23:14:36,22.39,,,,,
184,06/21/2022 23:19:36,22.35,,,,,
185,06/21/2022 23:24:36,22.35,,,,,
186,06/21/2022 23:29:36,22.43,,,,,
187,06/21/2022 23:34:36,22.48,,,,,
188,06/21/2022 23:39:36,22.31,,,,,
189,06/21/2022 23:44:36,22.05,,,,,
190,06/21/2022 23:49:36,21.92,,,,,
191,06/21/2022 23:54:36,21.75,,,,,
192,06/21/2022 23:59:36,21.58,,,,,
193,06/22/2022 00:04:36,21.62,,,,,
194,06/22/2022 00:09:36,21.49,,,,,
195,06/22/2022 00:14:36,21.36,,,,,
196,06/22/2022 00:19:36,21.45,,,,,
197,06/22/2022 00:24:36,21.40,,,,,
198,06/22/2022 00:29:36,21.40,,,,,
199,06/22/2022 00:34:36,21.40,,,,,
200,06/22/2022 00:39:36,21.62,,,,,
201,06/22/2022 00:44:36,21.88,,,,,
202,06/22/2022 00:49:36,21.75,,,,,
203,06/22/2022 00:54:36,21.49,,,,,
204,06/22/2022 00:59:36,21.32,,,,,
205,06/22/2022 01:04:36,21.45,,,,,
206,06/22/2022 01:09:36,21.79,,,,,
207,06/22/2022 01:14:36,22.22,,,,,
208,06/22/2022 01:19:36,22.39,,,,,
209,06/22/2022 01:24:36,22.61,,,,,
210,06/22/2022 01:29:36,22.61,,,,,
211,06/22/2022 01:34:36,22.56,,,,,
212,06/22/2022 01:39:36,22.48,,,,,
213,06/22/2022 01:44:36,22.48,,,,,
214,06/22/2022 01:49:36,22.35,,,,,
215,06/22/2022 01:54:36,22.26,,,,,
216,06/22/2022 01:59:36,22.05,,,,,
217,06/22/2022 02:04:36,21.75,,,,,
218,06/22/2022 02:09:36,21.49,,,,,
219,06/22/2022 02:14:36,21.40,,,,,
220,06/22/2022 02:19:36,21.58,,,,,
221,06/22/2022 02:24:36,22.09,,,,,
222,06/22/2022 02:29:36,22.31,,,,,
223,06/22/2022 02:34:36,22.48,,,,,
224,06/22/2022 02:39:36,22.52,,,,,
225,06/22/2022 02:44:36,22.48,,,,,
226,06/22/2022 02:49:36,22.39,,,,,
227,06/22/2022 02:54:36,22.35,,,,,
228,06/22/2022 02:59:36,22.09,,,,,
229,06/22/2022 03:04:36,22.09,,,,,
230,06/22/2022 03:09:36,22.13,,,,,
231,06/22/2022 03:14:36,22.35,,,,,
232,06/22/2022 03:19:36,22.31,,,,,
233,06/22/2022 03:24:36,22.26,,,,,
234,06/22/2022 03:29:36,22.05,,,,,
235,06/22/2022 03:34:36,21.88,,,,,
236,06/22/2022 03:39:36,21.62,,,,,
237,06/22/2022 03:44:36,21.45,,,,,
238,06/22/2022 03:49:36,21.23,,,,,
239,06/22/2022 03:54:36,21.02,,,,,
240,06/22/2022 03:59:36,20.93,,,,,
241,06/22/2022 04:04:36,20.89,,,,,
242,06/22/2022 04:09:36,20.80,,,,,
243,06/22/2022 04:14:36,20.63,,,,,
244,06/22/2022 04:19:36,20.37,,,,,
245,06/22/2022 04:24:36,20.07,,,,,
246,06/22/2022 04:29:36,19.73,,,,,
247,06/22/2022 04:34:36,19.47,,,,,
248,06/22/2022 04:39:36,19.13,,,,,
249,06/22/2022 04:44:36,18.96,,,,,
250,06/22/2022 04:49:36,18.87,,,,,
251,06/22/2022 04:54:36,18.62,,,,,
252,06/22/2022 04:59:36,18.44,,,,,
253,06/22/2022 05:04:36,18.27,,,,,
254,06/22/2022 05:09:36,18.10,,,,,
255,06/22/2022 05:14:36,18.02,,,,,
256,06/22/2022 05:19:36,18.02,,,,,
257,06/22/2022 05:24:36,17.97,,,,,
258,06/22/2022 05:29:36,17.93,,,,,
259,06/22/2022 05:34:36,18.06,,,,,
260,06/22/2022 05:39:36,18.44,,,,,
261,06/22/2022 05:44:36,18.96,,,,,
262,06/22/2022 05:49:36,19.26,,,,,
263,06/22/2022 05:54:36,19.60,,,,,
264,06/22/2022 05:59:36,19.73,,,,,
265,06/22/2022 06:04:36,19.77,,,,,
266,06/22/2022 06:09:36,19.73,,,,,
267,06/22/2022 06:14:36,19.56,,,,,
268,06/22/2022 06:19:36,19.82,,,,,
269,06/22/2022 06:24:36,20.07,,,,,
270,06/22/2022 06:29:36,20.46,,,,,
271,06/22/2022 06:34:36,20.98,,,,,
272,06/22/2022 06:39:36,21.28,,,,,
273,06/22/2022 06:44:36,21.58,,,,,
274,06/22/2022 06:49:36,21.75,,,,,
275,06/22/2022 06:54:36,21.88,,,,,
276,06/22/2022 06:59:36,22.13,,,,,
277,06/22/2022 07:04:36,22.52,,,,,
278,06/22/2022 07:09:36,22.99,,,,,
279,06/22/2022 07:14:36,23.59,,,,,
280,06/22/2022 07:19:36,24.06,,,,,
281,06/22/2022 07:24:36,24.45,,,,,
282,06/22/2022 07:29:36,25.01,,,,,
283,06/22/2022 07:34:36,25.44,,,,,
284,06/22/2022 07:39:36,25.99,,,,,
285,06/22/2022 07:44:36,26.42,,,,,
286,06/22/2022 07:49:36,27.11,,,,,
287,06/22/2022 07:54:36,27.67,,,,,
288,06/22/2022 07:59:36,28.14,,,,,
289,06/22/2022 08:04:36,28.61,,,,,
290,06/22/2022 08:09:36,29.13,,,,,
291,06/22/2022 08:14:36,29.51,,,,,
292,06/22/2022 08:19:36,29.81,,,,,
293,06/22/2022 08:24:36,30.16,,,,,
294,06/22/2022 08:29:36,30.59,,,,,
295,06/22/2022 08:34:36,31.01,,,,,
296,06/22/2022 08:39:36,31.31,,,,,
297,06/22/2022 08:44:36,31.87,,,,,
298,06/22/2022 08:49:36,32.43,,,,,
299,06/22/2022 08:54:36,32.43,,,,,
300,06/22/2022 08:59:36,32.94,,,,,
301,06/22/2022 09:04:36,32.90,,,,,
302,06/22/2022 09:09:36,32.64,,,,,
303,06/22/2022 09:14:36,32.73,,,,,
304,06/22/2022 09:19:36,32.73,,,,,
305,06/22/2022 09:24:36,32.82,,,,,
306,06/22/2022 09:29:36,33.03,,,,,
307,06/22/2022 09:34:36,33.03,,,,,
308,06/22/2022 09:39:36,33.29,,,,,
309,06/22/2022 09:44:36,33.63,,,,,
310,06/22/2022 09:49:36,33.89,,,,,
311,06/22/2022 09:54:36,33.97,,,,,
312,06/22/2022 09:59:36,34.15,,,,,
313,06/22/2022 10:04:36,34.53,,,,,
314,06/22/2022 10:09:36,34.70,,,,,
315,06/22/2022 10:14:36,34.53,,,,,
316,06/22/2022 10:19:36,34.83,,,,,
317,06/22/2022 10:24:36,34.06,,,,,
318,06/22/2022 10:29:36,33.80,,,,,
319,06/22/2022 10:34:36,34.40,,,,,
320,06/22/2022 10:39:36,34.36,,,,,
321,06/22/2022 10:44:36,34.36,,,,,
322,06/22/2022 10:49:36,34.66,,,,,
323,06/22/2022 10:54:36,35.35,,,,,
324,06/22/2022 10:59:36,35.48,,,,,
325,06/22/2022 11:04:36,35.99,,,,,
326,06/22/2022 11:09:36,36.46,,,,,
327,06/22/2022 11:14:36,36.98,,,,,
328,06/22/2022 11:19:36,37.36,,,,,
329,06/22/2022 11:24:36,37.66,,,,,
330,06/22/2022 11:29:36,37.36,,,,,
331,06/22/2022 11:34:36,37.66,,,,,
332,06/22/2022 11:39:36,37.88,,,,,
333,06/22/2022 11:44:36,37.92,,,,,
334,06/22/2022 11:49:36,37.75,,,,,
335,06/22/2022 11:54:36,38.39,,,,,
336,06/22/2022 11:59:36,38.78,,,,,
337,06/22/2022 12:04:36,38.69,,,,,
338,06/22/2022 12:09:36,38.65,,,,,
339,06/22/2022 12:14:36,38.82,,,,,
340,06/22/2022 12:19:36,39.17,,,,,
341,06/22/2022 12:24:36,39.21,,,,,
342,06/22/2022 12:29:36,39.51,,,,,
343,06/22/2022 12:34:36,39.72,,,,,
344,06/22/2022 12:39:36,39.72,,,,,
345,06/22/2022 12:44:36,39.29,,,,,
346,06/22/2022 12:49:36,38.91,,,,,
347,06/22/2022 12:54:36,39.55,,,,,
348,06/22/2022 12:59:36,39.25,,,,,
349,06/22/2022 13:04:36,39.29,,,,,
350,06/22/2022 13:09:36,39.38,,,,,
351,06/22/2022 13:14:36,39.68,,,,,
352,06/22/2022 13:19:36,39.64,,,,,
353,06/22/2022 13:24:36,40.02,,,,,
354,06/22/2022 13:29:36,40.07,,,,,
355,06/22/2022 13:34:36,40.15,,,,,
356,06/22/2022 13:39:36,39.21,,,,,
357,06/22/2022 13:44:36,40.07,,,,,
358,06/22/2022 13:49:36,40.62,,,,,
359,06/22/2022 13:54:36,41.10,,,,,
360,06/22/2022 13:59:36,41.01,,,,,
361,06/22/2022 14:04:36,40.84,,,,,
362,06/22/2022 14:09:36,40.62,,,,,
363,06/22/2022 14:14:36,40.84,,,,,
364,06/22/2022 14:19:36,40.80,,,,,
365,06/22/2022 14:24:36,40.92,,,,,
366,06/22/2022 14:29:36,41.27,,,,,
367,06/22/2022 14:34:36,41.40,,,,,
368,06/22/2022 14:39:36,41.52,,,,,
369,06/22/2022 14:44:36,41.48,,,,,
370,06/22/2022 14:49:36,41.95,,,,,
371,06/22/2022 14:54:36,41.91,,,,,
372,06/22/2022 14:59:36,42.73,,,,,
373,06/22/2022 15:04:36,42.68,,,,,
374,06/22/2022 15:09:36,40.80,,,,,
375,06/22/2022 15:14:36,40.45,,,,,
376,06/22/2022 15:19:36,41.01,,,,,
377,06/22/2022 15:24:36,42.08,,,,,
378,06/22/2022 15:29:36,42.64,,,,,
379,06/22/2022 15:34:36,42.68,,,,,
380,06/22/2022 15:39:36,42.38,,,,,
381,06/22/2022 15:44:36,41.95,,,,,
382,06/22/2022 15:49:36,42.73,,,,,
383,06/22/2022 15:54:36,42.98,,,,,
384,06/22/2022 15:59:36,43.24,,,,,
385,06/22/2022 16:04:36,42.73,,,,,
386,06/22/2022 16:09:36,42.17,,,,,
387,06/22/2022 16:14:36,42.43,,,,,
388,06/22/2022 16:19:36,41.95,,,,,
389,06/22/2022 16:24:36,41.01,,,,,
390,06/22/2022 16:29:36,40.97,,,,,
391,06/22/2022 16:34:36,40.67,,,,,
392,06/22/2022 16:39:36,39.72,,,,,
393,06/22/2022 16:44:36,38.74,,,,,
394,06/22/2022 16:49:36,37.79,,,,,
395,06/22/2022 16:54:36,37.06,,,,,
396,06/22/2022 16:59:36,36.59,,,,,
397,06/22/2022 17:04:36,36.51,,,,,
398,06/22/2022 17:09:36,37.62,,,,,
399,06/22/2022 17:14:36,38.56,,,,,
400,06/22/2022 17:19:36,38.18,,,,,
401,06/22/2022 17:24:36,38.01,,,,,
402,06/22/2022 17:29:36,38.52,,,,,
403,06/22/2022 17:34:36,38.78,,,,,
404,06/22/2022 17:39:36,37.84,,,,,
405,06/22/2022 17:44:36,37.41,,,,,
406,06/22/2022 17:49:36,37.36,,,,,
407,06/22/2022 17:54:36,37.62,,,,,
408,06/22/2022 17:59:36,37.36,,,,,
409,06/22/2022 18:04:36,36.68,,,,,
410,06/22/2022 18:09:36,36.08,,,,,
411,06/22/2022 18:14:36,35.43,,,,,
412,06/22/2022 18:19:36,34.83,,,,,
413,06/22/2022 18:24:36,34.45,,,,,
414,06/22/2022 18:29:36,34.15,,,,,
415,06/22/2022 18:34:36,33.85,,,,,
416,06/22/2022 18:39:36,33.50,,,,,
417,06/22/2022 18:44:36,33.29,,,,,
418,06/22/2022 18:49:36,33.07,,,,,
419,06/22/2022 18:54:36,32.94,,,,,
420,06/22/2022 18:59:36,32.73,,,,,
421,06/22/2022 19:04:36,32.64,,,,,
422,06/22/2022 19:09:36,32.56,,,,,
423,06/22/2022 19:14:36,32.47,,,,,
424,06/22/2022 19:19:36,32.47,,,,,
425,06/22/2022 19:24:36,32.34,,,,,
426,06/22/2022 19:29:36,32.22,,,,,
427,06/22/2022 19:34:36,32.22,,,,,
428,06/22/2022 19:39:36,32.13,,,,,
429,06/22/2022 19:44:36,32.00,,,,,
430,06/22/2022 19:49:36,31.92,,,,,
431,06/22/2022 19:54:36,31.83,,,,,
432,06/22/2022 19:59:36,31.66,,,,,
433,06/22/2022 20:04:36,31.66,,,,,
434,06/22/2022 20:09:36,31.49,,,,,
435,06/22/2022 20:14:36,31.23,,,,,
436,06/22/2022 20:19:36,30.76,,,,,
437,06/22/2022 20:24:36,30.50,,,,,
438,06/22/2022 20:29:36,30.28,,,,,
439,06/22/2022 20:34:36,30.16,,,,,
440,06/22/2022 20:39:36,29.73,,,,,
441,06/22/2022 20:44:36,29.30,,,,,
442,06/22/2022 20:49:36,28.91,,,,,
443,06/22/2022 20:54:36,28.61,,,,,
444,06/22/2022 20:59:36,28.35,,,,,
445,06/22/2022 21:04:36,28.23,,,,,
446,06/22/2022 21:09:36,27.93,,,,,
447,06/22/2022 21:14:36,27.71,,,,,
448,06/22/2022 21:19:36,27.58,,,,,
449,06/22/2022 21:24:36,27.41,,,,,
450,06/22/2022 21:29:36,27.28,,,,,
451,06/22/2022 21:34:36,27.11,,,,,
452,06/22/2022 21:39:36,26.98,,,,,
453,06/22/2022 21:44:36,26.98,,,,,
454,06/22/2022 21:49:36,26.81,,,,,
455,06/22/2022 21:54:36,26.68,,,,,
456,06/22/2022 21:59:36,26.51,,,,,
457,06/22/2022 22:04:36,26.38,,,,,
458,06/22/2022 22:09:36,26.30,,,,,
459,06/22/2022 22:14:36,26.38,,,,,
460,06/22/2022 22:19:36,26.51,,,,,
461,06/22/2022 22:24:36,26.17,,,,,
462,06/22/2022 22:29:36,25.87,,,,,
463,06/22/2022 22:34:36,25.69,,,,,
464,06/22/2022 22:39:36,25.52,,,,,
465,06/22/2022 22:44:36,25.48,,,,,
466,06/22/2022 22:49:36,25.44,,,,,
467,06/22/2022 22:54:36,25.39,,,,,
468,06/22/2022 22:59:36,25.35,,,,,
469,06/22/2022 23:04:36,25.35,,,,,
470,06/22/2022 23:09:36,25.27,,,,,
471,06/22/2022 23:14:36,25.18,,,,,
472,06/22/2022 23:19:36,25.18,,,,,
473,06/22/2022 23:24:36,25.05,,,,,
474,06/22/2022 23:29:36,24.88,,,,,
475,06/22/2022 23:34:36,24.88,,,,,
476,06/22/2022 23:39:36,24.79,,,,,
477,06/22/2022 23:44:36,24.79,,,,,
478,06/22/2022 23:49:36,24.66,,,,,
479,06/22/2022 23:54:36,24.62,,,,,
480,06/22/2022 23:59:36,24.58,,,,,
481,06/23/2022 00:04:36,24.62,,,,,
482,06/23/2022 00:09:36,24.66,,,,,
483,06/23/2022 00:14:36,24.79,,,,,
484,06/23/2022 00:19:36,25.09,,,,,
485,06/23/2022 00:24:36,25.44,,,,,
486,06/23/2022 00:29:36,25.57,,,,,
487,06/23/2022 00:34:36,25.65,,,,,
488,06/23/2022 00:39:36,25.95,,,,,
489,06/23/2022 00:44:36,25.99,,,,,
490,06/23/2022 00:49:36,25.95,,,,,
491,06/23/2022 00:54:36,25.87,,,,,
492,06/23/2022 00:59:36,25.74,,,,,
493,06/23/2022 01:04:36,25.65,,,,,
494,06/23/2022 01:09:36,25.48,,,,,
495,06/23/2022 01:14:36,25.61,,,,,
496,06/23/2022 01:19:36,25.69,,,,,
497,06/23/2022 01:24:36,25.69,,,,,
498,06/23/2022 01:29:36,25.74,,,,,
499,06/23/2022 01:34:36,25.87,,,,,
500,06/23/2022 01:39:36,25.69,,,,,
501,06/23/2022 01:44:36,25.57,,,,,
502,06/23/2022 01:49:36,25.39,,,,,
503,06/23/2022 01:54:36,25.31,,,,,
504,06/23/2022 01:59:36,25.18,,,,,
505,06/23/2022 02:04:36,24.92,,,,,
506,06/23/2022 02:09:36,24.79,,,,,
507,06/23/2022 02:14:36,24.49,,,,,
508,06/23/2022 02:19:36,24.28,,,,,
509,06/23/2022 02:24:36,24.19,,,,,
510,06/23/2022 02:29:36,24.11,,,,,
511,06/23/2022 02:34:36,24.06,,,,,
512,06/23/2022 02:39:36,23.94,,,,,
513,06/23/2022 02:44:36,23.85,,,,,
514,06/23/2022 02:49:36,23.72,,,,,
515,06/23/2022 02:54:36,23.94,,,,,
516,06/23/2022 02:59:36,24.15,,,,,
517,06/23/2022 03:04:36,24.11,,,,,
518,06/23/2022 03:09:36,24.19,,,,,
519,06/23/2022 03:14:36,24.15,,,,,
520,06/23/2022 03:19:36,23.89,,,,,
521,06/23/2022 03:24:36,23.85,,,,,
522,06/23/2022 03:29:36,23.98,,,,,
523,06/23/2022 03:34:36,23.89,,,,,
524,06/23/2022 03:39:36,23.85,,,,,
525,06/23/2022 03:44:36,23.72,,,,,
526,06/23/2022 03:49:36,23.64,,,,,
527,06/23/2022 03:54:36,23.42,,,,,
528,06/23/2022 03:59:36,23.38,,,,,
529,06/23/2022 04:04:36,23.38,,,,,
530,06/23/2022 04:09:36,23.29,,,,,
531,06/23/2022 04:14:36,23.29,,,,,
532,06/23/2022 04:19:36,23.25,,,,,
533,06/23/2022 04:24:36,23.21,,,,,
534,06/23/2022 04:29:36,23.21,,,,,
535,06/23/2022 04:34:36,23.16,,,,,
536,06/23/2022 04:39:36,23.03,,,,,
537,06/23/2022 04:44:36,22.99,,,,,
538,06/23/2022 04:49:36,22.82,,,,,
539,06/23/2022 04:54:36,22.73,,,,,
540,06/23/2022 04:59:36,22.73,,,,,
541,06/23/2022 05:04:36,22.61,,,,,
542,06/23/2022 05:09:36,22.52,,,,,
543,06/23/2022 05:14:36,22.56,,,,,
544,06/23/2022 05:19:36,22.65,,,,,
545,06/23/2022 05:24:36,22.61,,,,,
546,06/23/2022 05:29:36,22.61,,,,,
547,06/23/2022 05:34:36,22.56,,,,,
548,06/23/2022 05:39:36,22.43,,,,,
549,06/23/2022 05:44:36,22.26,,,,,
550,06/23/2022 05:49:36,22.09,,,,,
551,06/23/2022 05:54:36,21.96,,,,,
552,06/23/2022 05:59:36,21.79,,,,,
553,06/23/2022 06:04:36,21.66,,,,,
554,06/23/2022 06:09:36,21.58,,,,,
555,06/23/2022 06:14:36,21.49,,,,,
556,06/23/2022 06:19:36,21.49,,,,,
557,06/23/2022 06:24:36,21.40,,,,,
558,06/23/2022 06:29:36,21.36,,,,,
559,06/23/2022 06:34:36,21.23,,,,,
560,06/23/2022 06:39:36,21.19,,,,,
561,06/23/2022 06:44:36,21.45,,,,,
562,06/23/2022 06:49:36,22.18,,,,,
563,06/23/2022 06:54:36,22.26,,,,,
564,06/23/2022 06:59:36,22.48,,,,,
565,06/23/2022 07:04:36,22.82,,,,,
566,06/23/2022 07:09:36,23.29,,,,,
567,06/23/2022 07:14:36,23.64,,,,,
568,06/23/2022 07:19:36,23.98,,,,,
569,06/23/2022 07:24:36,24.32,,,,,
570,06/23/2022 07:29:36,24.75,,,,,
571,06/23/2022 07:34:36,25.31,,,,,
572,06/23/2022 07:39:36,25.82,,,,,
573,06/23/2022 07:44:36,26.25,,,,,
574,06/23/2022 07:49:36,26.30,,,,,
575,06/23/2022 07:54:36,26.72,,,,,
576,06/23/2022 07:59:36,26.85,,,,,
577,06/23/2022 08:04:36,26.47,,,,,
578,06/23/2022 08:09:36,26.08,,,,,
