#,Date-Time (PST),Ch: 1 - Temperature   (°C),Host Connected,Button Down,Button Up,End of File
138,05/17/2022 21:11:09,19.00,,,,
139,05/17/2022 21:16:09,18.62,,,,
140,05/17/2022 21:21:09,18.32,,,,
141,05/17/2022 21:26:09,18.06,,,,
142,05/17/2022 21:31:09,17.89,,,,
143,05/17/2022 21:36:09,17.72,,,,
144,05/17/2022 21:41:09,17.63,,,,
145,05/17/2022 21:46:09,17.54,,,,
146,05/17/2022 21:51:09,17.33,,,,
147,05/17/2022 21:56:09,17.16,,,,
148,05/17/2022 22:01:09,17.16,,,,
149,05/17/2022 22:06:09,17.24,,,,
150,05/17/2022 22:11:09,17.33,,,,
151,05/17/2022 22:16:09,17.24,,,,
152,05/17/2022 22:21:09,17.24,,,,
153,05/17/2022 22:26:09,17.37,,,,
154,05/17/2022 22:31:09,17.41,,,,
155,05/17/2022 22:36:09,17.33,,,,
156,05/17/2022 22:41:09,17.20,,,,
157,05/17/2022 22:46:09,17.11,,,,
158,05/17/2022 22:51:09,16.99,,,,
159,05/17/2022 22:56:09,16.94,,,,
160,05/17/2022 23:01:09,16.86,,,,
161,05/17/2022 23:06:09,16.81,,,,
162,05/17/2022 23:11:09,16.73,,,,
163,05/17/2022 23:16:09,16.64,,,,
164,05/17/2022 23:21:09,16.51,,,,
165,05/17/2022 23:26:09,16.43,,,,
166,05/17/2022 23:31:09,16.34,,,,
167,05/17/2022 23:36:09,16.21,,,,
168,05/17/2022 23:41:09,16.08,,,,
169,05/17/2022 23:46:09,16.00,,,,
170,05/17/2022 23:51:09,15.96,,,,
171,05/17/2022 23:56:09,15.87,,,,
172,05/18/2022 00:01:09,15.74,,,,
173,05/18/2022 00:06:09,15.66,,,,
174,05/18/2022 00:11:09,15.44,,,,
175,05/18/2022 00:16:09,15.23,,,,
176,05/18/2022 00:21:09,14.93,,,,
177,05/18/2022 00:26:09,14.54,,,,
178,05/18/2022 00:31:09,14.11,,,,
179,05/18/2022 00:36:09,13.77,,,,
180,05/18/2022 00:41:09,13.47,,,,
181,05/18/2022 00:46:09,13.08,,,,
182,05/18/2022 00:51:09,12.78,,,,
183,05/18/2022 00:56:09,12.48,,,,
184,05/18/2022 01:01:09,12.27,,,,
185,05/18/2022 01:06:09,12.27,,,,
186,05/18/2022 01:11:09,12.01,,,,
187,05/18/2022 01:16:09,11.67,,,,
188,05/18/2022 01:21:09,11.49,,,,
