#,Date-Time (PST),Ch: 1 - Temperature   (°C),Host Connected,Button Down,Button Up,End of File
1,04/14/2022 07:55:13,17.20,,,,
2,04/14/2022 08:00:13,15.40,,,,
3,04/14/2022 08:05:13,14.33,,,,
4,04/14/2022 08:10:13,13.64,,,,
5,04/14/2022 08:15:13,13.21,,,,
6,04/14/2022 08:20:13,12.87,,,,
7,04/14/2022 08:25:13,12.65,,,,
8,04/14/2022 08:30:13,12.44,,,,
9,04/14/2022 08:35:13,12.27,,,,
10,04/14/2022 08:40:13,12.10,,,,
11,04/14/2022 08:45:13,12.01,,,,
12,04/14/2022 08:50:13,11.92,,,,
13,04/14/2022 08:55:13,11.88,,,,
14,04/14/2022 09:00:13,11.75,,,,
15,04/14/2022 09:05:13,11.75,,,,
16,04/14/2022 09:10:13,11.71,,,,
17,04/14/2022 09:15:13,11.67,,,,
18,04/14/2022 09:20:13,11.71,,,,
19,04/14/2022 09:25:13,11.71,,,,
20,04/14/2022 09:30:13,11.75,,,,
21,04/14/2022 09:35:13,11.84,,,,
22,04/14/2022 09:40:13,11.84,,,,
23,04/14/2022 09:45:13,11.92,,,,
24,04/14/2022 09:50:13,12.10,,,,
25,04/14/2022 09:55:13,12.18,,,,
26,04/14/2022 10:00:13,12.27,,,,
27,04/14/2022 10:05:13,12.31,,,,
28,04/14/2022 10:10:13,12.44,,,,
29,04/14/2022 10:15:13,12.52,,,,
30,04/14/2022 10:20:13,12.57,,,,
31,04/14/2022 10:25:13,12.65,,,,
32,04/14/2022 10:30:13,12.70,,,,
33,04/14/2022 10:35:13,12.82,,,,
34,04/14/2022 10:40:13,12.95,,,,
35,04/14/2022 10:45:13,13.08,,,,
36,04/14/2022 10:50:13,13.21,,,,
37,04/14/2022 10:55:13,13.30,,,,
38,04/14/2022 11:00:13,13.43,,,,
39,04/14/2022 11:05:13,13.47,,,,
40,04/14/2022 11:10:13,13.60,,,,
41,04/14/2022 11:15:13,13.60,,,,
42,04/14/2022 11:20:13,13.60,,,,
43,04/14/2022 11:25:13,13.68,,,,
44,04/14/2022 11:30:13,13.73,,,,
45,04/14/2022 11:35:13,13.81,,,,
46,04/14/2022 11:40:13,13.81,,,,
47,04/14/2022 11:45:13,13.90,,,,
48,04/14/2022 11:50:13,13.94,,,,
49,04/14/2022 11:55:13,13.94,,,,
50,04/14/2022 12:00:13,13.98,,,,
51,04/14/2022 12:05:13,14.03,,,,
52,04/14/2022 12:10:13,14.07,,,,
53,04/14/2022 12:15:13,14.07,,,,
54,04/14/2022 12:20:13,14.11,,,,
55,04/14/2022 12:25:13,14.11,,,,
56,04/14/2022 12:30:13,14.15,,,,
57,04/14/2022 12:35:13,14.15,,,,
58,04/14/2022 12:40:13,14.15,,,,
59,04/14/2022 12:45:13,14.24,,,,
60,04/14/2022 12:50:13,14.28,,,,
61,04/14/2022 12:55:13,14.37,,,,
62,04/14/2022 13:00:13,14.50,,,,
63,04/14/2022 13:05:13,14.58,,,,
64,04/14/2022 13:10:13,14.63,,,,
65,04/14/2022 13:15:13,14.71,,,,
66,04/14/2022 13:20:13,14.75,,,,
67,04/14/2022 13:25:13,14.80,,,,
68,04/14/2022 13:30:13,14.88,,,,
69,04/14/2022 13:35:13,14.93,,,,
70,04/14/2022 13:40:13,15.06,,,,
71,04/14/2022 13:45:13,15.10,,,,
72,04/14/2022 13:50:13,15.27,,,,
73,04/14/2022 13:55:13,15.36,,,,
74,04/14/2022 14:00:13,15.44,,,,
75,04/14/2022 14:05:13,15.48,,,,
76,04/14/2022 14:10:13,15.48,,,,
77,04/14/2022 14:15:13,15.44,,,,
78,04/14/2022 14:20:13,15.44,,,,
79,04/14/2022 14:25:13,15.40,,,,
80,04/14/2022 14:30:13,15.40,,,,
81,04/14/2022 14:35:13,15.40,,,,
82,04/14/2022 14:40:13,15.48,,,,
83,04/14/2022 14:45:13,15.53,,,,
84,04/14/2022 14:50:13,15.44,,,,
85,04/14/2022 14:55:13,15.48,,,,
86,04/14/2022 15:00:13,15.57,,,,
87,04/14/2022 15:05:13,15.57,,,,
88,04/14/2022 15:10:13,15.57,,,,
89,04/14/2022 15:15:13,15.70,,,,
90,04/14/2022 15:20:13,15.66,,,,
91,04/14/2022 15:25:13,15.78,,,,
92,04/14/2022 15:30:13,15.78,,,,
93,04/14/2022 15:35:13,15.83,,,,
94,04/14/2022 15:40:13,15.78,,,,
95,04/14/2022 15:45:13,15.78,,,,
96,04/14/2022 15:50:13,15.74,,,,
97,04/14/2022 15:55:13,15.74,,,,
98,04/14/2022 16:00:13,15.70,,,,
99,04/14/2022 16:05:13,15.57,,,,
100,04/14/2022 16:10:13,15.48,,,,
101,04/14/2022 16:15:13,15.44,,,,
102,04/14/2022 16:20:13,15.31,,,,
103,04/14/2022 16:25:13,15.27,,,,
104,04/14/2022 16:30:13,15.23,,,,
105,04/14/2022 16:35:13,15.23,,,,
106,04/14/2022 16:40:13,15.23,,,,
107,04/14/2022 16:45:13,15.31,,,,
108,04/14/2022 16:50:13,15.27,,,,
109,04/14/2022 16:55:13,15.27,,,,
110,04/14/2022 17:00:13,15.27,,,,
111,04/14/2022 17:05:13,15.31,,,,
112,04/14/2022 17:10:13,15.23,,,,
113,04/14/2022 17:15:13,15.18,,,,
114,04/14/2022 17:20:13,15.06,,,,
115,04/14/2022 17:25:13,15.06,,,,
116,04/14/2022 17:30:13,15.01,,,,
117,04/14/2022 17:35:13,15.01,,,,
118,04/14/2022 17:40:13,14.97,,,,
119,04/14/2022 17:45:13,15.01,,,,
120,04/14/2022 17:50:13,14.97,,,,
121,04/14/2022 17:55:13,14.97,,,,
122,04/14/2022 18:00:13,14.97,,,,
123,04/14/2022 18:05:13,14.93,,,,
124,04/14/2022 18:10:13,14.93,,,,
125,04/14/2022 18:15:13,14.88,,,,
126,04/14/2022 18:20:13,14.80,,,,
127,04/14/2022 18:25:13,14.75,,,,
128,04/14/2022 18:30:13,14.71,,,,
129,04/14/2022 18:35:13,14.63,,,,
130,04/14/2022 18:40:13,14.63,,,,
131,04/14/2022 18:45:13,14.54,,,,
132,04/14/2022 18:50:13,14.50,,,,
133,04/14/2022 18:55:13,14.50,,,,
134,04/14/2022 19:00:13,14.54,,,,
135,04/14/2022 19:05:13,14.63,,,,
136,04/14/2022 19:10:13,14.67,,,,
137,04/14/2022 19:15:13,14.67,,,,
138,04/14/2022 19:20:13,14.71,,,,
139,04/14/2022 19:25:13,14.71,,,,
140,04/14/2022 19:30:13,14.71,,,,
141,04/14/2022 19:35:13,14.71,,,,
142,04/14/2022 19:40:13,14.75,,,,
143,04/14/2022 19:45:13,14.75,,,,
144,04/14/2022 19:50:13,14.67,,,,
145,04/14/2022 19:55:13,14.63,,,,
146,04/14/2022 20:00:13,14.58,,,,
147,04/14/2022 20:05:13,14.54,,,,
148,04/14/2022 20:10:13,14.50,,,,
149,04/14/2022 20:15:13,14.45,,,,
150,04/14/2022 20:20:13,14.37,,,,
151,04/14/2022 20:25:13,14.41,,,,
152,04/14/2022 20:30:13,14.37,,,,
153,04/14/2022 20:35:13,14.33,,,,
154,04/14/2022 20:40:13,14.28,,,,
155,04/14/2022 20:45:13,14.28,,,,
156,04/14/2022 20:50:13,14.24,,,,
157,04/14/2022 20:55:13,14.24,,,,
158,04/14/2022 21:00:13,14.20,,,,
159,04/14/2022 21:05:13,14.15,,,,
160,04/14/2022 21:10:13,14.11,,,,
161,04/14/2022 21:15:13,14.07,,,,
162,04/14/2022 21:20:13,14.07,,,,
163,04/14/2022 21:25:13,13.98,,,,
164,04/14/2022 21:30:13,13.98,,,,
165,04/14/2022 21:35:13,13.98,,,,
166,04/14/2022 21:40:13,13.94,,,,
167,04/14/2022 21:45:13,14.03,,,,
168,04/14/2022 21:50:13,14.03,,,,
169,04/14/2022 21:55:13,14.07,,,,
170,04/14/2022 22:00:13,14.07,,,,
171,04/14/2022 22:05:13,13.98,,,,
172,04/14/2022 22:10:13,13.94,,,,
173,04/14/2022 22:15:13,13.90,,,,
174,04/14/2022 22:20:13,13.77,,,,
175,04/14/2022 22:25:13,13.81,,,,
176,04/14/2022 22:30:13,13.85,,,,
177,04/14/2022 22:35:13,13.94,,,,
178,04/14/2022 22:40:13,13.98,,,,
179,04/14/2022 22:45:13,13.94,,,,
180,04/14/2022 22:50:13,13.94,,,,
181,04/14/2022 22:55:13,13.90,,,,
182,04/14/2022 23:00:13,13.85,,,,
183,04/14/2022 23:05:13,13.85,,,,
