#,Date-Time (PDT),Ch:1 - Temperature   (°C),Button Down,Button Up,Host Connected,Stopped,End of File
1,05/05/2023 12:28:51,26.60,,,,,
2,05/05/2023 12:33:51,24.02,,,,,
3,05/05/2023 12:38:51,22.52,,,,,
4,05/05/2023 12:43:51,20.98,,,,,
5,05/05/2023 12:48:51,20.37,,,,,
6,05/05/2023 12:53:51,20.59,,,,,
7,05/05/2023 12:58:51,20.85,,,,,
8,05/05/2023 13:03:51,20.98,,,,,
9,05/05/2023 13:08:51,21.40,,,,,
10,05/05/2023 13:13:51,22.01,,,,,
11,05/05/2023 13:18:51,21.02,,,,,
12,05/05/2023 13:23:51,20.46,,,,,
13,05/05/2023 13:28:51,20.29,,,,,
14,05/05/2023 13:33:51,19.95,,,,,
15,05/05/2023 13:38:51,19.95,,,,,
16,05/05/2023 13:43:51,19.95,,,,,
17,05/05/2023 13:48:51,20.16,,,,,
18,05/05/2023 13:53:51,20.29,,,,,
19,05/05/2023 13:58:51,19.99,,,,,
20,05/05/2023 14:03:51,19.99,,,,,
21,05/05/2023 14:08:51,19.77,,,,,
22,05/05/2023 14:13:51,19.65,,,,,
23,05/05/2023 14:18:51,19.60,,,,,
24,05/05/2023 14:23:51,19.82,,,,,
25,05/05/2023 14:28:51,19.82,,,,,
26,05/05/2023 14:33:51,19.69,,,,,
27,05/05/2023 14:38:51,19.86,,,,,
28,05/05/2023 14:43:51,19.86,,,,,
29,05/05/2023 14:48:51,19.77,,,,,
30,05/05/2023 14:53:51,19.60,,,,,
31,05/05/2023 14:58:51,19.30,,,,,
32,05/05/2023 15:03:51,19.13,,,,,
33,05/05/2023 15:08:51,19.00,,,,,
34,05/05/2023 15:13:51,18.87,,,,,
35,05/05/2023 15:18:51,18.83,,,,,
36,05/05/2023 15:23:51,18.79,,,,,
37,05/05/2023 15:28:51,18.74,,,,,
38,05/05/2023 15:33:51,18.74,,,,,
39,05/05/2023 15:38:51,18.83,,,,,
40,05/05/2023 15:43:51,18.70,,,,,
41,05/05/2023 15:48:51,18.44,,,,,
42,05/05/2023 15:53:51,18.32,,,,,
43,05/05/2023 15:58:51,18.19,,,,,
44,05/05/2023 16:03:51,18.19,,,,,
45,05/05/2023 16:08:51,18.02,,,,,
46,05/05/2023 16:13:51,18.02,,,,,
47,05/05/2023 16:18:51,18.19,,,,,
48,05/05/2023 16:23:51,18.40,,,,,
