#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Button Down,Button Up,Host Connected,Stopped,End of File
1,05/27/2023 13:55:14,32.47,,,,,
2,05/27/2023 14:00:14,31.87,,,,,
3,05/27/2023 14:05:14,31.14,,,,,
4,05/27/2023 14:10:14,30.80,,,,,
5,05/27/2023 14:15:14,30.46,,,,,
6,05/27/2023 14:20:14,30.37,,,,,
7,05/27/2023 14:25:14,30.41,,,,,
8,05/27/2023 14:30:14,30.20,,,,,
9,05/27/2023 14:35:14,30.03,,,,,
10,05/27/2023 14:40:14,29.94,,,,,
11,05/27/2023 14:45:14,29.90,,,,,
12,05/27/2023 14:50:14,29.81,,,,,
13,05/27/2023 14:55:14,29.68,,,,,
14,05/27/2023 15:00:14,29.68,,,,,
15,05/27/2023 15:05:14,29.60,,,,,
16,05/27/2023 15:10:14,29.73,,,,,
17,05/27/2023 15:15:14,29.77,,,,,
18,05/27/2023 15:20:14,29.86,,,,,
19,05/27/2023 15:25:14,29.90,,,,,
20,05/27/2023 15:30:14,29.94,,,,,
21,05/27/2023 15:35:14,29.98,,,,,
22,05/27/2023 15:40:14,30.03,,,,,
23,05/27/2023 15:45:14,30.16,,,,,
24,05/27/2023 15:50:14,30.20,,,,,
25,05/27/2023 15:55:14,30.28,,,,,
26,05/27/2023 16:00:14,30.28,,,,,
27,05/27/2023 16:05:14,30.33,,,,,
28,05/27/2023 16:10:14,30.37,,,,,
29,05/27/2023 16:15:14,30.41,,,,,
30,05/27/2023 16:20:14,30.37,,,,,
31,05/27/2023 16:25:14,30.33,,,,,
32,05/27/2023 16:30:14,30.24,,,,,
33,05/27/2023 16:35:14,30.16,,,,,
34,05/27/2023 16:40:14,29.98,,,,,
35,05/27/2023 16:45:14,29.81,,,,,
36,05/27/2023 16:50:14,29.60,,,,,
37,05/27/2023 16:55:14,29.38,,,,,
38,05/27/2023 17:00:14,29.21,,,,,
39,05/27/2023 17:05:14,29.04,,,,,
40,05/27/2023 17:10:14,28.87,,,,,
41,05/27/2023 17:15:14,28.70,,,,,
42,05/27/2023 17:20:14,28.53,,,,,
43,05/27/2023 17:25:14,28.35,,,,,
44,05/27/2023 17:30:14,28.27,,,,,
45,05/27/2023 17:35:14,28.05,,,,,
46,05/27/2023 17:40:14,27.97,,,,,
47,05/27/2023 17:45:14,27.80,,,,,
48,05/27/2023 17:50:14,27.63,,,,,
49,05/27/2023 17:55:14,27.50,,,,,
50,05/27/2023 18:00:14,27.41,,,,,
51,05/27/2023 18:05:14,27.32,,,,,
52,05/27/2023 18:10:14,27.20,,,,,
53,05/27/2023 18:15:14,27.02,,,,,
54,05/27/2023 18:20:14,26.94,,,,,
55,05/27/2023 18:25:14,26.81,,,,,
56,05/27/2023 18:30:14,26.64,,,,,
57,05/27/2023 18:35:14,26.55,,,,,
58,05/27/2023 18:40:14,26.34,,,,,
59,05/27/2023 18:45:14,26.17,,,,,
60,05/27/2023 18:50:14,26.08,,,,,
61,05/27/2023 18:55:14,25.99,,,,,
62,05/27/2023 19:00:14,25.87,,,,,
63,05/27/2023 19:05:14,25.74,,,,,
64,05/27/2023 19:10:14,25.57,,,,,
65,05/27/2023 19:15:14,25.35,,,,,
66,05/27/2023 19:20:14,25.18,,,,,
67,05/27/2023 19:25:14,25.01,,,,,
68,05/27/2023 19:30:14,24.84,,,,,
69,05/27/2023 19:35:14,24.58,,,,,
70,05/27/2023 19:40:14,24.32,,,,,
71,05/27/2023 19:45:14,24.11,,,,,
72,05/27/2023 19:50:14,23.89,,,,,
73,05/27/2023 19:55:14,23.59,,,,,
74,05/27/2023 20:00:14,23.29,,,,,
75,05/27/2023 20:05:14,22.95,,,,,
76,05/27/2023 20:10:14,22.69,,,,,
77,05/27/2023 20:15:14,22.35,,,,,
78,05/27/2023 20:20:14,22.09,,,,,
79,05/27/2023 20:25:14,21.75,,,,,
80,05/27/2023 20:30:14,21.45,,,,,
81,05/27/2023 20:35:14,21.10,,,,,
82,05/27/2023 20:40:14,20.85,,,,,
83,05/27/2023 20:45:14,20.55,,,,,
84,05/27/2023 20:50:14,20.33,,,,,
85,05/27/2023 20:55:14,20.12,,,,,
86,05/27/2023 21:00:14,19.82,,,,,
87,05/27/2023 21:05:14,19.56,,,,,
88,05/27/2023 21:10:14,19.35,,,,,
89,05/27/2023 21:15:14,19.09,,,,,
90,05/27/2023 21:20:14,18.92,,,,,
91,05/27/2023 21:25:14,18.70,,,,,
92,05/27/2023 21:30:14,18.49,,,,,
93,05/27/2023 21:35:14,18.27,,,,,
94,05/27/2023 21:40:14,18.06,,,,,
95,05/27/2023 21:45:14,17.89,,,,,
96,05/27/2023 21:50:14,17.76,,,,,
97,05/27/2023 21:55:14,17.59,,,,,
98,05/27/2023 22:00:14,17.46,,,,,
99,05/27/2023 22:05:14,17.33,,,,,
100,05/27/2023 22:10:14,17.20,,,,,
101,05/27/2023 22:15:14,17.07,,,,,
102,05/27/2023 22:20:14,16.99,,,,,
103,05/27/2023 22:25:14,16.86,,,,,
104,05/27/2023 22:30:14,16.77,,,,,
105,05/27/2023 22:35:14,16.64,,,,,
106,05/27/2023 22:40:14,16.56,,,,,
107,05/27/2023 22:45:14,16.39,,,,,
108,05/27/2023 22:50:14,16.26,,,,,
109,05/27/2023 22:55:14,16.21,,,,,
110,05/27/2023 23:00:14,16.08,,,,,
111,05/27/2023 23:05:14,16.00,,,,,
112,05/27/2023 23:10:14,15.83,,,,,
113,05/27/2023 23:15:14,15.74,,,,,
114,05/27/2023 23:20:14,15.61,,,,,
115,05/27/2023 23:25:14,15.57,,,,,
116,05/27/2023 23:30:14,15.53,,,,,
117,05/27/2023 23:35:14,15.40,,,,,
118,05/27/2023 23:40:14,15.31,,,,,
119,05/27/2023 23:45:14,15.23,,,,,
120,05/27/2023 23:50:14,15.14,,,,,
121,05/27/2023 23:55:14,15.06,,,,,
122,05/28/2023 00:00:14,14.97,,,,,
123,05/28/2023 00:05:14,14.93,,,,,
124,05/28/2023 00:10:14,14.80,,,,,
125,05/28/2023 00:15:14,14.71,,,,,
126,05/28/2023 00:20:14,14.67,,,,,
127,05/28/2023 00:25:14,14.63,,,,,
128,05/28/2023 00:30:14,14.58,,,,,
129,05/28/2023 00:35:14,14.50,,,,,
130,05/28/2023 00:40:14,14.54,,,,,
131,05/28/2023 00:45:14,14.50,,,,,
132,05/28/2023 00:50:14,14.45,,,,,
133,05/28/2023 00:55:14,14.37,,,,,
134,05/28/2023 01:00:14,14.33,,,,,
135,05/28/2023 01:05:14,14.33,,,,,
136,05/28/2023 01:10:14,14.28,,,,,
137,05/28/2023 01:15:14,14.24,,,,,
138,05/28/2023 01:20:14,14.24,,,,,
139,05/28/2023 01:25:14,14.20,,,,,
140,05/28/2023 01:30:14,14.20,,,,,
141,05/28/2023 01:35:14,14.11,,,,,
142,05/28/2023 01:40:14,14.07,,,,,
143,05/28/2023 01:45:14,14.11,,,,,
144,05/28/2023 01:50:14,14.07,,,,,
145,05/28/2023 01:55:14,14.07,,,,,
146,05/28/2023 02:00:14,14.03,,,,,
147,05/28/2023 02:05:14,13.94,,,,,
148,05/28/2023 02:10:14,13.98,,,,,
149,05/28/2023 02:15:14,13.98,,,,,
150,05/28/2023 02:20:14,13.98,,,,,
151,05/28/2023 02:25:14,14.03,,,,,
152,05/28/2023 02:30:14,14.03,,,,,
153,05/28/2023 02:35:14,14.07,,,,,
154,05/28/2023 02:40:14,14.07,,,,,
155,05/28/2023 02:45:14,14.11,,,,,
156,05/28/2023 02:50:14,14.11,,,,,
157,05/28/2023 02:55:14,14.15,,,,,
158,05/28/2023 03:00:14,14.20,,,,,
159,05/28/2023 03:05:14,14.24,,,,,
160,05/28/2023 03:10:14,14.24,,,,,
161,05/28/2023 03:15:14,14.24,,,,,
162,05/28/2023 03:20:14,14.33,,,,,
163,05/28/2023 03:25:14,14.33,,,,,
164,05/28/2023 03:30:14,14.33,,,,,
165,05/28/2023 03:35:14,14.41,,,,,
166,05/28/2023 03:40:14,14.33,,,,,
167,05/28/2023 03:45:14,14.37,,,,,
168,05/28/2023 03:50:14,14.37,,,,,
169,05/28/2023 03:55:14,14.41,,,,,
170,05/28/2023 04:00:14,14.33,,,,,
171,05/28/2023 04:05:14,14.33,,,,,
172,05/28/2023 04:10:14,14.37,,,,,
173,05/28/2023 04:15:14,14.37,,,,,
174,05/28/2023 04:20:14,14.41,,,,,
175,05/28/2023 04:25:14,14.45,,,,,
176,05/28/2023 04:30:14,14.45,,,,,
177,05/28/2023 04:35:14,14.45,,,,,
178,05/28/2023 04:40:14,14.45,,,,,
179,05/28/2023 04:45:14,14.50,,,,,
180,05/28/2023 04:50:14,14.50,,,,,
181,05/28/2023 04:55:14,14.58,,,,,
182,05/28/2023 05:00:14,14.67,,,,,
183,05/28/2023 05:05:14,14.71,,,,,
184,05/28/2023 05:10:14,14.71,,,,,
185,05/28/2023 05:15:14,14.75,,,,,
186,05/28/2023 05:20:14,14.80,,,,,
187,05/28/2023 05:25:14,14.80,,,,,
188,05/28/2023 05:30:14,14.80,,,,,
189,05/28/2023 05:35:14,14.84,,,,,
190,05/28/2023 05:40:14,14.75,,,,,
191,05/28/2023 05:45:14,14.80,,,,,
192,05/28/2023 05:50:14,14.80,,,,,
