#,Date-Time (PST),Ch: 1 - Temperature   (°C),Host Connected,Stopped,End of File
1,05/17/2022 10:33:07,30.59,,,
2,05/17/2022 10:38:07,27.50,,,
3,05/17/2022 10:43:07,26.12,,,
4,05/17/2022 10:48:07,25.99,,,
5,05/17/2022 10:53:07,26.17,,,
6,05/17/2022 10:58:07,26.42,,,
7,05/17/2022 11:03:07,26.90,,,
8,05/17/2022 11:08:07,27.24,,,
9,05/17/2022 11:13:07,27.20,,,
10,05/17/2022 11:18:07,27.58,,,
11,05/17/2022 11:23:07,28.05,,,
12,05/17/2022 11:28:07,28.23,,,
13,05/17/2022 11:33:07,28.31,,,
14,05/17/2022 11:38:07,28.27,,,
15,05/17/2022 11:43:07,28.61,,,
16,05/17/2022 11:48:07,29.04,,,
17,05/17/2022 11:53:07,29.64,,,
18,05/17/2022 11:58:07,29.64,,,
19,05/17/2022 12:03:07,29.68,,,
20,05/17/2022 12:08:07,30.03,,,
21,05/17/2022 12:13:07,30.41,,,
22,05/17/2022 12:18:07,30.67,,,
23,05/17/2022 12:23:07,30.54,,,
24,05/17/2022 12:28:07,30.67,,,
25,05/17/2022 12:33:07,30.54,,,
26,05/17/2022 12:38:07,30.67,,,
27,05/17/2022 12:43:07,30.71,,,
28,05/17/2022 12:48:07,30.93,,,
29,05/17/2022 12:53:07,31.01,,,
30,05/17/2022 12:58:07,30.89,,,
31,05/17/2022 13:03:07,30.71,,,
32,05/17/2022 13:08:07,30.71,,,
33,05/17/2022 13:13:07,30.89,,,
34,05/17/2022 13:18:07,30.97,,,
35,05/17/2022 13:23:07,31.19,,,
36,05/17/2022 13:28:07,31.53,,,
37,05/17/2022 13:33:07,31.87,,,
38,05/17/2022 13:38:07,32.00,,,
39,05/17/2022 13:43:07,32.04,,,
40,05/17/2022 13:48:07,32.69,,,
41,05/17/2022 13:53:07,32.99,,,
42,05/17/2022 13:58:07,32.99,,,
43,05/17/2022 14:03:07,33.07,,,
44,05/17/2022 14:08:07,33.63,,,
45,05/17/2022 14:13:07,33.97,,,
46,05/17/2022 14:18:07,34.32,,,
47,05/17/2022 14:23:07,34.36,,,
48,05/17/2022 14:28:07,34.49,,,
49,05/17/2022 14:33:07,34.06,,,
50,05/17/2022 14:38:07,34.02,,,
51,05/17/2022 14:43:07,34.49,,,
52,05/17/2022 14:48:07,34.88,,,
53,05/17/2022 14:53:07,36.38,,,
54,05/17/2022 14:58:07,37.02,,,
55,05/17/2022 15:03:07,36.29,,,
56,05/17/2022 15:08:07,36.12,,,
57,05/17/2022 15:13:07,36.25,,,
58,05/17/2022 15:18:07,36.63,,,
59,05/17/2022 15:23:07,37.66,,,
60,05/17/2022 15:28:07,38.86,,,
