#,Date-Time (PST),Ch: 1 - Temperature   (°C),Host Connected,Stopped,End of File
1,06/03/2021 12:12:03,34.45,,,
2,06/03/2021 12:17:03,33.37,,,
3,06/03/2021 12:22:03,32.82,,,
4,06/03/2021 12:27:03,32.60,,,
5,06/03/2021 12:32:03,32.39,,,
6,06/03/2021 12:37:03,32.30,,,
7,06/03/2021 12:42:03,32.26,,,
8,06/03/2021 12:47:03,32.26,,,
9,06/03/2021 12:52:03,32.26,,,
10,06/03/2021 12:57:03,32.30,,,
11,06/03/2021 13:02:03,32.43,,,
12,06/03/2021 13:07:03,32.47,,,
13,06/03/2021 13:12:03,32.52,,,
14,06/03/2021 13:17:03,32.52,,,
15,06/03/2021 13:22:03,32.69,,,
16,06/03/2021 13:27:03,32.69,,,
17,06/03/2021 13:32:03,32.77,,,
18,06/03/2021 13:37:03,32.77,,,
19,06/03/2021 13:42:03,32.86,,,
20,06/03/2021 13:47:03,32.86,,,
21,06/03/2021 13:52:03,32.86,,,
22,06/03/2021 13:57:03,32.90,,,
23,06/03/2021 14:02:03,32.99,,,
24,06/03/2021 14:07:03,33.07,,,
25,06/03/2021 14:12:03,33.20,,,
26,06/03/2021 14:17:03,33.29,,,
27,06/03/2021 14:22:03,33.29,,,
28,06/03/2021 14:27:03,33.37,,,
29,06/03/2021 14:32:03,33.42,,,
30,06/03/2021 14:37:03,33.46,,,
31,06/03/2021 14:42:03,33.55,,,
32,06/03/2021 14:47:03,33.59,,,
33,06/03/2021 14:52:03,33.59,,,
34,06/03/2021 14:57:03,33.67,,,
35,06/03/2021 15:02:03,33.76,,,
36,06/03/2021 15:07:03,33.85,,,
37,06/03/2021 15:12:03,33.89,,,
38,06/03/2021 15:17:03,33.89,,,
39,06/03/2021 15:22:03,33.93,,,
40,06/03/2021 15:27:03,33.97,,,
41,06/03/2021 15:32:03,33.97,,,
42,06/03/2021 15:37:03,33.97,,,
43,06/03/2021 15:42:03,34.02,,,
44,06/03/2021 15:47:03,34.06,,,
45,06/03/2021 15:52:03,34.10,,,
46,06/03/2021 15:57:03,34.15,,,
47,06/03/2021 16:02:03,34.23,,,
48,06/03/2021 16:07:03,34.23,,,
49,06/03/2021 16:12:03,34.36,,,
50,06/03/2021 16:17:03,34.45,,,
51,06/03/2021 16:22:03,34.57,,,
52,06/03/2021 16:27:03,34.70,,,
53,06/03/2021 16:32:03,34.83,,,
54,06/03/2021 16:37:03,34.83,,,
55,06/03/2021 16:42:03,34.83,,,
56,06/03/2021 16:47:03,34.92,,,
57,06/03/2021 16:52:03,35.00,,,
58,06/03/2021 16:57:03,35.00,,,
59,06/03/2021 17:02:03,35.05,,,
60,06/03/2021 17:07:03,35.09,,,
61,06/03/2021 17:12:03,35.09,,,
62,06/03/2021 17:17:03,35.00,,,
63,06/03/2021 17:22:03,34.92,,,
64,06/03/2021 17:27:03,34.75,,,
65,06/03/2021 17:32:03,34.66,,,
66,06/03/2021 17:37:03,34.53,,,
67,06/03/2021 17:42:03,34.45,,,
68,06/03/2021 17:47:03,34.36,,,
69,06/03/2021 17:52:03,34.36,,,
70,06/03/2021 17:57:03,34.32,,,
71,06/03/2021 18:02:03,34.36,,,
72,06/03/2021 18:07:03,34.45,,,
73,06/03/2021 18:12:03,34.40,,,
74,06/03/2021 18:17:03,34.49,,,
75,06/03/2021 18:22:03,34.53,,,
76,06/03/2021 18:27:03,34.49,,,
77,06/03/2021 18:32:03,34.40,,,
78,06/03/2021 18:37:03,34.15,,,
79,06/03/2021 18:42:03,33.97,,,
80,06/03/2021 18:47:03,33.67,,,
81,06/03/2021 18:52:03,33.50,,,
82,06/03/2021 18:57:03,33.25,,,
83,06/03/2021 19:02:03,33.07,,,
84,06/03/2021 19:07:03,32.90,,,
85,06/03/2021 19:12:03,32.73,,,
86,06/03/2021 19:17:03,32.52,,,
87,06/03/2021 19:22:03,32.39,,,
88,06/03/2021 19:27:03,32.22,,,
89,06/03/2021 19:32:03,32.04,,,
90,06/03/2021 19:37:03,31.87,,,
91,06/03/2021 19:42:03,31.66,,,
92,06/03/2021 19:47:03,31.44,,,
93,06/03/2021 19:52:03,31.23,,,
94,06/03/2021 19:57:03,30.97,,,
95,06/03/2021 20:02:03,30.71,,,
96,06/03/2021 20:07:03,30.37,,,
97,06/03/2021 20:12:03,30.11,,,
98,06/03/2021 20:17:03,29.81,,,
99,06/03/2021 20:22:03,29.47,,,
100,06/03/2021 20:27:03,29.13,,,
101,06/03/2021 20:32:03,28.78,,,
102,06/03/2021 20:37:03,28.48,,,
103,06/03/2021 20:42:03,28.35,,,
104,06/03/2021 20:47:03,28.40,,,
105,06/03/2021 20:52:03,28.40,,,
106,06/03/2021 20:57:03,28.53,,,
107,06/03/2021 21:02:03,28.61,,,
108,06/03/2021 21:07:03,28.74,,,
109,06/03/2021 21:12:03,28.87,,,
110,06/03/2021 21:17:03,28.91,,,
111,06/03/2021 21:22:03,28.91,,,
112,06/03/2021 21:27:03,28.95,,,
113,06/03/2021 21:32:03,28.87,,,
114,06/03/2021 21:37:03,28.83,,,
115,06/03/2021 21:42:03,28.87,,,
116,06/03/2021 21:47:03,28.78,,,
117,06/03/2021 21:52:03,28.78,,,
118,06/03/2021 21:57:03,28.70,,,
119,06/03/2021 22:02:03,28.70,,,
120,06/03/2021 22:07:03,28.70,,,
121,06/03/2021 22:12:03,28.78,,,
122,06/03/2021 22:17:03,28.70,,,
123,06/03/2021 22:22:03,28.74,,,
124,06/03/2021 22:27:03,28.65,,,
125,06/03/2021 22:32:03,28.61,,,
126,06/03/2021 22:37:03,28.61,,,
127,06/03/2021 22:42:03,28.57,,,
128,06/03/2021 22:47:03,28.53,,,
129,06/03/2021 22:52:03,28.53,,,
130,06/03/2021 22:57:03,28.44,,,
131,06/03/2021 23:02:03,28.48,,,
132,06/03/2021 23:07:03,28.48,,,
133,06/03/2021 23:12:03,28.40,,,
134,06/03/2021 23:17:03,28.40,,,
135,06/03/2021 23:22:03,28.40,,,
136,06/03/2021 23:27:03,28.35,,,
137,06/03/2021 23:32:03,28.27,,,
138,06/03/2021 23:37:03,28.27,,,
139,06/03/2021 23:42:03,28.23,,,
140,06/03/2021 23:47:03,28.18,,,
141,06/03/2021 23:52:03,28.14,,,
142,06/03/2021 23:57:03,28.10,,,
143,06/04/2021 00:02:03,28.01,,,
144,06/04/2021 00:07:03,27.97,,,
145,06/04/2021 00:12:03,27.93,,,
146,06/04/2021 00:17:03,27.88,,,
147,06/04/2021 00:22:03,27.88,,,
148,06/04/2021 00:27:03,27.84,,,
149,06/04/2021 00:32:03,27.80,,,
150,06/04/2021 00:37:03,27.75,,,
151,06/04/2021 00:42:03,27.71,,,
152,06/04/2021 00:47:03,27.71,,,
153,06/04/2021 00:52:03,27.71,,,
154,06/04/2021 00:57:03,27.63,,,
155,06/04/2021 01:02:03,27.54,,,
156,06/04/2021 01:07:03,27.41,,,
157,06/04/2021 01:12:03,27.28,,,
158,06/04/2021 01:17:03,26.98,,,
159,06/04/2021 01:22:03,26.72,,,
160,06/04/2021 01:27:03,26.38,,,
161,06/04/2021 01:32:03,25.99,,,
162,06/04/2021 01:37:03,25.61,,,
163,06/04/2021 01:42:03,25.31,,,
164,06/04/2021 01:47:03,24.92,,,
165,06/04/2021 01:52:03,24.58,,,
166,06/04/2021 01:57:03,24.28,,,
167,06/04/2021 02:02:03,23.94,,,
168,06/04/2021 02:07:03,23.64,,,
169,06/04/2021 02:12:03,23.34,,,
170,06/04/2021 02:17:03,23.03,,,
171,06/04/2021 02:22:03,22.73,,,
172,06/04/2021 02:27:03,22.43,,,
173,06/04/2021 02:32:03,22.13,,,
174,06/04/2021 02:37:03,21.83,,,
175,06/04/2021 02:42:03,21.58,,,
176,06/04/2021 02:47:03,21.28,,,
177,06/04/2021 02:52:03,21.06,,,
178,06/04/2021 02:57:03,20.80,,,
179,06/04/2021 03:02:03,20.59,,,
180,06/04/2021 03:07:03,20.42,,,
181,06/04/2021 03:12:03,20.20,,,
182,06/04/2021 03:17:03,19.99,,,
183,06/04/2021 03:22:03,19.86,,,
184,06/04/2021 03:27:03,19.65,,,
185,06/04/2021 03:32:03,19.56,,,
186,06/04/2021 03:37:03,19.30,,,
187,06/04/2021 03:42:03,19.17,,,
188,06/04/2021 03:47:03,19.00,,,
189,06/04/2021 03:52:03,18.92,,,
190,06/04/2021 03:57:03,18.74,,,
191,06/04/2021 04:02:03,18.70,,,
192,06/04/2021 04:07:03,18.66,,,
193,06/04/2021 04:12:03,18.57,,,
194,06/04/2021 04:17:03,18.49,,,
195,06/04/2021 04:22:03,18.49,,,
196,06/04/2021 04:27:03,18.32,,,
197,06/04/2021 04:32:03,18.23,,,
198,06/04/2021 04:37:03,18.19,,,
199,06/04/2021 04:42:03,18.06,,,
200,06/04/2021 04:47:03,18.02,,,
201,06/04/2021 04:52:03,17.89,,,
202,06/04/2021 04:57:03,17.84,,,
203,06/04/2021 05:02:03,17.80,,,
204,06/04/2021 05:07:03,17.72,,,
205,06/04/2021 05:12:03,17.67,,,
206,06/04/2021 05:17:03,17.63,,,
207,06/04/2021 05:22:03,17.54,,,
208,06/04/2021 05:27:03,17.50,,,
209,06/04/2021 05:32:03,17.46,,,
210,06/04/2021 05:37:03,17.41,,,
211,06/04/2021 05:42:03,17.41,,,
212,06/04/2021 05:47:03,17.33,,,
213,06/04/2021 05:52:03,17.37,,,
214,06/04/2021 05:57:03,17.41,,,
215,06/04/2021 06:02:03,17.50,,,
216,06/04/2021 06:07:03,17.54,,,
217,06/04/2021 06:12:03,17.54,,,
218,06/04/2021 06:17:03,17.59,,,
219,06/04/2021 06:22:03,17.67,,,
220,06/04/2021 06:27:03,17.76,,,
221,06/04/2021 06:32:03,17.84,,,
222,06/04/2021 06:37:03,17.97,,,
223,06/04/2021 06:42:03,18.02,,,
224,06/04/2021 06:47:03,18.19,,,
225,06/04/2021 06:52:03,18.36,,,
226,06/04/2021 06:57:03,18.57,,,
227,06/04/2021 07:02:03,18.79,,,
228,06/04/2021 07:07:03,19.17,,,
229,06/04/2021 07:12:03,19.52,,,
230,06/04/2021 07:17:03,19.90,,,
231,06/04/2021 07:22:03,20.33,,,
232,06/04/2021 07:27:03,20.76,,,
233,06/04/2021 07:32:03,21.06,,,
