#,Fecha/hora (PDT),Ch: 1 - Temperatura   (°C),Anfitrión conectado,Final del archivo
1,06/16/2022 10:11:57,31,79,,
2,06/16/2022 10:16:57,30,93,,
3,06/16/2022 10:21:57,30,41,,
4,06/16/2022 10:26:57,30,07,,
5,06/16/2022 10:31:57,29,81,,
6,06/16/2022 10:36:57,30,07,,
7,06/16/2022 10:41:57,30,37,,
8,06/16/2022 10:46:57,30,03,,
9,06/16/2022 10:51:57,30,41,,
10,06/16/2022 10:56:57,30,20,,
11,06/16/2022 11:01:57,30,28,,
12,06/16/2022 11:06:57,30,37,,
13,06/16/2022 11:11:57,30,03,,
14,06/16/2022 11:16:57,30,54,,
15,06/16/2022 11:21:57,30,46,,
16,06/16/2022 11:26:57,30,59,,
17,06/16/2022 11:31:57,30,28,,
18,06/16/2022 11:36:57,30,54,,
19,06/16/2022 11:41:57,30,28,,
20,06/16/2022 11:46:57,30,46,,
21,06/16/2022 11:51:57,30,41,,
22,06/16/2022 11:56:57,30,37,,
23,06/16/2022 12:01:57,30,33,,
24,06/16/2022 12:06:57,30,71,,
25,06/16/2022 12:11:57,30,80,,
26,06/16/2022 12:16:57,30,93,,
27,06/16/2022 12:21:57,31,23,,
28,06/16/2022 12:26:57,30,93,,
29,06/16/2022 12:31:57,31,01,,
30,06/16/2022 12:36:57,30,76,,
31,06/16/2022 12:41:57,30,67,,
32,06/16/2022 12:46:57,31,83,,
33,06/16/2022 12:51:57,31,96,,
34,06/16/2022 12:56:57,31,87,,
35,06/16/2022 13:01:57,32,04,,
36,06/16/2022 13:06:57,31,92,,
37,06/16/2022 13:11:57,31,53,,
38,06/16/2022 13:16:57,31,27,,
39,06/16/2022 13:21:57,31,40,,
40,06/16/2022 13:26:57,31,70,,
41,06/16/2022 13:31:57,31,74,,
42,06/16/2022 13:36:57,32,22,,
43,06/16/2022 13:41:57,31,74,,
44,06/16/2022 13:46:57,31,66,,
45,06/16/2022 13:51:57,32,04,,
46,06/16/2022 13:56:57,31,83,,
47,06/16/2022 14:01:57,32,09,,
48,06/16/2022 14:06:57,32,17,,
49,06/16/2022 14:11:57,32,00,,
50,06/16/2022 14:16:57,32,09,,
51,06/16/2022 14:21:57,31,83,,
52,06/16/2022 14:26:57,32,04,,
53,06/16/2022 14:31:57,32,43,,
54,06/16/2022 14:36:57,32,56,,
55,06/16/2022 14:41:57,32,90,,
56,06/16/2022 14:46:57,32,94,,
57,06/16/2022 14:51:57,32,69,,
58,06/16/2022 14:56:57,33,03,,
59,06/16/2022 15:01:57,32,99,,
60,06/16/2022 15:06:57,32,90,,
61,06/16/2022 15:11:57,32,99,,
62,06/16/2022 15:16:57,32,90,,
63,06/16/2022 15:21:57,33,03,,
64,06/16/2022 15:26:57,33,07,,
65,06/16/2022 15:31:57,33,07,,
66,06/16/2022 15:36:57,32,73,,
67,06/16/2022 15:41:57,33,03,,
68,06/16/2022 15:46:57,33,20,,
69,06/16/2022 15:51:57,33,50,,
70,06/16/2022 15:56:57,33,20,,
71,06/16/2022 16:01:57,32,60,,
72,06/16/2022 16:06:57,32,73,,
73,06/16/2022 16:11:57,32,17,,
74,06/16/2022 16:16:57,32,34,,
75,06/16/2022 16:21:57,32,60,,
76,06/16/2022 16:26:57,32,90,,
77,06/16/2022 16:31:57,32,99,,
78,06/16/2022 16:36:57,32,52,,
79,06/16/2022 16:41:57,32,34,,
80,06/16/2022 16:46:57,32,22,,
81,06/16/2022 16:51:57,32,17,,
82,06/16/2022 16:56:57,32,22,,
83,06/16/2022 17:01:57,32,17,,
84,06/16/2022 17:06:57,31,61,,
85,06/16/2022 17:11:57,31,70,,
86,06/16/2022 17:16:57,31,79,,
87,06/16/2022 17:21:57,31,49,,
88,06/16/2022 17:26:57,30,89,,
89,06/16/2022 17:31:57,30,67,,
90,06/16/2022 17:36:57,30,16,,
91,06/16/2022 17:41:57,29,68,,
92,06/16/2022 17:46:57,29,43,,
93,06/16/2022 17:51:57,29,30,,
94,06/16/2022 17:56:57,29,26,,
95,06/16/2022 18:01:57,28,70,,
96,06/16/2022 18:06:57,28,23,,
97,06/16/2022 18:11:57,27,97,,
98,06/16/2022 18:16:57,27,97,,
99,06/16/2022 18:21:57,27,67,,
100,06/16/2022 18:26:57,27,07,,
101,06/16/2022 18:31:57,26,64,,
102,06/16/2022 18:36:57,26,08,,
103,06/16/2022 18:41:57,25,78,,
104,06/16/2022 18:46:57,25,61,,
105,06/16/2022 18:51:57,24,24,,
106,06/16/2022 18:56:57,23,29,,
107,06/16/2022 19:01:57,22,78,,
108,06/16/2022 19:06:57,22,31,,
109,06/16/2022 19:11:57,21,92,,
110,06/16/2022 19:16:57,21,58,,
111,06/16/2022 19:21:57,21,15,,
112,06/16/2022 19:26:57,20,68,,
113,06/16/2022 19:31:57,20,33,,
114,06/16/2022 19:36:57,20,07,,
115,06/16/2022 19:41:57,19,90,,
116,06/16/2022 19:46:57,19,82,,
117,06/16/2022 19:51:57,19,77,,
118,06/16/2022 19:56:57,19,56,,
119,06/16/2022 20:01:57,19,35,,
120,06/16/2022 20:06:57,19,05,,
121,06/16/2022 20:11:57,18,74,,
122,06/16/2022 20:16:57,18,44,,
123,06/16/2022 20:21:57,18,10,,
124,06/16/2022 20:26:57,17,93,,
125,06/16/2022 20:31:57,17,80,,
126,06/16/2022 20:36:57,17,63,,
127,06/16/2022 20:41:57,17,46,,
128,06/16/2022 20:46:57,17,29,,
129,06/16/2022 20:51:57,17,11,,
130,06/16/2022 20:56:57,16,86,,
131,06/16/2022 21:01:57,16,69,,
132,06/16/2022 21:06:57,16,51,,
133,06/16/2022 21:11:57,16,39,,
134,06/16/2022 21:16:57,16,34,,
135,06/16/2022 21:21:57,16,26,,
136,06/16/2022 21:26:57,16,26,,
137,06/16/2022 21:31:57,16,13,,
138,06/16/2022 21:36:57,16,13,,
139,06/16/2022 21:41:57,15,96,,
140,06/16/2022 21:46:57,15,87,,
141,06/16/2022 21:51:57,15,78,,
142,06/16/2022 21:56:57,15,74,,
143,06/16/2022 22:01:57,15,66,,
144,06/16/2022 22:06:57,15,57,,
145,06/16/2022 22:11:57,15,57,,
146,06/16/2022 22:16:57,15,44,,
147,06/16/2022 22:21:57,15,27,,
148,06/16/2022 22:26:57,15,18,,
149,06/16/2022 22:31:57,15,23,,
150,06/16/2022 22:36:57,15,18,,
151,06/16/2022 22:41:57,15,18,,
152,06/16/2022 22:46:57,15,10,,
153,06/16/2022 22:51:57,15,14,,
154,06/16/2022 22:56:57,15,14,,
155,06/16/2022 23:01:57,15,18,,
156,06/16/2022 23:06:57,15,01,,
157,06/16/2022 23:11:57,14,84,,
158,06/16/2022 23:16:57,14,75,,
159,06/16/2022 23:21:57,14,63,,
160,06/16/2022 23:26:57,14,67,,
161,06/16/2022 23:31:57,14,67,,
162,06/16/2022 23:36:57,14,63,,
163,06/16/2022 23:41:57,14,67,,
164,06/16/2022 23:46:57,14,67,,
165,06/16/2022 23:51:57,14,75,,
166,06/16/2022 23:56:57,14,67,,
167,06/17/2022 00:01:57,14,63,,
168,06/17/2022 00:06:57,14,58,,
169,06/17/2022 00:11:57,14,67,,
170,06/17/2022 00:16:57,14,71,,
171,06/17/2022 00:21:57,14,67,,
172,06/17/2022 00:26:57,14,71,,
173,06/17/2022 00:31:57,14,75,,
174,06/17/2022 00:36:57,14,84,,
175,06/17/2022 00:41:57,14,84,,
176,06/17/2022 00:46:57,14,84,,
177,06/17/2022 00:51:57,14,93,,
178,06/17/2022 00:56:57,15,01,,
179,06/17/2022 01:01:57,14,93,,
180,06/17/2022 01:06:57,14,80,,
181,06/17/2022 01:11:57,14,63,,
182,06/17/2022 01:16:57,14,58,,
183,06/17/2022 01:21:57,14,45,,
184,06/17/2022 01:26:57,14,20,,
185,06/17/2022 01:31:57,14,11,,
186,06/17/2022 01:36:57,14,03,,
187,06/17/2022 01:41:57,13,94,,
188,06/17/2022 01:46:57,13,81,,
189,06/17/2022 01:51:57,13,73,,
190,06/17/2022 01:56:57,13,73,,
191,06/17/2022 02:01:57,13,77,,
192,06/17/2022 02:06:57,13,64,,
193,06/17/2022 02:11:57,13,64,,
194,06/17/2022 02:16:57,13,68,,
195,06/17/2022 02:21:57,13,73,,
196,06/17/2022 02:26:57,13,73,,
197,06/17/2022 02:31:57,13,68,,
198,06/17/2022 02:36:57,13,68,,
199,06/17/2022 02:41:57,13,64,,
200,06/17/2022 02:46:57,13,47,,
201,06/17/2022 02:51:57,13,47,,
202,06/17/2022 02:56:57,13,47,,
203,06/17/2022 03:01:57,13,43,,
204,06/17/2022 03:06:57,13,30,,
205,06/17/2022 03:11:57,13,17,,
206,06/17/2022 03:16:57,13,08,,
207,06/17/2022 03:21:57,13,04,,
208,06/17/2022 03:26:57,13,00,,
209,06/17/2022 03:31:57,13,00,,
210,06/17/2022 03:36:57,12,95,,
211,06/17/2022 03:41:57,12,87,,
212,06/17/2022 03:46:57,12,91,,
213,06/17/2022 03:51:57,12,82,,
214,06/17/2022 03:56:57,12,87,,
215,06/17/2022 04:01:57,12,91,,
216,06/17/2022 04:06:57,12,95,,
217,06/17/2022 04:11:57,12,95,,
218,06/17/2022 04:16:57,12,91,,
219,06/17/2022 04:21:57,13,00,,
220,06/17/2022 04:26:57,12,95,,
221,06/17/2022 04:31:57,13,00,,
222,06/17/2022 04:36:57,13,00,,
223,06/17/2022 04:41:57,13,00,,
224,06/17/2022 04:46:57,12,91,,
225,06/17/2022 04:51:57,12,87,,
226,06/17/2022 04:56:57,12,91,,
227,06/17/2022 05:01:57,12,82,,
228,06/17/2022 05:06:57,12,87,,
229,06/17/2022 05:11:57,12,78,,
230,06/17/2022 05:16:57,12,78,,
231,06/17/2022 05:21:57,12,74,,
232,06/17/2022 05:26:57,12,65,,
233,06/17/2022 05:31:57,12,61,,
234,06/17/2022 05:36:57,12,52,,
235,06/17/2022 05:41:57,12,48,,
236,06/17/2022 05:46:57,12,44,,
237,06/17/2022 05:51:57,12,48,,
238,06/17/2022 05:56:57,12,44,,
239,06/17/2022 06:01:57,12,48,,
240,06/17/2022 06:06:57,12,44,,
241,06/17/2022 06:11:57,12,57,,
242,06/17/2022 06:16:57,12,48,,
243,06/17/2022 06:21:57,12,48,,
244,06/17/2022 06:26:57,12,52,,
245,06/17/2022 06:31:57,12,65,,
246,06/17/2022 06:36:57,12,70,,
247,06/17/2022 06:41:57,12,82,,
248,06/17/2022 06:46:57,12,91,,
249,06/17/2022 06:51:57,13,04,,
250,06/17/2022 06:56:57,13,25,,
251,06/17/2022 07:01:57,13,47,,
252,06/17/2022 07:06:57,13,55,,
