#,Date-Time (PDT),Ch:1 - Temperature   (°C),Host Connected,Stopped,End of File
1,06/08/2023 11:02:38,29.77,,,
2,06/08/2023 11:07:38,28.35,,,
3,06/08/2023 11:12:38,27.67,,,
4,06/08/2023 11:17:38,27.37,,,
5,06/08/2023 11:22:38,27.24,,,
6,06/08/2023 11:27:38,27.07,,,
7,06/08/2023 11:32:38,26.85,,,
8,06/08/2023 11:37:38,26.81,,,
9,06/08/2023 11:42:38,26.72,,,
10,06/08/2023 11:47:38,26.68,,,
11,06/08/2023 11:52:38,26.68,,,
12,06/08/2023 11:57:38,26.60,,,
13,06/08/2023 12:02:38,26.64,,,
14,06/08/2023 12:07:38,26.60,,,
15,06/08/2023 12:12:38,26.68,,,
16,06/08/2023 12:17:38,26.72,,,
17,06/08/2023 12:22:38,26.64,,,
18,06/08/2023 12:27:38,26.64,,,
19,06/08/2023 12:32:38,26.85,,,
20,06/08/2023 12:37:38,26.77,,,
21,06/08/2023 12:42:38,26.81,,,
22,06/08/2023 12:47:38,26.85,,,
23,06/08/2023 12:52:38,26.85,,,
24,06/08/2023 12:57:38,26.94,,,
25,06/08/2023 13:02:38,27.02,,,
26,06/08/2023 13:07:38,27.15,,,
27,06/08/2023 13:12:38,27.24,,,
28,06/08/2023 13:17:38,27.24,,,
29,06/08/2023 13:22:38,27.20,,,
30,06/08/2023 13:27:38,27.20,,,
31,06/08/2023 13:32:38,27.32,,,
32,06/08/2023 13:37:38,27.37,,,
33,06/08/2023 13:42:38,27.41,,,
34,06/08/2023 13:47:38,27.54,,,
35,06/08/2023 13:52:38,27.63,,,
36,06/08/2023 13:57:38,27.54,,,
37,06/08/2023 14:02:38,27.67,,,
38,06/08/2023 14:07:38,27.67,,,
39,06/08/2023 14:12:38,27.67,,,
40,06/08/2023 14:17:38,27.80,,,
41,06/08/2023 14:22:38,27.93,,,
42,06/08/2023 14:27:38,28.01,,,
43,06/08/2023 14:32:38,28.18,,,
44,06/08/2023 14:37:38,28.23,,,
45,06/08/2023 14:42:38,28.27,,,
46,06/08/2023 14:47:38,28.27,,,
47,06/08/2023 14:52:38,28.35,,,
48,06/08/2023 14:57:38,28.31,,,
