#,Date-Time (PDT),Ch:1 - Temperature   (°C),Button Down,Button Up,Host Connected,Stopped,End of File
1,06/01/2023 16:07:12,32.13,,,,,
2,06/01/2023 16:12:12,29.38,,,,,
3,06/01/2023 16:17:12,28.18,,,,,
4,06/01/2023 16:22:12,27.97,,,,,
5,06/01/2023 16:27:12,27.93,,,,,
6,06/01/2023 16:32:12,27.75,,,,,
7,06/01/2023 16:37:12,27.67,,,,,
8,06/01/2023 16:42:12,27.84,,,,,
9,06/01/2023 16:47:12,27.88,,,,,
10,06/01/2023 16:52:12,27.71,,,,,
11,06/01/2023 16:57:12,27.80,,,,,
12,06/01/2023 17:02:12,27.75,,,,,
13,06/01/2023 17:07:12,27.75,,,,,
14,06/01/2023 17:12:12,27.84,,,,,
15,06/01/2023 17:17:12,27.97,,,,,
16,06/01/2023 17:22:12,27.75,,,,,
17,06/01/2023 17:27:12,27.80,,,,,
18,06/01/2023 17:32:12,27.75,,,,,
19,06/01/2023 17:37:12,27.80,,,,,
20,06/01/2023 17:42:12,27.67,,,,,
21,06/01/2023 17:47:12,27.54,,,,,
22,06/01/2023 17:52:12,27.24,,,,,
23,06/01/2023 17:57:12,27.11,,,,,
24,06/01/2023 18:02:12,26.81,,,,,
25,06/01/2023 18:07:12,26.47,,,,,
26,06/01/2023 18:12:12,26.21,,,,,
27,06/01/2023 18:17:12,25.74,,,,,
28,06/01/2023 18:22:12,25.39,,,,,
29,06/01/2023 18:27:12,25.09,,,,,
30,06/01/2023 18:32:12,24.84,,,,,
31,06/01/2023 18:37:12,24.32,,,,,
32,06/01/2023 18:42:12,23.94,,,,,
33,06/01/2023 18:47:12,23.55,,,,,
34,06/01/2023 18:52:12,23.34,,,,,
35,06/01/2023 18:57:12,23.12,,,,,
36,06/01/2023 19:02:12,22.99,,,,,
37,06/01/2023 19:07:12,22.82,,,,,
38,06/01/2023 19:12:12,22.61,,,,,
39,06/01/2023 19:17:12,22.31,,,,,
40,06/01/2023 19:22:12,22.05,,,,,
