#,Date-Time (PDT),Ch:1 - Temperature   (°C),Host Connected,Button Down,Button Up,Stopped,End of File
43,04/05/2022 11:35:46,20.98,,,,,
44,04/05/2022 11:40:46,21.28,,,,,
45,04/05/2022 11:45:46,21.62,,,,,
46,04/05/2022 11:50:46,21.83,,,,,
47,04/05/2022 11:55:46,22.13,,,,,
48,04/05/2022 12:00:46,22.43,,,,,
49,04/05/2022 12:05:46,22.43,,,,,
50,04/05/2022 12:10:46,22.52,,,,,
51,04/05/2022 12:15:46,22.78,,,,,
52,04/05/2022 12:20:46,22.78,,,,,
53,04/05/2022 12:25:46,22.99,,,,,
54,04/05/2022 12:30:46,23.29,,,,,
55,04/05/2022 12:35:46,23.29,,,,,
56,04/05/2022 12:40:46,23.38,,,,,
57,04/05/2022 12:45:46,23.94,,,,,
58,04/05/2022 12:50:46,24.11,,,,,
59,04/05/2022 12:55:46,24.06,,,,,
60,04/05/2022 13:00:46,24.06,,,,,
61,04/05/2022 13:05:46,23.85,,,,,
62,04/05/2022 13:10:46,24.15,,,,,
63,04/05/2022 13:15:46,23.98,,,,,
64,04/05/2022 13:20:46,24.24,,,,,
65,04/05/2022 13:25:46,24.28,,,,,
66,04/05/2022 13:30:46,24.66,,,,,
67,04/05/2022 13:35:46,24.97,,,,,
68,04/05/2022 13:40:46,25.27,,,,,
69,04/05/2022 13:45:46,25.14,,,,,
70,04/05/2022 13:50:46,25.48,,,,,
71,04/05/2022 13:55:46,25.48,,,,,
72,04/05/2022 14:00:46,25.69,,,,,
73,04/05/2022 14:05:46,25.57,,,,,
74,04/05/2022 14:10:46,25.87,,,,,
75,04/05/2022 14:15:46,25.99,,,,,
76,04/05/2022 14:20:46,25.74,,,,,
77,04/05/2022 14:25:46,25.91,,,,,
78,04/05/2022 14:30:46,25.95,,,,,
79,04/05/2022 14:35:46,26.21,,,,,
80,04/05/2022 14:40:46,26.21,,,,,
81,04/05/2022 14:45:46,25.91,,,,,
82,04/05/2022 14:50:46,26.08,,,,,
83,04/05/2022 14:55:46,25.57,,,,,
84,04/05/2022 15:00:46,25.82,,,,,
85,04/05/2022 15:05:46,26.21,,,,,
86,04/05/2022 15:10:46,26.51,,,,,
87,04/05/2022 15:15:46,27.07,,,,,
88,04/05/2022 15:20:46,27.37,,,,,
89,04/05/2022 15:25:46,27.24,,,,,
90,04/05/2022 15:30:46,27.11,,,,,
91,04/05/2022 15:35:46,26.98,,,,,
92,04/05/2022 15:40:46,27.20,,,,,
93,04/05/2022 15:45:46,27.02,,,,,
94,04/05/2022 15:50:46,27.20,,,,,
95,04/05/2022 15:55:46,27.15,,,,,
96,04/05/2022 16:00:46,27.07,,,,,
97,04/05/2022 16:05:46,27.02,,,,,
98,04/05/2022 16:10:46,26.90,,,,,
99,04/05/2022 16:15:46,26.94,,,,,
100,04/05/2022 16:20:46,27.11,,,,,
101,04/05/2022 16:25:46,26.98,,,,,
102,04/05/2022 16:30:46,27.07,,,,,
103,04/05/2022 16:35:46,27.20,,,,,
104,04/05/2022 16:40:46,27.11,,,,,
105,04/05/2022 16:45:46,26.81,,,,,
106,04/05/2022 16:50:46,26.72,,,,,
107,04/05/2022 16:55:46,26.64,,,,,
108,04/05/2022 17:00:46,26.81,,,,,
109,04/05/2022 17:05:46,26.64,,,,,
110,04/05/2022 17:10:46,26.64,,,,,
111,04/05/2022 17:15:46,26.72,,,,,
112,04/05/2022 17:20:46,26.81,,,,,
113,04/05/2022 17:25:46,26.90,,,,,
114,04/05/2022 17:30:46,26.94,,,,,
115,04/05/2022 17:35:46,27.02,,,,,
116,04/05/2022 17:40:46,27.24,,,,,
117,04/05/2022 17:45:46,26.85,,,,,
118,04/05/2022 17:50:46,26.68,,,,,
119,04/05/2022 17:55:46,27.07,,,,,
120,04/05/2022 18:00:46,27.20,,,,,
121,04/05/2022 18:05:46,26.94,,,,,
122,04/05/2022 18:10:46,26.81,,,,,
123,04/05/2022 18:15:46,26.30,,,,,
124,04/05/2022 18:20:46,26.30,,,,,
125,04/05/2022 18:25:46,26.30,,,,,
126,04/05/2022 18:30:46,26.34,,,,,
127,04/05/2022 18:35:46,26.51,,,,,
128,04/05/2022 18:40:46,26.30,,,,,
129,04/05/2022 18:45:46,25.82,,,,,
130,04/05/2022 18:50:46,25.69,,,,,
131,04/05/2022 18:55:46,25.31,,,,,
132,04/05/2022 19:00:46,24.54,,,,,
133,04/05/2022 19:05:46,23.89,,,,,
134,04/05/2022 19:10:46,23.03,,,,,
135,04/05/2022 19:15:46,22.01,,,,,
136,04/05/2022 19:20:46,21.36,,,,,
137,04/05/2022 19:25:46,20.85,,,,,
138,04/05/2022 19:30:46,20.33,,,,,
139,04/05/2022 19:35:46,19.60,,,,,
140,04/05/2022 19:40:46,18.96,,,,,
141,04/05/2022 19:45:46,18.40,,,,,
142,04/05/2022 19:50:46,17.80,,,,,
143,04/05/2022 19:55:46,17.33,,,,,
144,04/05/2022 20:00:46,16.77,,,,,
145,04/05/2022 20:05:46,16.13,,,,,
146,04/05/2022 20:10:46,15.48,,,,,
147,04/05/2022 20:15:46,14.71,,,,,
148,04/05/2022 20:20:46,14.07,,,,,
149,04/05/2022 20:25:46,13.47,,,,,
150,04/05/2022 20:30:46,12.78,,,,,
151,04/05/2022 20:35:46,12.31,,,,,
152,04/05/2022 20:40:46,11.75,,,,,
153,04/05/2022 20:45:46,11.19,,,,,
154,04/05/2022 20:50:46,10.72,,,,,
155,04/05/2022 20:55:46,10.34,,,,,
156,04/05/2022 21:00:46,9.95,,,,,
157,04/05/2022 21:05:46,9.65,,,,,
158,04/05/2022 21:10:46,9.31,,,,,
159,04/05/2022 21:15:46,9.09,,,,,
160,04/05/2022 21:20:46,8.83,,,,,
161,04/05/2022 21:25:46,8.58,,,,,
162,04/05/2022 21:30:46,8.32,,,,,
163,04/05/2022 21:35:46,8.06,,,,,
164,04/05/2022 21:40:46,7.81,,,,,
165,04/05/2022 21:45:46,7.59,,,,,
166,04/05/2022 21:50:46,7.33,,,,,
167,04/05/2022 21:55:46,7.03,,,,,
168,04/05/2022 22:00:46,6.90,,,,,
169,04/05/2022 22:05:46,6.65,,,,,
170,04/05/2022 22:10:46,6.56,,,,,
171,04/05/2022 22:15:46,6.52,,,,,
172,04/05/2022 22:20:46,6.60,,,,,
173,04/05/2022 22:25:46,6.78,,,,,
174,04/05/2022 22:30:46,7.08,,,,,
175,04/05/2022 22:35:46,7.29,,,,,
176,04/05/2022 22:40:46,7.46,,,,,
177,04/05/2022 22:45:46,7.72,,,,,
178,04/05/2022 22:50:46,7.81,,,,,
179,04/05/2022 22:55:46,7.98,,,,,
180,04/05/2022 23:00:46,8.06,,,,,
181,04/05/2022 23:05:46,8.15,,,,,
182,04/05/2022 23:10:46,8.36,,,,,
183,04/05/2022 23:15:46,8.71,,,,,
184,04/05/2022 23:20:46,9.14,,,,,
185,04/05/2022 23:25:46,9.74,,,,,
186,04/05/2022 23:30:46,10.16,,,,,
187,04/05/2022 23:35:46,10.59,,,,,
188,04/05/2022 23:40:46,10.81,,,,,
189,04/05/2022 23:45:46,10.98,,,,,
190,04/05/2022 23:50:46,10.98,,,,,
191,04/05/2022 23:55:46,10.98,,,,,
192,04/06/2022 00:00:46,10.94,,,,,
193,04/06/2022 00:05:46,10.85,,,,,
194,04/06/2022 00:10:46,10.68,,,,,
195,04/06/2022 00:15:46,10.68,,,,,
196,04/06/2022 00:20:46,10.85,,,,,
197,04/06/2022 00:25:46,11.07,,,,,
198,04/06/2022 00:30:46,11.24,,,,,
199,04/06/2022 00:35:46,11.58,,,,,
200,04/06/2022 00:40:46,12.05,,,,,
201,04/06/2022 00:45:46,12.35,,,,,
202,04/06/2022 00:50:46,12.57,,,,,
203,04/06/2022 00:55:46,12.87,,,,,
204,04/06/2022 01:00:46,12.95,,,,,
205,04/06/2022 01:05:46,13.00,,,,,
206,04/06/2022 01:10:46,13.04,,,,,
207,04/06/2022 01:15:46,13.08,,,,,
208,04/06/2022 01:20:46,13.04,,,,,
209,04/06/2022 01:25:46,13.12,,,,,
210,04/06/2022 01:30:46,13.17,,,,,
211,04/06/2022 01:35:46,13.21,,,,,
212,04/06/2022 01:40:46,13.43,,,,,
213,04/06/2022 01:45:46,13.51,,,,,
214,04/06/2022 01:50:46,13.51,,,,,
215,04/06/2022 01:55:46,13.64,,,,,
216,04/06/2022 02:00:46,13.68,,,,,
217,04/06/2022 02:05:46,13.73,,,,,
218,04/06/2022 02:10:46,13.73,,,,,
219,04/06/2022 02:15:46,13.85,,,,,
220,04/06/2022 02:20:46,13.90,,,,,
221,04/06/2022 02:25:46,13.85,,,,,
222,04/06/2022 02:30:46,13.94,,,,,
223,04/06/2022 02:35:46,13.98,,,,,
224,04/06/2022 02:40:46,14.11,,,,,
225,04/06/2022 02:45:46,14.15,,,,,
226,04/06/2022 02:50:46,14.20,,,,,
227,04/06/2022 02:55:46,14.28,,,,,
228,04/06/2022 03:00:46,14.24,,,,,
229,04/06/2022 03:05:46,14.20,,,,,
230,04/06/2022 03:10:46,14.33,,,,,
231,04/06/2022 03:15:46,14.24,,,,,
232,04/06/2022 03:20:46,14.33,,,,,
233,04/06/2022 03:25:46,14.37,,,,,
234,04/06/2022 03:30:46,14.45,,,,,
235,04/06/2022 03:35:46,14.41,,,,,
236,04/06/2022 03:40:46,14.37,,,,,
237,04/06/2022 03:45:46,14.37,,,,,
238,04/06/2022 03:50:46,14.33,,,,,
239,04/06/2022 03:55:46,14.33,,,,,
240,04/06/2022 04:00:46,14.33,,,,,
241,04/06/2022 04:05:46,14.24,,,,,
242,04/06/2022 04:10:46,14.20,,,,,
243,04/06/2022 04:15:46,14.15,,,,,
244,04/06/2022 04:20:46,14.15,,,,,
245,04/06/2022 04:25:46,14.11,,,,,
246,04/06/2022 04:30:46,14.07,,,,,
247,04/06/2022 04:35:46,14.03,,,,,
248,04/06/2022 04:40:46,13.98,,,,,
249,04/06/2022 04:45:46,13.94,,,,,
250,04/06/2022 04:50:46,13.98,,,,,
251,04/06/2022 04:55:46,13.94,,,,,
252,04/06/2022 05:00:46,13.90,,,,,
253,04/06/2022 05:05:46,13.94,,,,,
254,04/06/2022 05:10:46,13.85,,,,,
255,04/06/2022 05:15:46,13.85,,,,,
256,04/06/2022 05:20:46,13.85,,,,,
257,04/06/2022 05:25:46,13.81,,,,,
258,04/06/2022 05:30:46,13.77,,,,,
259,04/06/2022 05:35:46,13.73,,,,,
260,04/06/2022 05:40:46,13.77,,,,,
261,04/06/2022 05:45:46,13.94,,,,,
262,04/06/2022 05:50:46,13.90,,,,,
263,04/06/2022 05:55:46,13.94,,,,,
264,04/06/2022 06:00:46,13.90,,,,,
265,04/06/2022 06:05:46,13.94,,,,,
266,04/06/2022 06:10:46,13.94,,,,,
267,04/06/2022 06:15:46,13.94,,,,,
268,04/06/2022 06:20:46,13.98,,,,,
269,04/06/2022 06:25:46,14.03,,,,,
270,04/06/2022 06:30:46,14.07,,,,,
271,04/06/2022 06:35:46,14.07,,,,,
272,04/06/2022 06:40:46,14.03,,,,,
273,04/06/2022 06:45:46,14.03,,,,,
274,04/06/2022 06:50:46,13.94,,,,,
275,04/06/2022 06:55:46,13.94,,,,,
276,04/06/2022 07:00:46,13.85,,,,,
277,04/06/2022 07:05:46,13.81,,,,,
278,04/06/2022 07:10:46,13.73,,,,,
279,04/06/2022 07:15:46,13.73,,,,,
280,04/06/2022 07:20:46,13.68,,,,,
281,04/06/2022 07:25:46,13.73,,,,,
282,04/06/2022 07:30:46,13.77,,,,,
283,04/06/2022 07:35:46,13.85,,,,,
284,04/06/2022 07:40:46,13.94,,,,,
285,04/06/2022 07:45:46,14.07,,,,,
286,04/06/2022 07:50:46,14.24,,,,,
287,04/06/2022 07:55:46,14.37,,,,,
288,04/06/2022 08:00:46,14.54,,,,,
289,04/06/2022 08:05:46,14.71,,,,,
290,04/06/2022 08:10:46,14.93,,,,,
291,04/06/2022 08:15:46,15.06,,,,,
292,04/06/2022 08:20:46,15.27,,,,,
293,04/06/2022 08:25:46,15.57,,,,,
294,04/06/2022 08:30:46,15.96,,,,,
295,04/06/2022 08:35:46,16.39,,,,,
296,04/06/2022 08:40:46,16.90,,,,,
297,04/06/2022 08:45:46,17.24,,,,,
298,04/06/2022 08:50:46,17.76,,,,,
299,04/06/2022 08:55:46,18.14,,,,,
300,04/06/2022 09:00:46,18.49,,,,,
301,04/06/2022 09:05:46,18.87,,,,,
302,04/06/2022 09:10:46,19.22,,,,,
303,04/06/2022 09:15:46,19.47,,,,,
304,04/06/2022 09:20:46,19.82,,,,,
305,04/06/2022 09:25:46,20.12,,,,,
306,04/06/2022 09:30:46,20.46,,,,,
307,04/06/2022 09:35:46,20.85,,,,,
308,04/06/2022 09:40:46,21.15,,,,,
309,04/06/2022 09:45:46,21.32,,,,,
310,04/06/2022 09:50:46,21.75,,,,,
311,04/06/2022 09:55:46,22.01,,,,,
312,04/06/2022 10:00:46,22.39,,,,,
313,04/06/2022 10:05:46,22.48,,,,,
314,04/06/2022 10:10:46,22.65,,,,,
315,04/06/2022 10:15:46,22.91,,,,,
316,04/06/2022 10:20:46,23.21,,,,,
317,04/06/2022 10:25:46,23.21,,,,,
318,04/06/2022 10:30:46,23.51,,,,,
319,04/06/2022 10:35:46,23.72,,,,,
320,04/06/2022 10:40:46,24.15,,,,,
321,04/06/2022 10:45:46,24.28,,,,,
322,04/06/2022 10:50:46,24.62,,,,,
323,04/06/2022 10:55:46,24.84,,,,,
324,04/06/2022 11:00:46,25.18,,,,,
325,04/06/2022 11:05:46,25.57,,,,,
326,04/06/2022 11:10:46,25.82,,,,,
327,04/06/2022 11:15:46,26.21,,,,,
328,04/06/2022 11:20:46,26.77,,,,,
329,04/06/2022 11:25:46,27.07,,,,,
330,04/06/2022 11:30:46,27.37,,,,,
331,04/06/2022 11:35:46,27.63,,,,,
332,04/06/2022 11:40:46,28.10,,,,,
333,04/06/2022 11:45:46,28.27,,,,,
334,04/06/2022 11:50:46,28.61,,,,,
335,04/06/2022 11:55:46,29.00,,,,,
336,04/06/2022 12:00:46,29.51,,,,,
337,04/06/2022 12:05:46,29.38,,,,,
338,04/06/2022 12:10:46,29.26,,,,,
339,04/06/2022 12:15:46,29.68,,,,,
340,04/06/2022 12:20:46,30.03,,,,,
341,04/06/2022 12:25:46,30.03,,,,,
342,04/06/2022 12:30:46,30.37,,,,,
343,04/06/2022 12:35:46,30.46,,,,,
344,04/06/2022 12:40:46,30.20,,,,,
345,04/06/2022 12:45:46,30.28,,,,,
346,04/06/2022 12:50:46,30.59,,,,,
347,04/06/2022 12:55:46,30.80,,,,,
348,04/06/2022 13:00:46,31.40,,,,,
349,04/06/2022 13:05:46,31.66,,,,,
350,04/06/2022 13:10:46,31.70,,,,,
351,04/06/2022 13:15:46,32.00,,,,,
352,04/06/2022 13:20:46,32.34,,,,,
353,04/06/2022 13:25:46,32.94,,,,,
354,04/06/2022 13:30:46,32.82,,,,,
355,04/06/2022 13:35:46,33.07,,,,,
356,04/06/2022 13:40:46,33.46,,,,,
357,04/06/2022 13:45:46,33.33,,,,,
358,04/06/2022 13:50:46,33.42,,,,,
359,04/06/2022 13:55:46,33.55,,,,,
360,04/06/2022 14:00:46,33.72,,,,,
361,04/06/2022 14:05:46,33.97,,,,,
362,04/06/2022 14:10:46,33.85,,,,,
363,04/06/2022 14:15:46,34.15,,,,,
364,04/06/2022 14:20:46,34.27,,,,,
365,04/06/2022 14:25:46,34.36,,,,,
366,04/06/2022 14:30:46,34.70,,,,,
367,04/06/2022 14:35:46,34.75,,,,,
368,04/06/2022 14:40:46,34.96,,,,,
369,04/06/2022 14:45:46,35.13,,,,,
370,04/06/2022 14:50:46,35.43,,,,,
371,04/06/2022 14:55:46,35.82,,,,,
372,04/06/2022 15:00:46,35.18,,,,,
373,04/06/2022 15:05:46,34.88,,,,,
374,04/06/2022 15:10:46,35.00,,,,,
375,04/06/2022 15:15:46,35.00,,,,,
376,04/06/2022 15:20:46,35.09,,,,,
377,04/06/2022 15:25:46,35.35,,,,,
378,04/06/2022 15:30:46,34.75,,,,,
379,04/06/2022 15:35:46,34.45,,,,,
380,04/06/2022 15:40:46,34.45,,,,,
381,04/06/2022 15:45:46,34.57,,,,,
382,04/06/2022 15:50:46,34.45,,,,,
383,04/06/2022 15:55:46,34.62,,,,,
384,04/06/2022 16:00:46,34.96,,,,,
385,04/06/2022 16:05:46,35.35,,,,,
386,04/06/2022 16:10:46,35.48,,,,,
387,04/06/2022 16:15:46,35.43,,,,,
388,04/06/2022 16:20:46,35.30,,,,,
389,04/06/2022 16:25:46,35.48,,,,,
390,04/06/2022 16:30:46,35.78,,,,,
391,04/06/2022 16:35:46,35.52,,,,,
392,04/06/2022 16:40:46,35.48,,,,,
393,04/06/2022 16:45:46,35.73,,,,,
394,04/06/2022 16:50:46,35.73,,,,,
395,04/06/2022 16:55:46,35.48,,,,,
396,04/06/2022 17:00:46,35.43,,,,,
397,04/06/2022 17:05:46,35.78,,,,,
398,04/06/2022 17:10:46,35.82,,,,,
399,04/06/2022 17:15:46,35.82,,,,,
400,04/06/2022 17:20:46,35.48,,,,,
401,04/06/2022 17:25:46,35.73,,,,,
402,04/06/2022 17:30:46,35.60,,,,,
403,04/06/2022 17:35:46,35.73,,,,,
404,04/06/2022 17:40:46,35.69,,,,,
405,04/06/2022 17:45:46,35.56,,,,,
406,04/06/2022 17:50:46,35.73,,,,,
407,04/06/2022 17:55:46,35.56,,,,,
408,04/06/2022 18:00:46,35.65,,,,,
409,04/06/2022 18:05:46,35.39,,,,,
410,04/06/2022 18:10:46,35.26,,,,,
411,04/06/2022 18:15:46,34.79,,,,,
412,04/06/2022 18:20:46,34.45,,,,,
413,04/06/2022 18:25:46,34.62,,,,,
414,04/06/2022 18:30:46,34.23,,,,,
415,04/06/2022 18:35:46,34.32,,,,,
416,04/06/2022 18:40:46,34.40,,,,,
417,04/06/2022 18:45:46,34.15,,,,,
418,04/06/2022 18:50:46,33.55,,,,,
419,04/06/2022 18:55:46,32.77,,,,,
420,04/06/2022 19:00:46,31.96,,,,,
421,04/06/2022 19:05:46,30.84,,,,,
422,04/06/2022 19:10:46,29.51,,,,,
423,04/06/2022 19:15:46,28.27,,,,,
424,04/06/2022 19:20:46,27.07,,,,,
425,04/06/2022 19:25:46,25.65,,,,,
426,04/06/2022 19:30:46,24.62,,,,,
427,04/06/2022 19:35:46,23.51,,,,,
428,04/06/2022 19:40:46,22.13,,,,,
429,04/06/2022 19:45:46,21.10,,,,,
430,04/06/2022 19:50:46,20.29,,,,,
431,04/06/2022 19:55:46,19.30,,,,,
432,04/06/2022 20:00:46,18.62,,,,,
433,04/06/2022 20:05:46,18.02,,,,,
434,04/06/2022 20:10:46,17.37,,,,,
435,04/06/2022 20:15:46,16.77,,,,,
436,04/06/2022 20:20:46,16.17,,,,,
437,04/06/2022 20:25:46,15.57,,,,,
438,04/06/2022 20:30:46,15.10,,,,,
439,04/06/2022 20:35:46,14.58,,,,,
440,04/06/2022 20:40:46,14.11,,,,,
441,04/06/2022 20:45:46,13.77,,,,,
442,04/06/2022 20:50:46,13.38,,,,,
443,04/06/2022 20:55:46,13.12,,,,,
444,04/06/2022 21:00:46,12.82,,,,,
445,04/06/2022 21:05:46,12.57,,,,,
446,04/06/2022 21:10:46,12.57,,,,,
447,04/06/2022 21:15:46,12.57,,,,,
448,04/06/2022 21:20:46,12.52,,,,,
449,04/06/2022 21:25:46,12.22,,,,,
450,04/06/2022 21:30:46,12.05,,,,,
451,04/06/2022 21:35:46,11.71,,,,,
452,04/06/2022 21:40:46,11.54,,,,,
453,04/06/2022 21:45:46,11.41,,,,,
454,04/06/2022 21:50:46,11.19,,,,,
455,04/06/2022 21:55:46,10.94,,,,,
456,04/06/2022 22:00:46,10.68,,,,,
457,04/06/2022 22:05:46,10.42,,,,,
458,04/06/2022 22:10:46,10.21,,,,,
459,04/06/2022 22:15:46,9.99,,,,,
460,04/06/2022 22:20:46,9.82,,,,,
461,04/06/2022 22:25:46,9.78,,,,,
462,04/06/2022 22:30:46,9.69,,,,,
463,04/06/2022 22:35:46,9.52,,,,,
464,04/06/2022 22:40:46,9.52,,,,,
465,04/06/2022 22:45:46,9.35,,,,,
466,04/06/2022 22:50:46,9.09,,,,,
467,04/06/2022 22:55:46,8.92,,,,,
468,04/06/2022 23:00:46,8.79,,,,,
469,04/06/2022 23:05:46,8.62,,,,,
470,04/06/2022 23:10:46,8.45,,,,,
471,04/06/2022 23:15:46,8.36,,,,,
472,04/06/2022 23:20:46,8.19,,,,,
473,04/06/2022 23:25:46,8.11,,,,,
474,04/06/2022 23:30:46,8.15,,,,,
475,04/06/2022 23:35:46,8.02,,,,,
476,04/06/2022 23:40:46,7.93,,,,,
477,04/06/2022 23:45:46,7.85,,,,,
478,04/06/2022 23:50:46,7.85,,,,,
479,04/06/2022 23:55:46,7.85,,,,,
480,04/07/2022 00:00:46,7.81,,,,,
481,04/07/2022 00:05:46,7.76,,,,,
482,04/07/2022 00:10:46,7.63,,,,,
483,04/07/2022 00:15:46,7.59,,,,,
484,04/07/2022 00:20:46,7.59,,,,,
485,04/07/2022 00:25:46,7.55,,,,,
486,04/07/2022 00:30:46,7.46,,,,,
487,04/07/2022 00:35:46,7.38,,,,,
488,04/07/2022 00:40:46,7.29,,,,,
489,04/07/2022 00:45:46,7.16,,,,,
490,04/07/2022 00:50:46,6.99,,,,,
491,04/07/2022 00:55:46,6.86,,,,,
492,04/07/2022 01:00:46,6.73,,,,,
493,04/07/2022 01:05:46,6.60,,,,,
494,04/07/2022 01:10:46,6.48,,,,,
495,04/07/2022 01:15:46,6.43,,,,,
496,04/07/2022 01:20:46,6.43,,,,,
497,04/07/2022 01:25:46,6.43,,,,,
498,04/07/2022 01:30:46,6.39,,,,,
499,04/07/2022 01:35:46,6.39,,,,,
500,04/07/2022 01:40:46,6.35,,,,,
501,04/07/2022 01:45:46,6.26,,,,,
502,04/07/2022 01:50:46,6.17,,,,,
503,04/07/2022 01:55:46,6.17,,,,,
504,04/07/2022 02:00:46,6.22,,,,,
505,04/07/2022 02:05:46,6.22,,,,,
506,04/07/2022 02:10:46,6.22,,,,,
507,04/07/2022 02:15:46,6.13,,,,,
508,04/07/2022 02:20:46,6.17,,,,,
509,04/07/2022 02:25:46,6.22,,,,,
510,04/07/2022 02:30:46,6.30,,,,,
511,04/07/2022 02:35:46,6.30,,,,,
512,04/07/2022 02:40:46,6.39,,,,,
513,04/07/2022 02:45:46,6.43,,,,,
514,04/07/2022 02:50:46,6.35,,,,,
515,04/07/2022 02:55:46,6.22,,,,,
516,04/07/2022 03:00:46,6.09,,,,,
517,04/07/2022 03:05:46,6.00,,,,,
518,04/07/2022 03:10:46,6.05,,,,,
519,04/07/2022 03:15:46,5.87,,,,,
520,04/07/2022 03:20:46,5.87,,,,,
521,04/07/2022 03:25:46,5.75,,,,,
522,04/07/2022 03:30:46,5.70,,,,,
523,04/07/2022 03:35:46,5.57,,,,,
524,04/07/2022 03:40:46,5.53,,,,,
525,04/07/2022 03:45:46,5.57,,,,,
526,04/07/2022 03:50:46,5.45,,,,,
527,04/07/2022 03:55:46,5.36,,,,,
528,04/07/2022 04:00:46,5.23,,,,,
529,04/07/2022 04:05:46,5.15,,,,,
530,04/07/2022 04:10:46,5.10,,,,,
531,04/07/2022 04:15:46,5.19,,,,,
532,04/07/2022 04:20:46,5.19,,,,,
533,04/07/2022 04:25:46,5.15,,,,,
534,04/07/2022 04:30:46,5.10,,,,,
535,04/07/2022 04:35:46,5.10,,,,,
536,04/07/2022 04:40:46,5.06,,,,,
537,04/07/2022 04:45:46,5.02,,,,,
538,04/07/2022 04:50:46,4.93,,,,,
539,04/07/2022 04:55:46,4.97,,,,,
540,04/07/2022 05:00:46,4.93,,,,,
541,04/07/2022 05:05:46,4.93,,,,,
542,04/07/2022 05:10:46,4.89,,,,,
543,04/07/2022 05:15:46,4.80,,,,,
544,04/07/2022 05:20:46,4.72,,,,,
545,04/07/2022 05:25:46,4.67,,,,,
546,04/07/2022 05:30:46,4.59,,,,,
547,04/07/2022 05:35:46,4.46,,,,,
548,04/07/2022 05:40:46,4.37,,,,,
549,04/07/2022 05:45:46,4.37,,,,,
550,04/07/2022 05:50:46,4.33,,,,,
551,04/07/2022 05:55:46,4.37,,,,,
552,04/07/2022 06:00:46,4.24,,,,,
553,04/07/2022 06:05:46,4.20,,,,,
554,04/07/2022 06:10:46,4.12,,,,,
555,04/07/2022 06:15:46,4.03,,,,,
556,04/07/2022 06:20:46,4.03,,,,,
557,04/07/2022 06:25:46,3.99,,,,,
558,04/07/2022 06:30:46,3.86,,,,,
559,04/07/2022 06:35:46,3.82,,,,,
560,04/07/2022 06:40:46,3.86,,,,,
561,04/07/2022 06:45:46,3.77,,,,,
562,04/07/2022 06:50:46,3.82,,,,,
563,04/07/2022 06:55:46,3.86,,,,,
564,04/07/2022 07:00:46,3.82,,,,,
565,04/07/2022 07:05:46,3.94,,,,,
566,04/07/2022 07:10:46,4.24,,,,,
567,04/07/2022 07:15:46,4.33,,,,,
568,04/07/2022 07:20:46,4.50,,,,,
569,04/07/2022 07:25:46,4.76,,,,,
570,04/07/2022 07:30:46,5.15,,,,,
571,04/07/2022 07:35:46,5.40,,,,,
572,04/07/2022 07:40:46,5.87,,,,,
573,04/07/2022 07:45:46,6.35,,,,,
574,04/07/2022 07:50:46,7.03,,,,,
575,04/07/2022 07:55:46,7.63,,,,,
576,04/07/2022 08:00:46,8.36,,,,,
577,04/07/2022 08:05:46,9.05,,,,,
578,04/07/2022 08:10:46,10.04,,,,,
