#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Button Down,Button Up,Host Connected,Stopped,End of File
1,06/16/2023 08:11:17,25.69,,,,,
2,06/16/2023 08:16:17,24.19,,,,,
3,06/16/2023 08:21:17,23.16,,,,,
4,06/16/2023 08:26:17,22.65,,,,,
5,06/16/2023 08:31:17,22.35,,,,,
6,06/16/2023 08:36:17,22.31,,,,,
7,06/16/2023 08:41:17,22.31,,,,,
8,06/16/2023 08:46:17,22.39,,,,,
9,06/16/2023 08:51:17,22.48,,,,,
10,06/16/2023 08:56:17,22.61,,,,,
11,06/16/2023 09:01:17,22.82,,,,,
12,06/16/2023 09:06:17,23.16,,,,,
13,06/16/2023 09:11:17,23.38,,,,,
14,06/16/2023 09:16:17,23.68,,,,,
15,06/16/2023 09:21:17,23.85,,,,,
16,06/16/2023 09:26:17,24.11,,,,,
17,06/16/2023 09:31:17,24.36,,,,,
18,06/16/2023 09:36:17,24.54,,,,,
19,06/16/2023 09:41:17,24.75,,,,,
20,06/16/2023 09:46:17,24.97,,,,,
21,06/16/2023 09:51:17,25.22,,,,,
22,06/16/2023 09:56:17,25.35,,,,,
23,06/16/2023 10:01:17,25.69,,,,,
24,06/16/2023 10:06:17,25.91,,,,,
25,06/16/2023 10:11:17,26.17,,,,,
26,06/16/2023 10:16:17,26.42,,,,,
27,06/16/2023 10:21:17,26.64,,,,,
28,06/16/2023 10:26:17,26.90,,,,,
29,06/16/2023 10:31:17,27.07,,,,,
30,06/16/2023 10:36:17,27.28,,,,,
31,06/16/2023 10:41:17,27.54,,,,,
32,06/16/2023 10:46:17,27.63,,,,,
33,06/16/2023 10:51:17,27.93,,,,,
34,06/16/2023 10:56:17,28.14,,,,,
35,06/16/2023 11:01:17,28.31,,,,,
36,06/16/2023 11:06:17,28.57,,,,,
37,06/16/2023 11:11:17,28.70,,,,,
38,06/16/2023 11:16:17,28.95,,,,,
39,06/16/2023 11:21:17,29.17,,,,,
40,06/16/2023 11:26:17,29.34,,,,,
41,06/16/2023 11:31:17,29.64,,,,,
42,06/16/2023 11:36:17,29.81,,,,,
