#,Fecha/hora (PDT),Ch: 1 - Temperatura   (°C),Botón abajo,Botón arriba,Anfitrión conectado,Detenido,Final del archivo
1,05/05/2022 11:27:52,29,38,,,,,
2,05/05/2022 11:29:15,,Registrado,Registrado,,,
3,05/05/2022 11:29:19,,Registrado,Registrado,,,
4,05/05/2022 11:29:20,,Registrado,Registrado,,,
5,05/05/2022 11:29:21,,,Registrado,,,
6,05/05/2022 11:32:52,27,93,,,,,
7,05/05/2022 11:37:52,26,25,,,,,
8,05/05/2022 11:42:52,25,09,,,,,
9,05/05/2022 11:47:52,24,36,,,,,
10,05/05/2022 11:52:52,23,89,,,,,
11,05/05/2022 11:57:52,23,59,,,,,
12,05/05/2022 12:02:52,23,34,,,,,
13,05/05/2022 12:07:52,23,03,,,,,
14,05/05/2022 12:12:52,22,78,,,,,
15,05/05/2022 12:17:52,22,52,,,,,
16,05/05/2022 12:22:52,22,31,,,,,
17,05/05/2022 12:27:52,22,31,,,,,
18,05/05/2022 12:32:52,22,26,,,,,
19,05/05/2022 12:37:52,22,35,,,,,
20,05/05/2022 12:42:52,22,52,,,,,
21,05/05/2022 12:47:52,22,52,,,,,
22,05/05/2022 12:52:52,22,61,,,,,
23,05/05/2022 12:57:52,22,82,,,,,
24,05/05/2022 13:02:52,22,91,,,,,
25,05/05/2022 13:07:52,23,03,,,,,
26,05/05/2022 13:12:52,23,21,,,,,
27,05/05/2022 13:17:52,23,34,,,,,
28,05/05/2022 13:22:52,23,51,,,,,
29,05/05/2022 13:27:52,23,59,,,,,
30,05/05/2022 13:32:52,23,76,,,,,
31,05/05/2022 13:37:52,23,89,,,,,
32,05/05/2022 13:42:52,23,98,,,,,
33,05/05/2022 13:47:52,24,02,,,,,
34,05/05/2022 13:52:52,24,11,,,,,
35,05/05/2022 13:57:52,24,24,,,,,
36,05/05/2022 14:02:52,24,24,,,,,
37,05/05/2022 14:07:52,24,32,,,,,
38,05/05/2022 14:12:52,24,49,,,,,
39,05/05/2022 14:17:52,24,58,,,,,
40,05/05/2022 14:22:52,24,62,,,,,
41,05/05/2022 14:27:52,24,62,,,,,
42,05/05/2022 14:32:52,24,75,,,,,
43,05/05/2022 14:37:52,24,92,,,,,
44,05/05/2022 14:42:52,24,97,,,,,
45,05/05/2022 14:47:52,25,05,,,,,
46,05/05/2022 14:52:52,25,09,,,,,
47,05/05/2022 14:57:52,25,09,,,,,
48,05/05/2022 15:02:52,24,97,,,,,
49,05/05/2022 15:07:52,24,97,,,,,
50,05/05/2022 15:12:52,24,92,,,,,
51,05/05/2022 15:17:52,24,92,,,,,
52,05/05/2022 15:22:52,24,88,,,,,
53,05/05/2022 15:27:52,24,79,,,,,
54,05/05/2022 15:32:52,24,79,,,,,
55,05/05/2022 15:37:52,24,71,,,,,
56,05/05/2022 15:42:52,24,66,,,,,
57,05/05/2022 15:47:52,24,58,,,,,
58,05/05/2022 15:52:52,24,58,,,,,
59,05/05/2022 15:57:52,24,54,,,,,
60,05/05/2022 16:02:52,24,49,,,,,
61,05/05/2022 16:07:52,24,49,,,,,
