#,Date-Time (PDT),Ch:1 - Temperature   (°C),Host Connected,Stopped,End of File
1,05/17/2022 10:31:34,27.20,,,
2,05/17/2022 10:36:34,25.78,,,
3,05/17/2022 10:41:34,24.49,,,
4,05/17/2022 10:46:34,24.11,,,
5,05/17/2022 10:51:34,23.98,,,
6,05/17/2022 10:56:34,23.94,,,
7,05/17/2022 11:01:34,23.98,,,
8,05/17/2022 11:06:34,24.15,,,
9,05/17/2022 11:11:34,24.28,,,
10,05/17/2022 11:16:34,24.49,,,
11,05/17/2022 11:21:34,24.75,,,
12,05/17/2022 11:26:34,25.01,,,
13,05/17/2022 11:31:34,25.35,,,
14,05/17/2022 11:36:34,25.48,,,
15,05/17/2022 11:41:34,25.61,,,
16,05/17/2022 11:46:34,25.78,,,
17,05/17/2022 11:51:34,26.08,,,
18,05/17/2022 11:56:34,26.42,,,
19,05/17/2022 12:01:34,26.64,,,
20,05/17/2022 12:06:34,26.94,,,
21,05/17/2022 12:11:34,27.24,,,
22,05/17/2022 12:16:34,27.58,,,
23,05/17/2022 12:21:34,27.84,,,
24,05/17/2022 12:26:34,28.01,,,
25,05/17/2022 12:31:34,27.97,,,
26,05/17/2022 12:36:34,28.10,,,
27,05/17/2022 12:41:34,28.31,,,
28,05/17/2022 12:46:34,28.31,,,
29,05/17/2022 12:51:34,28.57,,,
30,05/17/2022 12:56:34,28.57,,,
31,05/17/2022 13:01:34,28.65,,,
32,05/17/2022 13:06:34,28.65,,,
33,05/17/2022 13:11:34,28.83,,,
34,05/17/2022 13:16:34,28.87,,,
35,05/17/2022 13:21:34,28.95,,,
36,05/17/2022 13:26:34,29.13,,,
37,05/17/2022 13:31:34,29.34,,,
38,05/17/2022 13:36:34,29.47,,,
39,05/17/2022 13:41:34,29.64,,,
40,05/17/2022 13:46:34,29.86,,,
41,05/17/2022 13:51:34,30.11,,,
42,05/17/2022 13:56:34,30.28,,,
43,05/17/2022 14:01:34,30.41,,,
44,05/17/2022 14:06:34,30.54,,,
45,05/17/2022 14:11:34,30.76,,,
46,05/17/2022 14:16:34,31.01,,,
47,05/17/2022 14:21:34,31.19,,,
48,05/17/2022 14:26:34,31.44,,,
49,05/17/2022 14:31:34,31.57,,,
50,05/17/2022 14:36:34,31.57,,,
51,05/17/2022 14:41:34,31.70,,,
52,05/17/2022 14:46:34,31.79,,,
53,05/17/2022 14:51:34,31.87,,,
54,05/17/2022 14:56:34,32.09,,,
