#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Button Down,Button Up,Host Connected,Stopped,End of File
1,04/27/2023 09:47:46,24.32,,,,,
2,04/27/2023 09:52:46,25.48,,,,,
3,04/27/2023 09:57:46,25.48,,,,,
4,04/27/2023 10:02:46,25.52,,,,,
5,04/27/2023 10:07:46,26.38,,,,,
6,04/27/2023 10:12:46,26.72,,,,,
7,04/27/2023 10:17:46,26.85,,,,,
8,04/27/2023 10:22:46,27.07,,,,,
9,04/27/2023 10:27:46,27.54,,,,,
10,04/27/2023 10:32:46,27.71,,,,,
11,04/27/2023 10:37:46,28.05,,,,,
12,04/27/2023 10:42:46,28.44,,,,,
13,04/27/2023 10:47:46,28.70,,,,,
14,04/27/2023 10:52:46,29.30,,,,,
15,04/27/2023 10:57:46,29.17,,,,,
16,04/27/2023 11:02:46,29.38,,,,,
17,04/27/2023 11:07:46,29.38,,,,,
18,04/27/2023 11:12:46,30.03,,,,,
19,04/27/2023 11:17:46,30.46,,,,,
20,04/27/2023 11:22:46,30.67,,,,,
21,04/27/2023 11:27:46,30.46,,,,,
22,04/27/2023 11:32:46,31.40,,,,,
23,04/27/2023 11:37:46,31.31,,,,,
24,04/27/2023 11:42:46,31.19,,,,,
25,04/27/2023 11:47:46,31.40,,,,,
26,04/27/2023 11:52:46,31.53,,,,,
27,04/27/2023 11:57:46,31.40,,,,,
28,04/27/2023 12:02:46,31.31,,,,,
29,04/27/2023 12:07:46,31.06,,,,,
30,04/27/2023 12:12:46,30.80,,,,,
31,04/27/2023 12:17:46,31.19,,,,,
32,04/27/2023 12:22:46,30.97,,,,,
33,04/27/2023 12:27:46,30.89,,,,,
34,04/27/2023 12:32:46,30.93,,,,,
35,04/27/2023 12:37:46,30.84,,,,,
36,04/27/2023 12:42:46,31.06,,,,,
37,04/27/2023 12:47:46,31.19,,,,,
38,04/27/2023 12:52:46,31.27,,,,,
39,04/27/2023 12:57:46,31.23,,,,,
40,04/27/2023 13:02:46,31.36,,,,,
41,04/27/2023 13:07:46,31.66,,,,,
42,04/27/2023 13:12:46,31.79,,,,,
43,04/27/2023 13:17:46,31.96,,,,,
44,04/27/2023 13:22:46,32.04,,,,,
45,04/27/2023 13:27:46,32.30,,,,,
46,04/27/2023 13:32:46,32.47,,,,,
47,04/27/2023 13:37:46,32.94,,,,,
48,04/27/2023 13:42:46,32.94,,,,,
49,04/27/2023 13:47:46,33.59,,,,,
50,04/27/2023 13:52:46,34.15,,,,,
51,04/27/2023 13:57:46,34.49,,,,,
52,04/27/2023 14:02:46,34.57,,,,,
53,04/27/2023 14:07:46,34.57,,,,,
54,04/27/2023 14:12:46,34.70,,,,,
55,04/27/2023 14:17:46,35.48,,,,,
56,04/27/2023 14:22:46,35.39,,,,,
57,04/27/2023 14:27:46,35.39,,,,,
58,04/27/2023 14:32:46,35.69,,,,,
59,04/27/2023 14:37:46,35.90,,,,,
60,04/27/2023 14:42:46,36.51,,,,,
61,04/27/2023 14:47:46,36.93,,,,,
62,04/27/2023 14:52:46,37.15,,,,,
63,04/27/2023 14:57:46,37.71,,,,,
64,04/27/2023 15:02:46,37.58,,,,,
65,04/27/2023 15:07:46,37.92,,,,,
66,04/27/2023 15:12:46,37.96,,,,,
67,04/27/2023 15:17:46,37.96,,,,,
68,04/27/2023 15:22:46,38.39,,,,,
69,04/27/2023 15:27:46,38.65,,,,,
70,04/27/2023 15:32:46,38.26,,,,,
71,04/27/2023 15:37:46,38.39,,,,,
72,04/27/2023 15:42:46,38.26,,,,,
73,04/27/2023 15:47:46,38.35,,,,,
74,04/27/2023 15:52:46,38.56,,,,,
75,04/27/2023 15:57:46,39.04,,,,,
76,04/27/2023 16:02:46,39.08,,,,,
77,04/27/2023 16:07:46,38.99,,,,,
78,04/27/2023 16:12:46,38.52,,,,,
79,04/27/2023 16:17:46,38.56,,,,,
