#,Date-Time (PDT),Ch:1 - Temperature   (°C),Host Connected,Stopped,End of File
1,07/06/2023 11:56:08,31.83,,,
2,07/06/2023 12:01:08,29.34,,,
3,07/06/2023 12:06:08,27.93,,,
4,07/06/2023 12:11:08,27.15,,,
5,07/06/2023 12:16:08,26.55,,,
6,07/06/2023 12:21:08,26.21,,,
7,07/06/2023 12:26:08,25.95,,,
8,07/06/2023 12:31:08,25.78,,,
9,07/06/2023 12:36:08,25.69,,,
10,07/06/2023 12:41:08,25.65,,,
11,07/06/2023 12:46:08,25.57,,,
12,07/06/2023 12:51:08,25.61,,,
13,07/06/2023 12:56:08,25.65,,,
14,07/06/2023 13:01:08,25.74,,,
15,07/06/2023 13:06:08,25.78,,,
16,07/06/2023 13:11:08,25.87,,,
17,07/06/2023 13:16:08,25.99,,,
18,07/06/2023 13:21:08,26.04,,,
19,07/06/2023 13:26:08,26.08,,,
20,07/06/2023 13:31:08,26.12,,,
21,07/06/2023 13:36:08,26.21,,,
22,07/06/2023 13:41:08,26.30,,,
23,07/06/2023 13:46:08,26.38,,,
24,07/06/2023 13:51:08,26.47,,,
25,07/06/2023 13:56:08,26.60,,,
26,07/06/2023 14:01:08,26.64,,,
27,07/06/2023 14:06:08,26.72,,,
28,07/06/2023 14:11:08,26.85,,,
29,07/06/2023 14:16:08,26.85,,,
30,07/06/2023 14:21:08,26.90,,,
31,07/06/2023 14:26:08,27.02,,,
32,07/06/2023 14:31:08,27.07,,,
33,07/06/2023 14:36:08,27.20,,,
34,07/06/2023 14:41:08,27.24,,,
35,07/06/2023 14:46:08,27.28,,,
36,07/06/2023 14:51:08,27.37,,,
37,07/06/2023 14:56:08,27.41,,,
38,07/06/2023 15:01:08,27.54,,,
39,07/06/2023 15:06:08,27.58,,,
40,07/06/2023 15:11:08,27.71,,,
41,07/06/2023 15:16:08,27.75,,,
42,07/06/2023 15:21:08,27.71,,,
43,07/06/2023 15:26:08,27.75,,,
44,07/06/2023 15:31:08,27.80,,,
45,07/06/2023 15:36:08,27.88,,,
46,07/06/2023 15:41:08,27.93,,,
47,07/06/2023 15:46:08,27.93,,,
48,07/06/2023 15:51:08,27.97,,,
49,07/06/2023 15:56:08,28.05,,,
