#,Date-Time (PST),Ch: 1 - Temperature   (°C),Host Connected,Button Down,Button Up,Stopped,End of File
2448,04/06/2022 19:29:24,27.07,,,,,
2449,04/06/2022 19:34:24,26.60,,,,,
2450,04/06/2022 19:39:24,25.99,,,,,
2451,04/06/2022 19:44:24,25.52,,,,,
2452,04/06/2022 19:49:24,24.97,,,,,
2453,04/06/2022 19:54:24,24.49,,,,,
2454,04/06/2022 19:59:24,23.98,,,,,
2455,04/06/2022 20:04:24,23.46,,,,,
2456,04/06/2022 20:09:24,23.16,,,,,
2457,04/06/2022 20:14:24,22.73,,,,,
2458,04/06/2022 20:19:24,22.35,,,,,
2459,04/06/2022 20:24:24,21.83,,,,,
2460,04/06/2022 20:29:24,21.53,,,,,
2461,04/06/2022 20:34:24,21.15,,,,,
2462,04/06/2022 20:39:24,20.80,,,,,
2463,04/06/2022 20:44:24,20.50,,,,,
2464,04/06/2022 20:49:24,20.12,,,,,
2465,04/06/2022 20:54:24,19.82,,,,,
2466,04/06/2022 20:59:24,19.60,,,,,
2467,04/06/2022 21:04:24,19.35,,,,,
2468,04/06/2022 21:09:24,19.09,,,,,
2469,04/06/2022 21:14:24,18.87,,,,,
2470,04/06/2022 21:19:24,18.74,,,,,
2471,04/06/2022 21:24:24,18.57,,,,,
2472,04/06/2022 21:29:24,18.44,,,,,
2473,04/06/2022 21:34:24,18.27,,,,,
2474,04/06/2022 21:39:24,18.10,,,,,
2475,04/06/2022 21:44:24,17.89,,,,,
2476,04/06/2022 21:49:24,17.67,,,,,
2477,04/06/2022 21:54:24,17.50,,,,,
2478,04/06/2022 21:59:24,17.33,,,,,
2479,04/06/2022 22:04:24,17.11,,,,,
2480,04/06/2022 22:09:24,16.94,,,,,
2481,04/06/2022 22:14:24,16.77,,,,,
2482,04/06/2022 22:19:24,16.60,,,,,
2483,04/06/2022 22:24:24,16.43,,,,,
2484,04/06/2022 22:29:24,16.26,,,,,
2485,04/06/2022 22:34:24,16.04,,,,,
2486,04/06/2022 22:39:24,15.91,,,,,
2487,04/06/2022 22:44:24,15.83,,,,,
2488,04/06/2022 22:49:24,15.61,,,,,
2489,04/06/2022 22:54:24,15.48,,,,,
2490,04/06/2022 22:59:24,15.31,,,,,
2491,04/06/2022 23:04:24,15.18,,,,,
2492,04/06/2022 23:09:24,15.01,,,,,
2493,04/06/2022 23:14:24,14.88,,,,,
2494,04/06/2022 23:19:24,14.80,,,,,
2495,04/06/2022 23:24:24,14.67,,,,,
2496,04/06/2022 23:29:24,14.63,,,,,
2497,04/06/2022 23:34:24,14.63,,,,,
2498,04/06/2022 23:39:24,14.54,,,,,
2499,04/06/2022 23:44:24,14.45,,,,,
2500,04/06/2022 23:49:24,14.28,,,,,
2501,04/06/2022 23:54:24,14.15,,,,,
2502,04/06/2022 23:59:24,14.03,,,,,
2503,04/07/2022 00:04:24,13.94,,,,,
2504,04/07/2022 00:09:24,13.85,,,,,
2505,04/07/2022 00:14:24,13.73,,,,,
2506,04/07/2022 00:19:24,13.68,,,,,
2507,04/07/2022 00:24:24,13.64,,,,,
2508,04/07/2022 00:29:24,13.60,,,,,
2509,04/07/2022 00:34:24,13.38,,,,,
2510,04/07/2022 00:39:24,13.34,,,,,
2511,04/07/2022 00:44:24,13.25,,,,,
2512,04/07/2022 00:49:24,13.12,,,,,
2513,04/07/2022 00:54:24,13.04,,,,,
2514,04/07/2022 00:59:24,12.91,,,,,
2515,04/07/2022 01:04:24,12.87,,,,,
2516,04/07/2022 01:09:24,12.82,,,,,
2517,04/07/2022 01:14:24,12.74,,,,,
2518,04/07/2022 01:19:24,12.87,,,,,
2519,04/07/2022 01:24:24,12.82,,,,,
2520,04/07/2022 01:29:24,12.87,,,,,
2521,04/07/2022 01:34:24,12.82,,,,,
2522,04/07/2022 01:39:24,12.78,,,,,
2523,04/07/2022 01:44:24,12.70,,,,,
2524,04/07/2022 01:49:24,12.65,,,,,
2525,04/07/2022 01:54:24,12.61,,,,,
2526,04/07/2022 01:59:24,12.65,,,,,
2527,04/07/2022 02:04:24,12.52,,,,,
2528,04/07/2022 02:09:24,12.44,,,,,
2529,04/07/2022 02:14:24,12.31,,,,,
2530,04/07/2022 02:19:24,12.27,,,,,
2531,04/07/2022 02:24:24,12.18,,,,,
2532,04/07/2022 02:29:24,12.22,,,,,
2533,04/07/2022 02:34:24,12.27,,,,,
2534,04/07/2022 02:39:24,12.18,,,,,
2535,04/07/2022 02:44:24,12.18,,,,,
2536,04/07/2022 02:49:24,12.14,,,,,
2537,04/07/2022 02:54:24,12.05,,,,,
2538,04/07/2022 02:59:24,12.01,,,,,
2539,04/07/2022 03:04:24,12.01,,,,,
2540,04/07/2022 03:09:24,11.97,,,,,
2541,04/07/2022 03:14:24,11.84,,,,,
2542,04/07/2022 03:19:24,11.75,,,,,
2543,04/07/2022 03:24:24,11.75,,,,,
2544,04/07/2022 03:29:24,11.62,,,,,
2545,04/07/2022 03:34:24,11.49,,,,,
2546,04/07/2022 03:39:24,11.41,,,,,
2547,04/07/2022 03:44:24,11.32,,,,,
2548,04/07/2022 03:49:24,11.19,,,,,
2549,04/07/2022 03:54:24,11.19,,,,,
2550,04/07/2022 03:59:24,11.11,,,,,
2551,04/07/2022 04:04:24,10.94,,,,,
2552,04/07/2022 04:09:24,10.89,,,,,
2553,04/07/2022 04:14:24,10.81,,,,,
2554,04/07/2022 04:19:24,10.68,,,,,
2555,04/07/2022 04:24:24,10.55,,,,,
2556,04/07/2022 04:29:24,10.38,,,,,
2557,04/07/2022 04:34:24,10.21,,,,,
2558,04/07/2022 04:39:24,10.08,,,,,
2559,04/07/2022 04:44:24,9.99,,,,,
2560,04/07/2022 04:49:24,9.86,,,,,
2561,04/07/2022 04:54:24,9.82,,,,,
2562,04/07/2022 04:59:24,9.74,,,,,
2563,04/07/2022 05:04:24,9.65,,,,,
2564,04/07/2022 05:09:24,9.65,,,,,
2565,04/07/2022 05:14:24,9.52,,,,,
2566,04/07/2022 05:19:24,9.48,,,,,
2567,04/07/2022 05:24:24,9.44,,,,,
2568,04/07/2022 05:29:24,9.44,,,,,
2569,04/07/2022 05:34:24,9.39,,,,,
2570,04/07/2022 05:39:24,9.35,,,,,
2571,04/07/2022 05:44:24,9.26,,,,,
2572,04/07/2022 05:49:24,9.14,,,,,
2573,04/07/2022 05:54:24,9.14,,,,,
2574,04/07/2022 05:59:24,9.05,,,,,
2575,04/07/2022 06:04:24,9.05,,,,,
2576,04/07/2022 06:09:24,8.92,,,,,
2577,04/07/2022 06:14:24,8.88,,,,,
2578,04/07/2022 06:19:24,8.83,,,,,
2579,04/07/2022 06:24:24,8.83,,,,,
2580,04/07/2022 06:29:24,8.79,,,,,
2581,04/07/2022 06:34:24,8.75,,,,,
2582,04/07/2022 06:39:24,8.71,,,,,
2583,04/07/2022 06:44:24,8.66,,,,,
2584,04/07/2022 06:49:24,8.58,,,,,
2585,04/07/2022 06:54:24,8.62,,,,,
2586,04/07/2022 06:59:24,8.62,,,,,
2587,04/07/2022 07:04:24,8.71,,,,,
2588,04/07/2022 07:09:24,8.79,,,,,
2589,04/07/2022 07:14:24,9.01,,,,,
2590,04/07/2022 07:19:24,9.39,,,,,
2591,04/07/2022 07:24:24,9.78,,,,,
2592,04/07/2022 07:29:24,10.34,,,,,
2593,04/07/2022 07:34:24,10.81,,,,,
2594,04/07/2022 07:39:24,11.45,,,,,
2595,04/07/2022 07:44:24,12.10,,,,,
2596,04/07/2022 07:49:24,12.78,,,,,
2597,04/07/2022 07:54:24,13.38,,,,,
2598,04/07/2022 07:59:24,13.98,,,,,
2599,04/07/2022 08:04:24,14.58,,,,,
2600,04/07/2022 08:09:24,15.14,,,,,
2601,04/07/2022 08:14:24,15.66,,,,,
2602,04/07/2022 08:19:24,16.00,,,,,
2603,04/07/2022 08:24:24,16.39,,,,,
2604,04/07/2022 08:29:24,16.69,,,,,
2605,04/07/2022 08:34:24,17.03,,,,,
2606,04/07/2022 08:39:24,17.41,,,,,
2607,04/07/2022 08:44:24,17.80,,,,,
2608,04/07/2022 08:49:24,18.32,,,,,
2609,04/07/2022 08:54:24,18.70,,,,,
2610,04/07/2022 08:59:24,19.05,,,,,
2611,04/07/2022 09:04:24,19.35,,,,,
2612,04/07/2022 09:09:24,19.69,,,,,
2613,04/07/2022 09:14:24,19.99,,,,,
2614,04/07/2022 09:19:24,20.20,,,,,
2615,04/07/2022 09:24:24,20.42,,,,,
2616,04/07/2022 09:29:24,20.63,,,,,
2617,04/07/2022 09:34:24,20.80,,,,,
2618,04/07/2022 09:39:24,21.15,,,,,
2619,04/07/2022 09:44:24,21.45,,,,,
2620,04/07/2022 09:49:24,21.83,,,,,
2621,04/07/2022 09:54:24,22.18,,,,,
2622,04/07/2022 09:59:24,22.52,,,,,
2623,04/07/2022 10:04:24,22.78,,,,,
2624,04/07/2022 10:09:24,23.12,,,,,
2625,04/07/2022 10:14:24,23.38,,,,,
2626,04/07/2022 10:19:24,23.64,,,,,
2627,04/07/2022 10:24:24,23.98,,,,,
2628,04/07/2022 10:29:24,24.28,,,,,
2629,04/07/2022 10:34:24,24.41,,,,,
2630,04/07/2022 10:39:24,24.66,,,,,
2631,04/07/2022 10:44:24,24.84,,,,,
2632,04/07/2022 10:49:24,25.05,,,,,
2633,04/07/2022 10:54:24,25.27,,,,,
2634,04/07/2022 10:59:24,25.52,,,,,
2635,04/07/2022 11:04:24,25.82,,,,,
2636,04/07/2022 11:09:24,26.08,,,,,
2637,04/07/2022 11:14:24,26.34,,,,,
2638,04/07/2022 11:19:24,26.64,,,,,
2639,04/07/2022 11:24:24,26.98,,,,,
2640,04/07/2022 11:29:24,27.11,,,,,
2641,04/07/2022 11:34:24,27.28,,,,,
2642,04/07/2022 11:39:24,27.45,,,,,
2643,04/07/2022 11:44:24,27.67,,,,,
2644,04/07/2022 11:49:24,27.71,,,,,
2645,04/07/2022 11:54:24,27.93,,,,,
2646,04/07/2022 11:59:24,27.93,,,,,
2647,04/07/2022 12:04:24,28.01,,,,,
2648,04/07/2022 12:09:24,28.23,,,,,
2649,04/07/2022 12:14:24,28.53,,,,,
2650,04/07/2022 12:19:24,28.65,,,,,
2651,04/07/2022 12:24:24,28.87,,,,,
2652,04/07/2022 12:29:24,29.00,,,,,
2653,04/07/2022 12:34:24,29.13,,,,,
2654,04/07/2022 12:39:24,29.30,,,,,
2655,04/07/2022 12:44:24,29.43,,,,,
2656,04/07/2022 12:49:24,29.64,,,,,
2657,04/07/2022 12:54:24,29.68,,,,,
2658,04/07/2022 12:59:24,29.86,,,,,
2659,04/07/2022 13:04:24,30.03,,,,,
2660,04/07/2022 13:09:24,30.16,,,,,
2661,04/07/2022 13:14:24,30.20,,,,,
2662,04/07/2022 13:19:24,30.33,,,,,
2663,04/07/2022 13:24:24,30.37,,,,,
2664,04/07/2022 13:29:24,30.37,,,,,
2665,04/07/2022 13:34:24,30.50,,,,,
2666,04/07/2022 13:39:24,30.50,,,,,
2667,04/07/2022 13:44:24,30.50,,,,,
2668,04/07/2022 13:49:24,30.59,,,,,
2669,04/07/2022 13:54:24,30.59,,,,,
2670,04/07/2022 13:59:24,30.71,,,,,
2671,04/07/2022 14:04:24,30.97,,,,,
2672,04/07/2022 14:09:24,31.06,,,,,
2673,04/07/2022 14:14:24,31.10,,,,,
2674,04/07/2022 14:19:24,31.23,,,,,
2675,04/07/2022 14:24:24,31.44,,,,,
2676,04/07/2022 14:29:24,31.57,,,,,
2677,04/07/2022 14:34:24,31.66,,,,,
2678,04/07/2022 14:39:24,31.74,,,,,
2679,04/07/2022 14:44:24,31.74,,,,,
2680,04/07/2022 14:49:24,31.74,,,,,
2681,04/07/2022 14:54:24,31.92,,,,,
2682,04/07/2022 14:59:24,32.22,,,,,
2683,04/07/2022 15:04:24,32.56,,,,,
2684,04/07/2022 15:09:24,32.86,,,,,
2685,04/07/2022 15:14:24,33.07,,,,,
2686,04/07/2022 15:19:24,33.20,,,,,
2687,04/07/2022 15:24:24,33.25,,,,,
2688,04/07/2022 15:29:24,33.12,,,,,
2689,04/07/2022 15:34:24,33.12,,,,,
2690,04/07/2022 15:39:24,33.03,,,,,
2691,04/07/2022 15:44:24,32.99,,,,,
2692,04/07/2022 15:49:24,33.16,,,,,
2693,04/07/2022 15:54:24,33.37,,,,,
2694,04/07/2022 15:59:24,33.37,,,,,
2695,04/07/2022 16:04:24,33.37,,,,,
2696,04/07/2022 16:09:24,33.29,,,,,
2697,04/07/2022 16:14:24,33.29,,,,,
2698,04/07/2022 16:19:24,33.29,,,,,
2699,04/07/2022 16:24:24,33.29,,,,,
2700,04/07/2022 16:29:24,33.29,,,,,
2701,04/07/2022 16:34:24,33.25,,,,,
2702,04/07/2022 16:39:24,33.29,,,,,
2703,04/07/2022 16:44:24,33.25,,,,,
2704,04/07/2022 16:49:24,33.29,,,,,
2705,04/07/2022 16:54:24,33.37,,,,,
2706,04/07/2022 16:59:24,33.37,,,,,
2707,04/07/2022 17:04:24,33.33,,,,,
2708,04/07/2022 17:09:24,33.33,,,,,
2709,04/07/2022 17:14:24,33.46,,,,,
2710,04/07/2022 17:19:24,33.67,,,,,
2711,04/07/2022 17:24:24,33.76,,,,,
2712,04/07/2022 17:29:24,33.72,,,,,
2713,04/07/2022 17:34:24,33.67,,,,,
2714,04/07/2022 17:39:24,33.63,,,,,
2715,04/07/2022 17:44:24,33.42,,,,,
2716,04/07/2022 17:49:24,33.25,,,,,
2717,04/07/2022 17:54:24,33.20,,,,,
2718,04/07/2022 17:59:24,33.12,,,,,
2719,04/07/2022 18:04:24,32.99,,,,,
2720,04/07/2022 18:09:24,32.90,,,,,
2721,04/07/2022 18:14:24,32.77,,,,,
2722,04/07/2022 18:19:24,32.73,,,,,
2723,04/07/2022 18:24:24,32.73,,,,,
2724,04/07/2022 18:29:24,32.69,,,,,
2725,04/07/2022 18:34:24,32.64,,,,,
2726,04/07/2022 18:39:24,32.52,,,,,
2727,04/07/2022 18:44:24,32.47,,,,,
2728,04/07/2022 18:49:24,32.34,,,,,
2729,04/07/2022 18:54:24,32.09,,,,,
2730,04/07/2022 18:59:24,31.70,,,,,
2731,04/07/2022 19:04:24,31.27,,,,,
2732,04/07/2022 19:09:24,30.93,,,,,
2733,04/07/2022 19:14:24,30.50,,,,,
2734,04/07/2022 19:19:24,30.07,,,,,
2735,04/07/2022 19:24:24,29.47,,,,,
2736,04/07/2022 19:29:24,28.87,,,,,
2737,04/07/2022 19:34:24,28.27,,,,,
2738,04/07/2022 19:39:24,27.67,,,,,
2739,04/07/2022 19:44:24,27.20,,,,,
2740,04/07/2022 19:49:24,26.72,,,,,
2741,04/07/2022 19:54:24,26.21,,,,,
2742,04/07/2022 19:59:24,25.69,,,,,
2743,04/07/2022 20:04:24,25.22,,,,,
2744,04/07/2022 20:09:24,24.79,,,,,
2745,04/07/2022 20:14:24,24.36,,,,,
2746,04/07/2022 20:19:24,23.94,,,,,
2747,04/07/2022 20:24:24,23.59,,,,,
2748,04/07/2022 20:29:24,23.34,,,,,
2749,04/07/2022 20:34:24,23.08,,,,,
2750,04/07/2022 20:39:24,22.78,,,,,
2751,04/07/2022 20:44:24,22.48,,,,,
2752,04/07/2022 20:49:24,22.22,,,,,
2753,04/07/2022 20:54:24,21.88,,,,,
2754,04/07/2022 20:59:24,21.70,,,,,
2755,04/07/2022 21:04:24,21.45,,,,,
2756,04/07/2022 21:09:24,21.28,,,,,
2757,04/07/2022 21:14:24,20.98,,,,,
2758,04/07/2022 21:19:24,20.80,,,,,
2759,04/07/2022 21:24:24,20.55,,,,,
2760,04/07/2022 21:29:24,20.29,,,,,
2761,04/07/2022 21:34:24,20.07,,,,,
2762,04/07/2022 21:39:24,19.86,,,,,
2763,04/07/2022 21:44:24,19.73,,,,,
2764,04/07/2022 21:49:24,19.56,,,,,
2765,04/07/2022 21:54:24,19.39,,,,,
2766,04/07/2022 21:59:24,19.22,,,,,
2767,04/07/2022 22:04:24,19.05,,,,,
2768,04/07/2022 22:09:24,18.96,,,,,
2769,04/07/2022 22:14:24,18.74,,,,,
2770,04/07/2022 22:19:24,18.57,,,,,
2771,04/07/2022 22:24:24,18.53,,,,,
2772,04/07/2022 22:29:24,18.36,,,,,
2773,04/07/2022 22:34:24,18.19,,,,,
2774,04/07/2022 22:39:24,17.97,,,,,
2775,04/07/2022 22:44:24,17.89,,,,,
2776,04/07/2022 22:49:24,17.63,,,,,
2777,04/07/2022 22:54:24,17.50,,,,,
2778,04/07/2022 22:59:24,17.37,,,,,
2779,04/07/2022 23:04:24,17.24,,,,,
2780,04/07/2022 23:09:24,17.16,,,,,
2781,04/07/2022 23:14:24,16.99,,,,,
2782,04/07/2022 23:19:24,17.03,,,,,
2783,04/07/2022 23:24:24,17.07,,,,,
2784,04/07/2022 23:29:24,16.94,,,,,
2785,04/07/2022 23:34:24,16.86,,,,,
2786,04/07/2022 23:39:24,16.69,,,,,
2787,04/07/2022 23:44:24,16.60,,,,,
2788,04/07/2022 23:49:24,16.47,,,,,
2789,04/07/2022 23:54:24,16.34,,,,,
2790,04/07/2022 23:59:24,16.30,,,,,
2791,04/08/2022 00:04:24,16.21,,,,,
2792,04/08/2022 00:09:24,16.17,,,,,
2793,04/08/2022 00:14:24,16.08,,,,,
2794,04/08/2022 00:19:24,16.08,,,,,
2795,04/08/2022 00:24:24,16.08,,,,,
2796,04/08/2022 00:29:24,16.00,,,,,
2797,04/08/2022 00:34:24,15.87,,,,,
2798,04/08/2022 00:39:24,15.74,,,,,
2799,04/08/2022 00:44:24,15.70,,,,,
2800,04/08/2022 00:49:24,15.61,,,,,
2801,04/08/2022 00:54:24,15.48,,,,,
2802,04/08/2022 00:59:24,15.44,,,,,
2803,04/08/2022 01:04:24,15.40,,,,,
2804,04/08/2022 01:09:24,15.40,,,,,
2805,04/08/2022 01:14:24,15.31,,,,,
2806,04/08/2022 01:19:24,15.23,,,,,
2807,04/08/2022 01:24:24,15.14,,,,,
2808,04/08/2022 01:29:24,15.01,,,,,
2809,04/08/2022 01:34:24,14.88,,,,,
2810,04/08/2022 01:39:24,14.80,,,,,
2811,04/08/2022 01:44:24,14.67,,,,,
2812,04/08/2022 01:49:24,14.63,,,,,
2813,04/08/2022 01:54:24,14.50,,,,,
2814,04/08/2022 01:59:24,14.37,,,,,
2815,04/08/2022 02:04:24,14.28,,,,,
2816,04/08/2022 02:09:24,14.20,,,,,
2817,04/08/2022 02:14:24,14.11,,,,,
2818,04/08/2022 02:19:24,14.11,,,,,
2819,04/08/2022 02:24:24,14.03,,,,,
2820,04/08/2022 02:29:24,13.98,,,,,
2821,04/08/2022 02:34:24,13.94,,,,,
2822,04/08/2022 02:39:24,13.90,,,,,
2823,04/08/2022 02:44:24,13.81,,,,,
2824,04/08/2022 02:49:24,13.77,,,,,
2825,04/08/2022 02:54:24,13.68,,,,,
2826,04/08/2022 02:59:24,13.60,,,,,
2827,04/08/2022 03:04:24,13.60,,,,,
2828,04/08/2022 03:09:24,13.51,,,,,
2829,04/08/2022 03:14:24,13.47,,,,,
2830,04/08/2022 03:19:24,13.51,,,,,
2831,04/08/2022 03:24:24,13.43,,,,,
2832,04/08/2022 03:29:24,13.38,,,,,
2833,04/08/2022 03:34:24,13.34,,,,,
2834,04/08/2022 03:39:24,13.21,,,,,
2835,04/08/2022 03:44:24,13.17,,,,,
2836,04/08/2022 03:49:24,13.12,,,,,
2837,04/08/2022 03:54:24,13.08,,,,,
2838,04/08/2022 03:59:24,13.00,,,,,
2839,04/08/2022 04:04:24,12.91,,,,,
2840,04/08/2022 04:09:24,12.91,,,,,
2841,04/08/2022 04:14:24,12.87,,,,,
2842,04/08/2022 04:19:24,12.74,,,,,
2843,04/08/2022 04:24:24,12.65,,,,,
2844,04/08/2022 04:29:24,12.57,,,,,
2845,04/08/2022 04:34:24,12.48,,,,,
2846,04/08/2022 04:39:24,12.35,,,,,
2847,04/08/2022 04:44:24,12.31,,,,,
2848,04/08/2022 04:49:24,12.27,,,,,
2849,04/08/2022 04:54:24,12.22,,,,,
2850,04/08/2022 04:59:24,12.18,,,,,
2851,04/08/2022 05:04:24,12.14,,,,,
2852,04/08/2022 05:09:24,12.14,,,,,
2853,04/08/2022 05:14:24,12.10,,,,,
2854,04/08/2022 05:19:24,12.10,,,,,
2855,04/08/2022 05:24:24,12.05,,,,,
2856,04/08/2022 05:29:24,12.01,,,,,
2857,04/08/2022 05:34:24,11.97,,,,,
2858,04/08/2022 05:39:24,11.88,,,,,
2859,04/08/2022 05:44:24,11.79,,,,,
2860,04/08/2022 05:49:24,11.67,,,,,
2861,04/08/2022 05:54:24,11.58,,,,,
2862,04/08/2022 05:59:24,11.41,,,,,
2863,04/08/2022 06:04:24,11.37,,,,,
2864,04/08/2022 06:09:24,11.24,,,,,
2865,04/08/2022 06:14:24,11.11,,,,,
2866,04/08/2022 06:19:24,10.98,,,,,
2867,04/08/2022 06:24:24,10.89,,,,,
2868,04/08/2022 06:29:24,10.77,,,,,
2869,04/08/2022 06:34:24,10.59,,,,,
2870,04/08/2022 06:39:24,10.51,,,,,
2871,04/08/2022 06:44:24,10.42,,,,,
2872,04/08/2022 06:49:24,10.34,,,,,
2873,04/08/2022 06:54:24,10.29,,,,,
2874,04/08/2022 06:59:24,10.29,,,,,
2875,04/08/2022 07:04:24,10.25,,,,,
2876,04/08/2022 07:09:24,10.38,,,,,
2877,04/08/2022 07:14:24,10.64,,,,,
2878,04/08/2022 07:19:24,11.02,,,,,
2879,04/08/2022 07:24:24,11.45,,,,,
2880,04/08/2022 07:29:24,11.97,,,,,
2881,04/08/2022 07:34:24,12.48,,,,,
2882,04/08/2022 07:39:24,13.12,,,,,
2883,04/08/2022 07:44:24,13.85,,,,,
2884,04/08/2022 07:49:24,14.54,,,,,
2885,04/08/2022 07:54:24,15.36,,,,,
2886,04/08/2022 07:59:24,16.13,,,,,
2887,04/08/2022 08:04:24,16.86,,,,,
2888,04/08/2022 08:09:24,17.59,,,,,
2889,04/08/2022 08:14:24,18.23,,,,,
2890,04/08/2022 08:19:24,18.79,,,,,
2891,04/08/2022 08:24:24,19.22,,,,,
2892,04/08/2022 08:29:24,19.60,,,,,
2893,04/08/2022 08:34:24,19.90,,,,,
2894,04/08/2022 08:39:24,20.29,,,,,
2895,04/08/2022 08:44:24,20.55,,,,,
2896,04/08/2022 08:49:24,20.80,,,,,
2897,04/08/2022 08:54:24,20.98,,,,,
2898,04/08/2022 08:59:24,21.23,,,,,
2899,04/08/2022 09:04:24,21.45,,,,,
2900,04/08/2022 09:09:24,21.45,,,,,
2901,04/08/2022 09:14:24,21.49,,,,,
2902,04/08/2022 09:19:24,21.49,,,,,
2903,04/08/2022 09:24:24,21.53,,,,,
2904,04/08/2022 09:29:24,21.58,,,,,
2905,04/08/2022 09:34:24,21.66,,,,,
2906,04/08/2022 09:39:24,21.79,,,,,
2907,04/08/2022 09:44:24,21.75,,,,,
2908,04/08/2022 09:49:24,21.92,,,,,
2909,04/08/2022 09:54:24,22.22,,,,,
2910,04/08/2022 09:59:24,22.48,,,,,
2911,04/08/2022 10:04:24,22.69,,,,,
2912,04/08/2022 10:09:24,22.95,,,,,
2913,04/08/2022 10:14:24,23.21,,,,,
2914,04/08/2022 10:19:24,23.38,,,,,
2915,04/08/2022 10:24:24,23.46,,,,,
2916,04/08/2022 10:29:24,23.64,,,,,
2917,04/08/2022 10:34:24,23.81,,,,,
2918,04/08/2022 10:39:24,24.02,,,,,
2919,04/08/2022 10:44:24,24.28,,,,,
2920,04/08/2022 10:49:24,24.36,,,,,
2921,04/08/2022 10:54:24,24.45,,,,,
2922,04/08/2022 10:59:24,24.62,,,,,
2923,04/08/2022 11:04:24,24.88,,,,,
2924,04/08/2022 11:09:24,25.22,,,,,
2925,04/08/2022 11:14:24,25.74,,,,,
2926,04/08/2022 11:19:24,26.21,,,,,
2927,04/08/2022 11:24:24,26.60,,,,,
2928,04/08/2022 11:29:24,26.94,,,,,
2929,04/08/2022 11:34:24,27.20,,,,,
2930,04/08/2022 11:39:24,27.32,,,,,
2931,04/08/2022 11:44:24,27.54,,,,,
2932,04/08/2022 11:49:24,27.71,,,,,
2933,04/08/2022 11:54:24,27.97,,,,,
2934,04/08/2022 11:59:24,28.10,,,,,
2935,04/08/2022 12:04:24,28.14,,,,,
2936,04/08/2022 12:09:24,28.23,,,,,
2937,04/08/2022 12:14:24,28.31,,,,,
2938,04/08/2022 12:19:24,28.53,,,,,
2939,04/08/2022 12:24:24,28.61,,,,,
2940,04/08/2022 12:29:24,28.78,,,,,
2941,04/08/2022 12:34:24,28.91,,,,,
2942,04/08/2022 12:39:24,29.21,,,,,
2943,04/08/2022 12:44:24,29.47,,,,,
2944,04/08/2022 12:49:24,29.68,,,,,
2945,04/08/2022 12:54:24,29.81,,,,,
2946,04/08/2022 12:59:24,30.03,,,,,
2947,04/08/2022 13:04:24,30.16,,,,,
2948,04/08/2022 13:09:24,30.20,,,,,
2949,04/08/2022 13:14:24,30.28,,,,,
2950,04/08/2022 13:19:24,30.37,,,,,
2951,04/08/2022 13:24:24,30.46,,,,,
2952,04/08/2022 13:29:24,30.67,,,,,
2953,04/08/2022 13:34:24,30.97,,,,,
2954,04/08/2022 13:39:24,31.06,,,,,
2955,04/08/2022 13:44:24,31.36,,,,,
2956,04/08/2022 13:49:24,31.49,,,,,
2957,04/08/2022 13:54:24,31.83,,,,,
2958,04/08/2022 13:59:24,31.96,,,,,
2959,04/08/2022 14:04:24,32.04,,,,,
2960,04/08/2022 14:09:24,32.30,,,,,
2961,04/08/2022 14:14:24,32.47,,,,,
2962,04/08/2022 14:19:24,32.47,,,,,
2963,04/08/2022 14:24:24,32.30,,,,,
2964,04/08/2022 14:29:24,32.34,,,,,
2965,04/08/2022 14:34:24,32.39,,,,,
2966,04/08/2022 14:39:24,32.56,,,,,
2967,04/08/2022 14:44:24,32.73,,,,,
2968,04/08/2022 14:49:24,32.82,,,,,
2969,04/08/2022 14:54:24,32.86,,,,,
2970,04/08/2022 14:59:24,33.03,,,,,
2971,04/08/2022 15:04:24,33.20,,,,,
2972,04/08/2022 15:09:24,33.25,,,,,
2973,04/08/2022 15:14:24,33.20,,,,,
2974,04/08/2022 15:19:24,33.03,,,,,
2975,04/08/2022 15:24:24,32.94,,,,,
2976,04/08/2022 15:29:24,33.07,,,,,
2977,04/08/2022 15:34:24,33.16,,,,,
2978,04/08/2022 15:39:24,33.07,,,,,
2979,04/08/2022 15:44:24,33.16,,,,,
2980,04/08/2022 15:49:24,32.86,,,,,
2981,04/08/2022 15:54:24,32.52,,,,,
2982,04/08/2022 15:59:24,32.43,,,,,
2983,04/08/2022 16:04:24,32.39,,,,,
2984,04/08/2022 16:09:24,32.17,,,,,
2985,04/08/2022 16:14:24,32.13,,,,,
2986,04/08/2022 16:19:24,32.26,,,,,
2987,04/08/2022 16:24:24,32.26,,,,,
2988,04/08/2022 16:29:24,32.39,,,,,
2989,04/08/2022 16:34:24,32.34,,,,,
2990,04/08/2022 16:39:24,32.39,,,,,
2991,04/08/2022 16:44:24,32.39,,,,,
2992,04/08/2022 16:49:24,32.43,,,,,
2993,04/08/2022 16:54:24,32.47,,,,,
2994,04/08/2022 16:59:24,32.47,,,,,
2995,04/08/2022 17:04:24,32.43,,,,,
2996,04/08/2022 17:09:24,32.30,,,,,
2997,04/08/2022 17:14:24,32.26,,,,,
2998,04/08/2022 17:19:24,32.22,,,,,
2999,04/08/2022 17:24:24,31.92,,,,,
3000,04/08/2022 17:29:24,31.74,,,,,
3001,04/08/2022 17:34:24,31.66,,,,,
3002,04/08/2022 17:39:24,31.74,,,,,
3003,04/08/2022 17:44:24,31.79,,,,,
3004,04/08/2022 17:49:24,31.61,,,,,
