#,Date-Time (PST),Ch: 1 - Temperature   (°C),Host Connected,Stopped,End of File
1,06/03/2021 12:13:24,35.43,,,
2,06/03/2021 12:18:24,35.65,,,
3,06/03/2021 12:23:24,35.86,,,
4,06/03/2021 12:28:24,35.56,,,
5,06/03/2021 12:33:24,35.69,,,
6,06/03/2021 12:38:24,35.90,,,
7,06/03/2021 12:43:24,35.69,,,
8,06/03/2021 12:48:24,35.82,,,
9,06/03/2021 12:53:24,35.82,,,
10,06/03/2021 12:58:24,36.29,,,
11,06/03/2021 13:03:24,35.82,,,
12,06/03/2021 13:08:24,35.95,,,
13,06/03/2021 13:13:24,35.99,,,
14,06/03/2021 13:18:24,36.03,,,
15,06/03/2021 13:23:24,36.21,,,
16,06/03/2021 13:28:24,36.25,,,
17,06/03/2021 13:33:24,36.16,,,
18,06/03/2021 13:38:24,35.95,,,
19,06/03/2021 13:43:24,35.73,,,
20,06/03/2021 13:48:24,35.69,,,
21,06/03/2021 13:53:24,35.78,,,
22,06/03/2021 13:58:24,36.03,,,
23,06/03/2021 14:03:24,35.99,,,
24,06/03/2021 14:08:24,36.16,,,
25,06/03/2021 14:13:24,36.16,,,
26,06/03/2021 14:18:24,35.95,,,
27,06/03/2021 14:23:24,36.08,,,
28,06/03/2021 14:28:24,36.16,,,
29,06/03/2021 14:33:24,35.90,,,
30,06/03/2021 14:38:24,36.03,,,
31,06/03/2021 14:43:24,35.86,,,
32,06/03/2021 14:48:24,35.90,,,
33,06/03/2021 14:53:24,35.95,,,
34,06/03/2021 14:58:24,36.03,,,
35,06/03/2021 15:03:24,35.95,,,
36,06/03/2021 15:08:24,35.86,,,
37,06/03/2021 15:13:24,35.82,,,
38,06/03/2021 15:18:24,35.69,,,
39,06/03/2021 15:23:24,35.56,,,
40,06/03/2021 15:28:24,35.60,,,
41,06/03/2021 15:33:24,35.82,,,
42,06/03/2021 15:38:24,35.82,,,
43,06/03/2021 15:43:24,35.82,,,
44,06/03/2021 15:48:24,35.86,,,
45,06/03/2021 15:53:24,35.82,,,
46,06/03/2021 15:58:24,35.86,,,
47,06/03/2021 16:03:24,35.78,,,
48,06/03/2021 16:08:24,35.90,,,
49,06/03/2021 16:13:24,35.82,,,
50,06/03/2021 16:18:24,35.86,,,
51,06/03/2021 16:23:24,35.90,,,
52,06/03/2021 16:28:24,35.90,,,
53,06/03/2021 16:33:24,35.78,,,
54,06/03/2021 16:38:24,35.73,,,
55,06/03/2021 16:43:24,35.69,,,
56,06/03/2021 16:48:24,35.73,,,
57,06/03/2021 16:53:24,35.78,,,
58,06/03/2021 16:58:24,35.73,,,
59,06/03/2021 17:03:24,35.69,,,
60,06/03/2021 17:08:24,35.56,,,
61,06/03/2021 17:13:24,35.43,,,
62,06/03/2021 17:18:24,35.26,,,
63,06/03/2021 17:23:24,35.05,,,
64,06/03/2021 17:28:24,34.92,,,
65,06/03/2021 17:33:24,34.79,,,
66,06/03/2021 17:38:24,34.66,,,
67,06/03/2021 17:43:24,34.62,,,
68,06/03/2021 17:48:24,34.45,,,
69,06/03/2021 17:53:24,34.36,,,
70,06/03/2021 17:58:24,34.19,,,
71,06/03/2021 18:03:24,34.02,,,
72,06/03/2021 18:08:24,33.80,,,
73,06/03/2021 18:13:24,33.55,,,
74,06/03/2021 18:18:24,33.33,,,
75,06/03/2021 18:23:24,33.16,,,
76,06/03/2021 18:28:24,32.86,,,
77,06/03/2021 18:33:24,32.56,,,
78,06/03/2021 18:38:24,32.22,,,
79,06/03/2021 18:43:24,31.96,,,
80,06/03/2021 18:48:24,31.83,,,
81,06/03/2021 18:53:24,31.61,,,
82,06/03/2021 18:58:24,31.44,,,
83,06/03/2021 19:03:24,31.31,,,
84,06/03/2021 19:08:24,31.23,,,
85,06/03/2021 19:13:24,31.01,,,
86,06/03/2021 19:18:24,30.89,,,
87,06/03/2021 19:23:24,30.63,,,
88,06/03/2021 19:28:24,30.50,,,
89,06/03/2021 19:33:24,30.20,,,
90,06/03/2021 19:38:24,29.90,,,
91,06/03/2021 19:43:24,29.64,,,
92,06/03/2021 19:48:24,29.30,,,
93,06/03/2021 19:53:24,28.74,,,
94,06/03/2021 19:58:24,28.18,,,
95,06/03/2021 20:03:24,27.71,,,
96,06/03/2021 20:08:24,27.24,,,
97,06/03/2021 20:13:24,26.81,,,
98,06/03/2021 20:18:24,26.51,,,
99,06/03/2021 20:23:24,26.12,,,
100,06/03/2021 20:28:24,26.94,,,
101,06/03/2021 20:33:24,27.88,,,
102,06/03/2021 20:38:24,28.14,,,
103,06/03/2021 20:43:24,28.48,,,
104,06/03/2021 20:48:24,28.74,,,
105,06/03/2021 20:53:24,28.87,,,
106,06/03/2021 20:58:24,29.08,,,
107,06/03/2021 21:03:24,29.00,,,
108,06/03/2021 21:08:24,28.87,,,
109,06/03/2021 21:13:24,28.78,,,
110,06/03/2021 21:18:24,28.40,,,
111,06/03/2021 21:23:24,28.14,,,
112,06/03/2021 21:28:24,28.27,,,
113,06/03/2021 21:33:24,28.35,,,
114,06/03/2021 21:38:24,28.35,,,
115,06/03/2021 21:43:24,28.14,,,
116,06/03/2021 21:48:24,28.18,,,
117,06/03/2021 21:53:24,28.27,,,
118,06/03/2021 21:58:24,28.35,,,
119,06/03/2021 22:03:24,28.44,,,
120,06/03/2021 22:08:24,28.40,,,
121,06/03/2021 22:13:24,28.35,,,
122,06/03/2021 22:18:24,28.23,,,
123,06/03/2021 22:23:24,28.14,,,
124,06/03/2021 22:28:24,27.97,,,
125,06/03/2021 22:33:24,27.93,,,
126,06/03/2021 22:38:24,28.05,,,
127,06/03/2021 22:43:24,27.93,,,
128,06/03/2021 22:48:24,27.84,,,
129,06/03/2021 22:53:24,27.84,,,
130,06/03/2021 22:58:24,27.88,,,
131,06/03/2021 23:03:24,27.84,,,
132,06/03/2021 23:08:24,27.93,,,
133,06/03/2021 23:13:24,27.88,,,
134,06/03/2021 23:18:24,27.84,,,
135,06/03/2021 23:23:24,27.75,,,
136,06/03/2021 23:28:24,27.71,,,
137,06/03/2021 23:33:24,27.67,,,
138,06/03/2021 23:38:24,27.45,,,
139,06/03/2021 23:43:24,27.37,,,
140,06/03/2021 23:48:24,27.32,,,
141,06/03/2021 23:53:24,27.28,,,
142,06/03/2021 23:58:24,27.45,,,
143,06/04/2021 00:03:24,27.32,,,
144,06/04/2021 00:08:24,27.41,,,
145,06/04/2021 00:13:24,27.41,,,
146,06/04/2021 00:18:24,27.24,,,
147,06/04/2021 00:23:24,27.20,,,
148,06/04/2021 00:28:24,27.15,,,
149,06/04/2021 00:33:24,27.20,,,
150,06/04/2021 00:38:24,27.02,,,
151,06/04/2021 00:43:24,26.98,,,
152,06/04/2021 00:48:24,26.94,,,
153,06/04/2021 00:53:24,26.81,,,
154,06/04/2021 00:58:24,26.21,,,
155,06/04/2021 01:03:24,25.44,,,
156,06/04/2021 01:08:24,24.84,,,
157,06/04/2021 01:13:24,24.19,,,
158,06/04/2021 01:18:24,23.68,,,
159,06/04/2021 01:23:24,23.12,,,
160,06/04/2021 01:28:24,22.69,,,
161,06/04/2021 01:33:24,22.39,,,
162,06/04/2021 01:38:24,22.09,,,
163,06/04/2021 01:43:24,21.79,,,
164,06/04/2021 01:48:24,21.45,,,
165,06/04/2021 01:53:24,21.06,,,
166,06/04/2021 01:58:24,20.80,,,
167,06/04/2021 02:03:24,20.55,,,
168,06/04/2021 02:08:24,20.29,,,
169,06/04/2021 02:13:24,20.07,,,
170,06/04/2021 02:18:24,19.82,,,
171,06/04/2021 02:23:24,19.56,,,
172,06/04/2021 02:28:24,19.22,,,
173,06/04/2021 02:33:24,19.00,,,
174,06/04/2021 02:38:24,18.66,,,
175,06/04/2021 02:43:24,18.57,,,
176,06/04/2021 02:48:24,18.36,,,
177,06/04/2021 02:53:24,18.23,,,
178,06/04/2021 02:58:24,18.06,,,
179,06/04/2021 03:03:24,17.84,,,
180,06/04/2021 03:08:24,17.63,,,
181,06/04/2021 03:13:24,17.54,,,
182,06/04/2021 03:18:24,17.46,,,
183,06/04/2021 03:23:24,17.37,,,
184,06/04/2021 03:28:24,17.11,,,
