#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Button Down,Button Up,Host Connected,Stopped,End of File
1,05/04/2023 10:32:45,21.10,,,,,
2,05/04/2023 10:37:45,19.95,,,,,
3,05/04/2023 10:42:45,17.93,,,,,
4,05/04/2023 10:47:45,16.90,,,,,
5,05/04/2023 10:52:45,16.51,,,,,
6,05/04/2023 10:57:45,16.47,,,,,
7,05/04/2023 11:02:45,16.34,,,,,
8,05/04/2023 11:07:45,16.43,,,,,
9,05/04/2023 11:12:45,16.51,,,,,
10,05/04/2023 11:17:45,16.73,,,,,
11,05/04/2023 11:22:45,17.03,,,,,
12,05/04/2023 11:27:45,17.16,,,,,
13,05/04/2023 11:32:45,17.16,,,,,
14,05/04/2023 11:37:45,17.29,,,,,
15,05/04/2023 11:42:45,17.24,,,,,
16,05/04/2023 11:47:45,17.16,,,,,
17,05/04/2023 11:52:45,17.29,,,,,
18,05/04/2023 11:57:45,17.07,,,,,
19,05/04/2023 12:02:45,17.29,,,,,
20,05/04/2023 12:07:45,17.59,,,,,
21,05/04/2023 12:12:45,17.76,,,,,
22,05/04/2023 12:17:45,17.63,,,,,
23,05/04/2023 12:22:45,17.80,,,,,
24,05/04/2023 12:27:45,17.93,,,,,
25,05/04/2023 12:32:45,18.14,,,,,
26,05/04/2023 12:37:45,18.23,,,,,
27,05/04/2023 12:42:45,18.06,,,,,
28,05/04/2023 12:47:45,17.93,,,,,
29,05/04/2023 12:52:45,18.19,,,,,
30,05/04/2023 12:57:45,18.32,,,,,
31,05/04/2023 13:02:45,18.06,,,,,
32,05/04/2023 13:07:45,17.80,,,,,
33,05/04/2023 13:12:45,17.97,,,,,
34,05/04/2023 13:17:45,17.80,,,,,
35,05/04/2023 13:22:45,17.50,,,,,
36,05/04/2023 13:27:45,17.33,,,,,
37,05/04/2023 13:32:45,17.76,,,,,
38,05/04/2023 13:37:45,17.93,,,,,
39,05/04/2023 13:42:45,17.50,,,,,
40,05/04/2023 13:47:45,17.20,,,,,
41,05/04/2023 13:52:45,17.16,,,,,
