#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Button Down,Button Up,Host Connected,Stopped,End of File
1,05/04/2023 10:38:38,20.76,,,,,
2,05/04/2023 10:43:38,18.36,,,,,
3,05/04/2023 10:48:38,17.16,,,,,
4,05/04/2023 10:53:38,16.17,,,,,
5,05/04/2023 10:58:38,15.74,,,,,
6,05/04/2023 11:03:38,15.78,,,,,
7,05/04/2023 11:08:38,15.87,,,,,
8,05/04/2023 11:13:38,15.87,,,,,
9,05/04/2023 11:18:38,15.83,,,,,
10,05/04/2023 11:23:38,15.78,,,,,
11,05/04/2023 11:28:38,15.91,,,,,
12,05/04/2023 11:33:38,16.17,,,,,
13,05/04/2023 11:38:38,16.43,,,,,
14,05/04/2023 11:43:38,16.34,,,,,
15,05/04/2023 11:48:38,16.30,,,,,
16,05/04/2023 11:53:38,16.47,,,,,
17,05/04/2023 11:58:38,16.43,,,,,
18,05/04/2023 12:03:38,16.56,,,,,
19,05/04/2023 12:08:38,16.69,,,,,
20,05/04/2023 12:13:38,16.51,,,,,
21,05/04/2023 12:18:38,16.86,,,,,
22,05/04/2023 12:23:38,16.94,,,,,
23,05/04/2023 12:28:38,17.11,,,,,
24,05/04/2023 12:33:38,17.16,,,,,
25,05/04/2023 12:38:38,16.86,,,,,
26,05/04/2023 12:43:38,16.86,,,,,
27,05/04/2023 12:48:38,17.11,,,,,
28,05/04/2023 12:53:38,17.20,,,,,
29,05/04/2023 12:58:38,17.24,,,,,
30,05/04/2023 13:03:38,17.03,,,,,
31,05/04/2023 13:08:38,16.94,,,,,
32,05/04/2023 13:13:38,16.99,,,,,
33,05/04/2023 13:18:38,17.07,,,,,
34,05/04/2023 13:23:38,17.37,,,,,
35,05/04/2023 13:28:38,17.63,,,,,
36,05/04/2023 13:33:38,18.10,,,,,
37,05/04/2023 13:38:38,17.80,,,,,
38,05/04/2023 13:43:38,16.99,,,,,
39,05/04/2023 13:48:38,16.69,,,,,
40,05/04/2023 13:53:38,16.90,,,,,
41,05/04/2023 13:58:38,17.07,,,,,
42,05/04/2023 14:03:38,17.03,,,,,
43,05/04/2023 14:08:38,16.99,,,,,
44,05/04/2023 14:13:38,17.29,,,,,
45,05/04/2023 14:18:38,17.41,,,,,
46,05/04/2023 14:23:38,17.29,,,,,
47,05/04/2023 14:28:38,17.16,,,,,
48,05/04/2023 14:33:38,17.11,,,,,
49,05/04/2023 14:38:38,16.99,,,,,
50,05/04/2023 14:43:38,16.86,,,,,
51,05/04/2023 14:48:38,16.56,,,,,
52,05/04/2023 14:53:38,16.43,,,,,
53,05/04/2023 14:58:38,16.51,,,,,
