#,Date-Time (PDT),Ch:1 - Temperature   (°C),Host Connected,Button Down,Button Up,Stopped,End of File
244,06/02/2023 07:49:39,15.83,,,,,
245,06/02/2023 07:54:39,16.13,,,,,
246,06/02/2023 07:59:39,16.47,,,,,
247,06/02/2023 08:04:39,16.69,,,,,
248,06/02/2023 08:09:39,16.94,,,,,
249,06/02/2023 08:14:39,17.11,,,,,
250,06/02/2023 08:19:39,17.20,,,,,
251,06/02/2023 08:24:39,17.16,,,,,
252,06/02/2023 08:29:39,17.24,,,,,
253,06/02/2023 08:34:39,17.33,,,,,
254,06/02/2023 08:39:39,17.50,,,,,
255,06/02/2023 08:44:39,17.76,,,,,
256,06/02/2023 08:49:39,17.89,,,,,
257,06/02/2023 08:54:39,18.19,,,,,
258,06/02/2023 08:59:39,18.40,,,,,
259,06/02/2023 09:04:39,18.62,,,,,
260,06/02/2023 09:09:39,18.87,,,,,
261,06/02/2023 09:14:39,19.26,,,,,
262,06/02/2023 09:19:39,19.65,,,,,
263,06/02/2023 09:24:39,19.95,,,,,
264,06/02/2023 09:29:39,20.20,,,,,
265,06/02/2023 09:34:39,20.42,,,,,
266,06/02/2023 09:39:39,20.68,,,,,
267,06/02/2023 09:44:39,20.93,,,,,
268,06/02/2023 09:49:39,21.23,,,,,
269,06/02/2023 09:54:39,21.23,,,,,
270,06/02/2023 09:59:39,21.36,,,,,
271,06/02/2023 10:04:39,21.58,,,,,
272,06/02/2023 10:09:39,21.83,,,,,
273,06/02/2023 10:14:39,21.88,,,,,
274,06/02/2023 10:19:39,22.13,,,,,
275,06/02/2023 10:24:39,22.22,,,,,
276,06/02/2023 10:29:39,22.73,,,,,
277,06/02/2023 10:34:39,23.08,,,,,
278,06/02/2023 10:39:39,23.38,,,,,
279,06/02/2023 10:44:39,23.85,,,,,
280,06/02/2023 10:49:39,24.36,,,,,
281,06/02/2023 10:54:39,24.75,,,,,
282,06/02/2023 10:59:39,25.18,,,,,
283,06/02/2023 11:04:39,25.44,,,,,
284,06/02/2023 11:09:39,25.65,,,,,
285,06/02/2023 11:14:39,25.78,,,,,
286,06/02/2023 11:19:39,26.08,,,,,
287,06/02/2023 11:24:39,26.30,,,,,
288,06/02/2023 11:29:39,26.72,,,,,
289,06/02/2023 11:34:39,26.77,,,,,
290,06/02/2023 11:39:39,26.94,,,,,
291,06/02/2023 11:44:39,27.37,,,,,
292,06/02/2023 11:49:39,27.67,,,,,
293,06/02/2023 11:54:39,27.54,,,,,
294,06/02/2023 11:59:39,27.75,,,,,
295,06/02/2023 12:04:39,27.54,,,,,
296,06/02/2023 12:09:39,27.58,,,,,
297,06/02/2023 12:14:39,27.58,,,,,
298,06/02/2023 12:19:39,27.71,,,,,
299,06/02/2023 12:24:39,28.01,,,,,
300,06/02/2023 12:29:39,28.57,,,,,
301,06/02/2023 12:34:39,28.70,,,,,
302,06/02/2023 12:39:39,28.65,,,,,
303,06/02/2023 12:44:39,28.57,,,,,
304,06/02/2023 12:49:39,28.95,,,,,
305,06/02/2023 12:54:39,29.47,,,,,
306,06/02/2023 12:59:39,29.51,,,,,
307,06/02/2023 13:04:39,29.86,,,,,
308,06/02/2023 13:09:39,29.81,,,,,
309,06/02/2023 13:14:39,29.73,,,,,
310,06/02/2023 13:19:39,30.24,,,,,
311,06/02/2023 13:24:39,31.01,,,,,
312,06/02/2023 13:29:39,31.61,,,,,
313,06/02/2023 13:34:39,32.00,,,,,
314,06/02/2023 13:39:39,32.47,,,,,
315,06/02/2023 13:44:39,32.73,,,,,
316,06/02/2023 13:49:39,32.82,,,,,
317,06/02/2023 13:54:39,32.90,,,,,
318,06/02/2023 13:59:39,32.77,,,,,
319,06/02/2023 14:04:39,32.99,,,,,
320,06/02/2023 14:09:39,33.55,,,,,
321,06/02/2023 14:14:39,33.93,,,,,
322,06/02/2023 14:19:39,34.27,,,,,
323,06/02/2023 14:24:39,34.45,,,,,
324,06/02/2023 14:29:39,34.92,,,,,
325,06/02/2023 14:34:39,35.26,,,,,
326,06/02/2023 14:39:39,34.88,,,,,
327,06/02/2023 14:44:39,34.27,,,,,
328,06/02/2023 14:49:39,33.93,,,,,
329,06/02/2023 14:54:39,33.93,,,,,
330,06/02/2023 14:59:39,34.36,,,,,
331,06/02/2023 15:04:39,34.32,,,,,
332,06/02/2023 15:09:39,34.75,,,,,
333,06/02/2023 15:14:39,35.48,,,,,
334,06/02/2023 15:19:39,35.69,,,,,
335,06/02/2023 15:24:39,36.03,,,,,
336,06/02/2023 15:29:39,36.25,,,,,
337,06/02/2023 15:34:39,36.72,,,,,
338,06/02/2023 15:39:39,36.81,,,,,
339,06/02/2023 15:44:39,36.68,,,,,
340,06/02/2023 15:49:39,36.72,,,,,
341,06/02/2023 15:54:39,37.02,,,,,
342,06/02/2023 15:59:39,36.89,,,,,
343,06/02/2023 16:04:39,36.89,,,,,
344,06/02/2023 16:09:39,36.68,,,,,
345,06/02/2023 16:14:39,36.51,,,,,
346,06/02/2023 16:19:39,36.38,,,,,
347,06/02/2023 16:24:39,36.21,,,,,
348,06/02/2023 16:29:39,36.25,,,,,
349,06/02/2023 16:34:39,36.55,,,,,
350,06/02/2023 16:39:39,36.85,,,,,
351,06/02/2023 16:44:39,36.85,,,,,
352,06/02/2023 16:49:39,36.51,,,,,
353,06/02/2023 16:54:39,36.51,,,,,
354,06/02/2023 16:59:39,36.55,,,,,
355,06/02/2023 17:04:39,36.51,,,,,
356,06/02/2023 17:09:39,36.21,,,,,
357,06/02/2023 17:14:39,36.46,,,,,
358,06/02/2023 17:19:39,36.59,,,,,
359,06/02/2023 17:24:39,36.29,,,,,
360,06/02/2023 17:29:39,35.78,,,,,
361,06/02/2023 17:34:39,35.13,,,,,
362,06/02/2023 17:39:39,34.53,,,,,
363,06/02/2023 17:44:39,34.10,,,,,
364,06/02/2023 17:49:39,33.93,,,,,
365,06/02/2023 17:54:39,33.50,,,,,
366,06/02/2023 17:59:39,33.16,,,,,
367,06/02/2023 18:04:39,33.03,,,,,
368,06/02/2023 18:09:39,32.94,,,,,
369,06/02/2023 18:14:39,32.99,,,,,
370,06/02/2023 18:19:39,32.90,,,,,
371,06/02/2023 18:24:39,32.86,,,,,
372,06/02/2023 18:29:39,32.69,,,,,
373,06/02/2023 18:34:39,32.69,,,,,
374,06/02/2023 18:39:39,32.56,,,,,
375,06/02/2023 18:44:39,32.43,,,,,
376,06/02/2023 18:49:39,32.34,,,,,
377,06/02/2023 18:54:39,32.17,,,,,
378,06/02/2023 18:59:39,32.04,,,,,
379,06/02/2023 19:04:39,31.83,,,,,
380,06/02/2023 19:09:39,31.79,,,,,
381,06/02/2023 19:14:39,31.49,,,,,
382,06/02/2023 19:19:39,31.23,,,,,
383,06/02/2023 19:24:39,30.93,,,,,
384,06/02/2023 19:29:39,30.67,,,,,
385,06/02/2023 19:34:39,30.50,,,,,
386,06/02/2023 19:39:39,30.24,,,,,
387,06/02/2023 19:44:39,29.98,,,,,
388,06/02/2023 19:49:39,29.56,,,,,
389,06/02/2023 19:54:39,29.17,,,,,
390,06/02/2023 19:59:39,28.83,,,,,
391,06/02/2023 20:04:39,28.40,,,,,
392,06/02/2023 20:09:39,28.05,,,,,
393,06/02/2023 20:14:39,27.63,,,,,
394,06/02/2023 20:19:39,27.32,,,,,
395,06/02/2023 20:24:39,27.11,,,,,
396,06/02/2023 20:29:39,26.90,,,,,
397,06/02/2023 20:34:39,26.64,,,,,
398,06/02/2023 20:39:39,26.38,,,,,
399,06/02/2023 20:44:39,26.08,,,,,
400,06/02/2023 20:49:39,25.74,,,,,
401,06/02/2023 20:54:39,25.39,,,,,
402,06/02/2023 20:59:39,25.05,,,,,
403,06/02/2023 21:04:39,24.75,,,,,
404,06/02/2023 21:09:39,24.45,,,,,
405,06/02/2023 21:14:39,24.19,,,,,
406,06/02/2023 21:19:39,23.89,,,,,
407,06/02/2023 21:24:39,23.72,,,,,
408,06/02/2023 21:29:39,23.55,,,,,
409,06/02/2023 21:34:39,23.34,,,,,
410,06/02/2023 21:39:39,23.16,,,,,
411,06/02/2023 21:44:39,22.91,,,,,
412,06/02/2023 21:49:39,22.61,,,,,
413,06/02/2023 21:54:39,22.31,,,,,
414,06/02/2023 21:59:39,22.01,,,,,
415,06/02/2023 22:04:39,21.66,,,,,
416,06/02/2023 22:09:39,21.36,,,,,
417,06/02/2023 22:14:39,21.10,,,,,
418,06/02/2023 22:19:39,20.89,,,,,
419,06/02/2023 22:24:39,20.68,,,,,
420,06/02/2023 22:29:39,20.50,,,,,
421,06/02/2023 22:34:39,20.25,,,,,
422,06/02/2023 22:39:39,20.16,,,,,
423,06/02/2023 22:44:39,19.86,,,,,
424,06/02/2023 22:49:39,19.73,,,,,
425,06/02/2023 22:54:39,19.56,,,,,
426,06/02/2023 22:59:39,19.35,,,,,
427,06/02/2023 23:04:39,19.26,,,,,
428,06/02/2023 23:09:39,19.13,,,,,
429,06/02/2023 23:14:39,18.96,,,,,
430,06/02/2023 23:19:39,18.87,,,,,
431,06/02/2023 23:24:39,18.79,,,,,
432,06/02/2023 23:29:39,18.70,,,,,
433,06/02/2023 23:34:39,18.53,,,,,
434,06/02/2023 23:39:39,18.36,,,,,
435,06/02/2023 23:44:39,18.27,,,,,
436,06/02/2023 23:49:39,18.14,,,,,
437,06/02/2023 23:54:39,17.97,,,,,
438,06/02/2023 23:59:39,17.89,,,,,
439,06/03/2023 00:04:39,17.67,,,,,
440,06/03/2023 00:09:39,17.50,,,,,
441,06/03/2023 00:14:39,17.33,,,,,
442,06/03/2023 00:19:39,17.16,,,,,
443,06/03/2023 00:24:39,17.07,,,,,
444,06/03/2023 00:29:39,16.94,,,,,
445,06/03/2023 00:34:39,16.86,,,,,
446,06/03/2023 00:39:39,16.86,,,,,
447,06/03/2023 00:44:39,16.73,,,,,
448,06/03/2023 00:49:39,16.69,,,,,
449,06/03/2023 00:54:39,16.56,,,,,
450,06/03/2023 00:59:39,16.43,,,,,
451,06/03/2023 01:04:39,16.39,,,,,
452,06/03/2023 01:09:39,16.26,,,,,
453,06/03/2023 01:14:39,16.21,,,,,
454,06/03/2023 01:19:39,16.08,,,,,
455,06/03/2023 01:24:39,15.96,,,,,
456,06/03/2023 01:29:39,15.91,,,,,
457,06/03/2023 01:34:39,15.87,,,,,
458,06/03/2023 01:39:39,15.87,,,,,
459,06/03/2023 01:44:39,15.87,,,,,
460,06/03/2023 01:49:39,15.87,,,,,
461,06/03/2023 01:54:39,15.70,,,,,
462,06/03/2023 01:59:39,15.61,,,,,
463,06/03/2023 02:04:39,15.48,,,,,
464,06/03/2023 02:09:39,15.44,,,,,
465,06/03/2023 02:14:39,15.27,,,,,
466,06/03/2023 02:19:39,15.23,,,,,
467,06/03/2023 02:24:39,15.10,,,,,
468,06/03/2023 02:29:39,15.14,,,,,
469,06/03/2023 02:34:39,15.23,,,,,
470,06/03/2023 02:39:39,15.23,,,,,
471,06/03/2023 02:44:39,15.27,,,,,
472,06/03/2023 02:49:39,15.18,,,,,
473,06/03/2023 02:54:39,15.23,,,,,
474,06/03/2023 02:59:39,15.18,,,,,
475,06/03/2023 03:04:39,15.14,,,,,
476,06/03/2023 03:09:39,15.01,,,,,
477,06/03/2023 03:14:39,14.93,,,,,
478,06/03/2023 03:19:39,14.84,,,,,
479,06/03/2023 03:24:39,14.80,,,,,
480,06/03/2023 03:29:39,14.75,,,,,
481,06/03/2023 03:34:39,14.67,,,,,
482,06/03/2023 03:39:39,14.54,,,,,
483,06/03/2023 03:44:39,14.37,,,,,
484,06/03/2023 03:49:39,14.24,,,,,
485,06/03/2023 03:54:39,14.03,,,,,
486,06/03/2023 03:59:39,13.85,,,,,
487,06/03/2023 04:04:39,13.81,,,,,
488,06/03/2023 04:09:39,13.73,,,,,
489,06/03/2023 04:14:39,13.64,,,,,
490,06/03/2023 04:19:39,13.60,,,,,
491,06/03/2023 04:24:39,13.55,,,,,
492,06/03/2023 04:29:39,13.60,,,,,
493,06/03/2023 04:34:39,13.55,,,,,
494,06/03/2023 04:39:39,13.73,,,,,
495,06/03/2023 04:44:39,13.81,,,,,
496,06/03/2023 04:49:39,13.90,,,,,
497,06/03/2023 04:54:39,13.94,,,,,
498,06/03/2023 04:59:39,13.98,,,,,
499,06/03/2023 05:04:39,13.98,,,,,
500,06/03/2023 05:09:39,13.94,,,,,
501,06/03/2023 05:14:39,13.81,,,,,
502,06/03/2023 05:19:39,13.81,,,,,
503,06/03/2023 05:24:39,13.68,,,,,
504,06/03/2023 05:29:39,13.60,,,,,
505,06/03/2023 05:34:39,13.60,,,,,
506,06/03/2023 05:39:39,13.43,,,,,
507,06/03/2023 05:44:39,13.38,,,,,
508,06/03/2023 05:49:39,13.25,,,,,
509,06/03/2023 05:54:39,13.12,,,,,
510,06/03/2023 05:59:39,13.08,,,,,
511,06/03/2023 06:04:39,13.00,,,,,
512,06/03/2023 06:09:39,12.95,,,,,
513,06/03/2023 06:14:39,12.95,,,,,
514,06/03/2023 06:19:39,13.00,,,,,
515,06/03/2023 06:24:39,13.04,,,,,
516,06/03/2023 06:29:39,13.08,,,,,
517,06/03/2023 06:34:39,13.30,,,,,
518,06/03/2023 06:39:39,13.51,,,,,
519,06/03/2023 06:44:39,13.68,,,,,
520,06/03/2023 06:49:39,13.94,,,,,
521,06/03/2023 06:54:39,14.11,,,,,
522,06/03/2023 06:59:39,14.33,,,,,
523,06/03/2023 07:04:39,14.58,,,,,
524,06/03/2023 07:09:39,14.84,,,,,
525,06/03/2023 07:14:39,15.01,,,,,
526,06/03/2023 07:19:39,15.31,,,,,
527,06/03/2023 07:24:39,15.61,,,,,
528,06/03/2023 07:29:39,16.00,,,,,
529,06/03/2023 07:34:39,16.43,,,,,
530,06/03/2023 07:39:39,16.73,,,,,
531,06/03/2023 07:44:39,17.07,,,,,
532,06/03/2023 07:49:39,17.41,,,,,
533,06/03/2023 07:54:39,17.54,,,,,
534,06/03/2023 07:59:39,17.89,,,,,
535,06/03/2023 08:04:39,18.32,,,,,
536,06/03/2023 08:09:39,18.62,,,,,
537,06/03/2023 08:14:39,19.05,,,,,
538,06/03/2023 08:19:39,19.35,,,,,
539,06/03/2023 08:24:39,19.65,,,,,
540,06/03/2023 08:29:39,19.95,,,,,
541,06/03/2023 08:34:39,20.20,,,,,
542,06/03/2023 08:39:39,20.50,,,,,
543,06/03/2023 08:44:39,20.85,,,,,
544,06/03/2023 08:49:39,21.19,,,,,
545,06/03/2023 08:54:39,21.45,,,,,
546,06/03/2023 08:59:39,21.75,,,,,
547,06/03/2023 09:04:39,22.22,,,,,
548,06/03/2023 09:09:39,22.52,,,,,
549,06/03/2023 09:14:39,22.73,,,,,
550,06/03/2023 09:19:39,22.91,,,,,
551,06/03/2023 09:24:39,23.03,,,,,
552,06/03/2023 09:29:39,23.29,,,,,
553,06/03/2023 09:34:39,23.68,,,,,
554,06/03/2023 09:39:39,24.06,,,,,
555,06/03/2023 09:44:39,24.28,,,,,
556,06/03/2023 09:49:39,24.45,,,,,
557,06/03/2023 09:54:39,24.62,,,,,
558,06/03/2023 09:59:39,25.05,,,,,
559,06/03/2023 10:04:39,25.44,,,,,
560,06/03/2023 10:09:39,25.69,,,,,
561,06/03/2023 10:14:39,25.95,,,,,
562,06/03/2023 10:19:39,25.87,,,,,
563,06/03/2023 10:24:39,25.95,,,,,
564,06/03/2023 10:29:39,26.30,,,,,
565,06/03/2023 10:34:39,26.72,,,,,
566,06/03/2023 10:39:39,27.11,,,,,
567,06/03/2023 10:44:39,27.50,,,,,
568,06/03/2023 10:49:39,27.84,,,,,
569,06/03/2023 10:54:39,27.93,,,,,
570,06/03/2023 10:59:39,28.01,,,,,
571,06/03/2023 11:04:39,28.05,,,,,
572,06/03/2023 11:09:39,28.31,,,,,
573,06/03/2023 11:14:39,28.53,,,,,
574,06/03/2023 11:19:39,28.91,,,,,
575,06/03/2023 11:24:39,29.26,,,,,
576,06/03/2023 11:29:39,29.43,,,,,
577,06/03/2023 11:34:39,29.64,,,,,
578,06/03/2023 11:39:39,29.73,,,,,
